time;interpolated Pixel forehead
0;216.47097791798106
0.027;216.45931872224037
0.057;216.44636406030625
0.087;216.43340939837213
0.117;216.42045473643802
0.147;216.4075000745039
0.177;216.39454541256978
0.207;216.38159075063567
0.237;216.36863608870155
0.267;216.35568142676743
0.297;216.34272676483332
0.327;216.3297721028992
0.357;216.31681744096508
0.387;216.30386277903096
0.417;216.29090811709685
0.447;216.27795345516273
0.477;216.2649987932286
0.507;216.2520441312945
0.537;216.23908946936038
0.567;216.22613480742626
0.597;216.21318014549215
0.627;216.20022548355803
0.657;216.1872708216239
0.687;216.1743161596898
0.717;216.16136149775568
0.747;216.14840683582156
0.777;216.13545217388744
0.807;216.12249751195333
0.837;216.1095428500192
0.867;216.0965881880851
0.897;216.14754947673816
0.927;216.2179634460047
0.957;216.4007529573129
0.987;216.71197165952586
1.017;217.01286422740512
1.047;217.01429889960642
1.077;217.01573357180774
1.107;217.11377051501648
1.137;217.23846983727412
1.167;217.32826704758028
1.197;217.38342045203564
1.227;217.41118441807487
1.257;217.35900630572465
1.287;217.35395321425656
1.317;217.34890012278845
1.347;217.34384703132037
1.377;217.3232968088063
1.407;217.33650345132446
1.437;217.40398642610714
1.467;217.44510451451026
1.497;217.38076305739534
1.527;217.31642160028042
1.557;217.60340658889663
1.587;217.84116579265833
1.617;217.53460098898412
1.647;216.81582479819062
1.677;216.39668418634855
1.707;217.07187810350027
1.737;217.40137670112293
1.767;217.27881218859224
1.797;217.16733929787029
1.827;217.1113245161918
1.857;217.0553097345133
1.887;217.3175929802851
1.917;217.25744243885896
1.947;217.13280513999322
1.977;217.15445328942093
2.007;217.42680152885242
2.037;217.7309879500499
2.067;217.68583948983584
2.097;217.63056031105825
2.127;217.28149029393842
2.157;216.93242027681862
2.187;216.71779396260726
2.217;216.80696730655237
2.247;217.0162996412245
2.277;217.24051629653866
2.307;216.89360334297655
2.337;216.87396712831196
2.367;217.02178902121662
2.397;217.39772112807384
2.427;217.75951197150818
2.457;217.46984613940836
2.487;217.38646872878843
2.517;217.3030913181685
2.547;217.3243896596032
2.577;217.35731864015506
2.607;217.34396081295924
2.637;217.40475948011445
2.667;217.87143752798926
2.697;218.00202418271382
2.727;217.7402539867359
2.757;217.49219545684304
2.787;217.27107302095044
2.817;217.04995058505784
2.847;217.0736524882718
2.877;217.08785464569047
2.907;217.06690365738874
2.937;216.99782338308458
2.967;217.02869332093286
2.997;217.03178031471768
3.027;217.1457981166638
3.057;217.2945169887674
3.087;217.37862630858152
3.117;217.4062022701423
3.147;217.40879294478478
3.177;217.36563006577353
3.207;217.3851944325402
3.237;217.40475879930688
3.267;217.47044536671754
3.297;217.54125662308866
3.327;217.55054680501644
3.357;217.65115363568577
3.387;217.8417532137398
3.417;218.06529762216988
3.447;218.2542364133707
3.477;217.94069881466444
3.507;218.10601529069348
3.537;217.98775352893
3.567;217.87842364014844
3.597;217.87239739298926
3.627;217.8645098486584
3.657;217.7371165763637
3.687;217.62223125542988
3.717;217.50931727827495
3.747;217.39593933543836
3.777;217.2825613926018
3.807;217.37485172904016
3.837;217.32347702173138
3.867;217.28101113457564
3.897;217.39836763045932
3.927;217.49691371702463
3.957;217.54920117251956
3.987;217.66958284811048
4.017;217.5521274419619
4.047;217.43467203581326
4.077;217.54485113357006
4.107;217.38145315487571
4.137;217.43950821639805
4.167;217.8794860069508
4.197;218.12696768848386
4.227;218.32750244784214
4.257;218.24914143045416
4.287;218.1525135118608
4.317;218.05415563217636
4.347;218.0321552383954
4.377;217.8132567323857
4.407;217.41811785911563
4.437;217.4360426540687
4.467;217.48690043329373
4.497;217.53775821251872
4.527;217.6229626357274
4.557;217.67459287565208
4.587;217.65879991648313
4.617;217.5935355249776
4.647;217.71815975519678
4.677;217.60634208539622
4.707;217.41855418544873
4.737;217.39717460235352
4.767;217.44919695839107
4.797;217.3691263964689
4.827;217.2468837526401
4.857;217.18180184684616
4.887;217.13771620755924
4.917;217.09617475200434
4.947;217.11786830508802
4.977;217.13956185817173
5.007;217.18014261769179
5.037;217.19492868462757
5.067;217.26205165159845
5.097;217.35262403211928
5.127;217.38102342939675
5.157;217.3651140981557
5.187;217.37072348997953
5.217;217.53900524469452
5.247;217.60317825065246
5.277;217.64652950685897
5.307;217.63702325581394
5.337;217.63491472868216
5.367;217.69502360528327
5.397;217.77052820193205
5.427;217.60104502084798
5.457;217.32604804952103
5.487;217.21894283019714
5.517;217.2326312480352
5.547;217.27507073247406
5.577;217.22135892556224
5.607;217.15795487698142
5.637;217.14435974408542
5.667;217.11236579700312
5.697;217.11189919597635
5.727;217.15562639464457
5.757;217.2460967820162
5.787;217.36523858098153
5.817;217.30856851411085
5.847;217.33328745756492
5.877;217.35856359899202
5.907;217.27841017488078
5.937;217.2974991329412
5.967;217.44275038876395
5.997;217.54810598074354
6.027;217.6219988349357
6.057;217.6825316436014
6.087;217.59587170530327
6.117;217.5731978405843
6.147;217.59548886771813
6.177;217.53648607201143
6.207;217.36206124808834
6.237;217.1925179293018
6.267;217.01736313573048
6.297;217.17479753806285
6.327;217.31286445580818
6.357;217.39917505126127
6.387;217.34696008774023
6.417;217.30340981364014
6.447;217.5111355327478
6.477;217.5519257479635
6.507;217.57800643868012
6.537;217.60525547956004
6.567;217.57950167487684
6.597;217.50696231486248
6.627;217.49037856693545
6.657;217.47379481900842
6.687;217.15686274509804
6.717;216.82885552099384
6.747;216.65014103450207
6.777;216.64935087850068
6.807;216.68813365279843
6.837;216.58748591453815
6.867;216.48683817627784
6.897;216.40996827580935
6.927;216.48765432098764
6.957;216.56534036616597
6.987;216.43255536237993
7.017;216.80835018680182
7.047;217.21108208142826
7.077;217.3989738099711
7.107;217.63757978825058
7.137;217.42166644463768
7.167;217.33340775357905
7.197;217.4561657349556
7.227;217.6063875009023
7.257;217.72535953923014
7.287;217.7918001498836
7.317;217.83323922454358
7.347;217.74967061923584
7.377;217.62586144808864
7.407;217.54512298046782
7.437;217.52101753610376
7.467;217.49749633082968
7.497;217.47518518518518
7.527;217.49462962962963
7.557;217.43914814573816
7.587;217.2542491492664
7.617;217.10305203694065
7.647;217.25517188192876
7.677;217.3299181767102
7.707;217.4036920323685
7.737;217.36033164989635
7.767;217.25960623308762
7.797;217.19406622117268
7.827;217.1893558759986
7.857;217.3083304660383
7.887;217.4812902873375
7.917;217.42639025456134
7.947;217.27297240461
7.977;217.16771085255078
8.007;217.1492392359987
8.037;217.11194078307204
