BPM
98
98
99
99
100
100
99
98
98
97
96
95
94
93
92
92
92
92
92
91
90
89
89
88
88
88
88
88
88
88
87
87
86
86
86
87
87
88
88
89
90
90
91
91
90
90
90
89
89
88
88
89
89
88
87
85
83
82
81
81
81
82
83
84
85
84
84
84
83
84
85
86
87
87
88
88
88
88
89
88
88
88
88
88
88
89
89
89
89
87
86
84
83
81
80
80
80
81
81
82
82
82
81
81
80
80
80
80
81
82
83
84
84
85
85
85
86
86
86
87
87
86
86
85
85
85
86
86
86
85
85
85
85
84
84
85
85
86
86
86
86
86
85
85
85
85
86
85
85
84
84
83
83
83
83
83
84
84
83
83
83
83
83
84
85
86
86
87
88
88
87
87
87
87
86
86
86
87
87
87
88
