time;interpolated Pixel rightCheek
0;227.26052295918367
0.018;227.26455647280002
0.048;227.27127899549396
0.078;227.2780015181879
0.108;227.2847240408818
0.138;227.29144656357573
0.168;227.29816908626967
0.198;227.30489160896357
0.228;227.3116141316575
0.258;227.31833665435144
0.288;227.32505917704535
0.318;227.33178169973928
0.348;227.33850422243322
0.378;227.34522674512712
0.408;227.35194926782106
0.438;227.358671790515
0.468;227.3653943132089
0.498;227.37211683590283
0.528;227.37883935859676
0.558;227.3855618812907
0.588;227.3922844039846
0.618;227.39900692667854
0.648;227.40572944937247
0.678;227.41245197206638
0.708;227.4191744947603
0.738;227.42589701745425
0.768;227.43261954014815
0.798;227.4393420628421
0.828;227.44606458553602
0.858;227.45278710822993
0.888;227.45950963092386
0.918;227.4662321536178
0.948;227.4729546763117
0.978;227.47967719900564
1.008;227.48639972169957
1.038;227.4931222443935
1.068;227.4998447670874
1.098;227.50656728978134
1.128;227.51328981247528
1.158;227.52001233516918
1.188;227.52673485786312
1.218;227.53345738055705
1.248;227.54017990325096
1.278;227.5469024259449
1.308;227.57849269896576
1.338;227.6191257902873
1.368;227.65975888160887
1.398;227.70039197293042
1.428;227.93405487954348
1.458;228.6181206885034
1.488;229.3021864974633
1.518;229.78709372987765
1.548;230.1866472866296
1.578;230.29488588674764
1.608;230.07019310785537
1.638;229.95958319546736
1.668;230.16270116596587
1.698;230.36624747108849
1.728;230.5822154803106
1.758;230.79818348953268
1.788;230.58268983268982
1.818;230.4500687484762
1.848;230.60355464798076
1.878;230.7570405474853
1.908;230.91052644698982
1.938;230.76319640484888
1.968;230.6054933992029
1.998;230.81905944763213
2.028;230.9067687421346
2.058;230.90871636603345
2.088;231.00140335760187
2.118;231.18482971683986
2.148;231.36825607607787
2.178;231.62394621776716
2.208;231.9106065519356
2.238;232.06914293495177
2.268;232.08125194522253
2.298;232.00279170737247
2.328;231.57649991150964
2.358;231.56912571529705
2.388;231.56175151908442
2.418;231.4876276010395
2.448;231.39681625253647
2.478;231.38534687493967
2.508;231.41981232260432
2.538;231.51949340879136
2.568;231.71699795276194
2.598;231.88816855753646
2.628;231.88816855753646
2.658;231.6793695698465
2.688;231.42881078461858
2.718;231.3344204051331
2.748;231.40106073232644
2.778;231.56004691532308
2.808;231.6935391560006
2.838;231.74326558620106
2.868;231.79299201640148
2.898;231.84271844660194
2.928;231.82053073227624
2.958;231.79834301795054
2.988;231.88375486381324
3.018;231.92076435999493
3.048;231.7665702374484
3.078;231.6388300853977
3.108;231.74917566780925
3.138;231.85952125022084
3.168;231.9532906430328
3.198;231.98075527744638
3.228;232.00821991185995
3.258;231.8200161512513
3.288;231.7475379105814
3.318;231.7058502601981
3.348;231.95345975334848
3.378;232.47165261723038
3.408;232.44714606984857
3.438;232.4226395224668
3.468;232.38231808714582
3.498;232.33804292984007
3.528;232.33325626983782
3.558;232.3630220449762
3.588;232.45772666355367
3.618;232.76580176771694
3.648;233.0738768718802
3.678;233.0916850294554
3.708;233.05115744186065
3.738;232.9469892165283
3.768;232.85308712663422
3.798;232.8285542408087
3.828;232.87634121173178
3.858;232.92202720251078
3.888;232.9488043719932
3.918;232.9755815414756
3.948;233.002358710958
3.978;233.0528259033454
4.008;233.1151381071853
4.038;233.0546391152864
4.068;232.83354086742133
4.098;232.6641348009294
4.128;232.70149745992993
4.158;232.73886011893043
4.188;230.84823351483908
4.218;228.89112452236523
4.248;226.9340155298914
4.278;226.80689986035793
4.308;226.53379859192665
4.338;226.21399675612471
4.368;226.09022971163458
4.398;225.95430724078
4.428;225.70898593264522
4.458;225.65279022641363
4.488;225.64387592065782
4.518;225.72324422216283
4.548;225.87012275274967
4.578;226.03587145299534
4.608;226.24565054911164
4.638;226.43564795646773
4.668;226.3487017211806
4.698;226.26175548589342
4.728;226.28966133365034
4.758;226.3088282027923
4.788;226.30488760831338
4.818;226.30094701383445
4.848;226.37596438992293
4.878;226.40339337162047
4.908;226.40926046059036
4.938;226.4039332897765
4.968;226.3839674715531
4.998;226.3479815238575
5.028;226.24791505827298
5.058;226.14784859268846
5.088;225.98597708586664
5.118;225.82410557904484
5.148;225.67942093877522
5.178;225.68941809747534
5.208;225.9156888991461
5.238;226.21495083571517
5.268;226.50988925814517
5.298;226.75249125874126
5.328;226.87297494172495
5.358;226.98826819843583
5.388;227.05684761869165
5.418;226.91409495795412
5.448;226.6807714053623
5.478;226.56520876186352
5.508;226.62919867022546
5.538;226.77716327694975
5.568;226.925127883674
5.598;227.00366533285492
5.628;227.07152168087532
5.658;226.6904540973046
5.688;226.1234404979988
5.718;226.00912878588107
5.748;225.88485455792033
5.778;225.76058032995957
5.808;225.19205281911465
5.838;224.57416383239374
5.868;224.30617081663107
5.898;224.21312578634755
5.928;224.19565708249112
5.958;224.26456132312282
5.988;224.33346556375452
6.018;224.27165149544862
6.048;224.18972691807542
6.078;224.56667900562724
6.108;225.14029252100406
6.138;225.40629984051037
6.168;225.27005290387834
6.198;225.11284541470542
6.228;224.88676753861253
6.258;224.40792841373113
6.288;223.91103491393628
6.318;223.90543866855833
6.348;224.07849597024105
6.378;224.23694271831502
6.408;223.97168341173509
6.438;223.70642410515515
6.468;224.08252410465994
6.498;224.6189639306859
6.528;224.8216369117532
6.558;225.05455882543066
6.588;225.61374634171898
6.618;226.07735852628787
6.648;226.23567671175118
6.678;226.11799295751308
6.708;226.1317716810044
6.738;226.1657754010695
6.768;226.1359884938588
6.798;226.07430627301017
6.828;226.03922836512555
6.858;226.02836625484753
6.888;225.95772710140835
6.918;225.88708794796918
6.948;225.8433455028211
6.978;225.87323523643187
7.008;225.97785409724656
7.038;225.7487888426719
7.068;225.468387570345
7.098;225.2054533136306
7.128;224.89153670930435
7.158;224.5588823770109
7.188;224.48165272108076
7.218;224.40442306515064
7.248;224.32719340922054
7.278;224.50424959264652
7.308;224.74487723591153
7.338;224.9270287958115
7.368;225.06446335078536
7.398;225.64750135339133
7.428;227.10194437841693
7.458;227.46220109341573
7.488;227.15840959756818
7.518;227.3063422818792
7.548;227.65768456375838
7.578;227.87026544629404
7.608;227.8431675481454
7.638;228.11284079434535
7.668;227.96129848973715
7.698;227.61510327552793
7.728;227.47507966757075
7.758;227.5616223679349
7.788;227.3854719166922
7.818;227.20932146544953
7.848;227.26300168634066
7.878;227.2854350117129
7.908;227.27932313974406
7.938;227.27567482179177
7.968;227.15104638176624
7.998;226.8131970466766
8.028;226.49892030231536
8.058;226.33786539768866
8.088;226.4742992797043
8.118;226.61073316171996
8.148;226.5597603496538
8.178;227.38715474449688
8.208;228.05143451761558
8.238;228.05476208892313
8.268;228.13372057213374
8.298;228.21267905534435
8.328;228.17897015265436
8.358;228.14137616769196
8.388;227.93659885006636
8.418;227.74294257237779
8.448;227.51169744263308
8.478;227.20762106110945
8.508;227.22695056881105
8.538;227.29903633258897
8.568;227.35446133509583
8.598;227.3920109054858
8.628;227.42956047587575
8.658;227.570656211376
8.688;227.69118223383407
8.718;227.6657086871326
8.748;227.63705738303082
8.778;227.63581252262034
8.808;227.76916395222582
8.838;227.97271324045425
8.868;227.5490578297596
8.898;227.695402131642
8.928;227.84174643352438
8.958;227.76515058844922
8.988;227.6393931979447
9.018;227.55101541472965
9.048;227.4925428898208
9.078;227.70321768966832
9.108;227.40410299440194
9.138;226.8500935515786
9.168;226.5255871579401
9.198;226.5266426737015
9.228;226.6872685029459
9.258;226.42943477425777
9.288;226.17160104556964
9.318;225.9288960783678
9.348;225.69079551683572
9.378;225.59641133760155
9.408;225.6277789928781
9.438;225.65914664815463
9.468;225.90321275858085
9.498;225.99402644294588
9.528;225.9160011828012
9.558;225.7689379299683
9.588;225.67791991961042
9.618;225.58097796953575
9.648;225.40110086342602
9.678;225.2212237573163
9.708;225.36671765480386
9.738;225.52772681653306
9.768;225.5937748015873
9.798;225.53238260582012
9.828;225.23749173280422
9.858;225.32420127339128
9.888;225.45331085993425
9.918;225.54177224099098
9.948;225.72041463293843
9.978;226.06962829861786
10.008;226.3726698645941
10.038;226.44485093205418
10.068;226.69476160695166
10.098;227.00930123000816
10.128;226.98731521404375
10.158;226.68300291376116
10.188;226.39689108821642
10.218;226.12334028099428
10.248;225.91367665965674
10.278;225.73539377219402
10.308;225.55711088473132
10.338;225.38499934001788
10.368;225.21443063099176
10.398;225.60669550661547
10.428;226.42936253520665
10.458;226.89764822789004
10.488;226.69961671319737
10.518;226.71381252070222
10.548;226.68166319194123
10.578;227.24314508381892
10.608;227.30769163427533
10.638;227.29493838589116
10.668;227.62646605814933
10.698;227.95799373040754
10.728;228.0662143826323
10.758;228.17443503485705
10.788;228.15280150233207
10.818;228.094157368288
10.848;228.0405337088795
10.878;227.9716371746532
10.908;227.68892039297782
10.938;227.300473055675
10.968;227.3415728987532
10.998;227.603320251779
11.028;227.87172997078542
11.058;228.15013323876283
11.088;228.3805433206577
11.118;228.4189806582223
11.148;228.45741799578693
11.178;228.4506975595151
11.208;228.4439771232433
11.238;228.48969547831436
11.268;228.57127638025074
11.298;228.64833122739577
11.328;228.45062227711463
11.358;228.64999999999998
11.388;228.91046798029555
11.418;229.0286358669803
11.448;229.08581799926037
11.478;229.16914805624484
11.508;229.10349529776337
11.538;228.57001901266267
11.568;228.37336043732165
11.598;228.17670186198066
11.628;228.15514968605822
11.658;228.07806162002308
11.688;227.91775126884525
11.718;227.75744091766745
11.748;227.7044509831395
11.778;227.6567305009928
11.808;227.46325834030753
11.838;227.32635094110503
11.868;227.40616550612785
11.898;227.58191532609328
11.928;227.5051106336024
11.958;227.42830594111157
11.988;227.90877717552792
12.018;227.88496097295334
12.048;227.97499777434263
12.078;228.09098271155597
12.108;228.06078612135434
12.138;227.96097049949714
12.168;228.08089839843754
12.198;228.20840366016407
12.228;228.12630305286672
12.258;228.38272923375524
12.288;228.73435642175073
12.318;228.723389485034
12.348;228.7124225483173
12.378;228.76939172450656
12.408;228.87454221097937
12.438;228.882895680737
12.468;228.89124915049462
12.498;228.82025110366638
12.528;228.9932719931935
12.558;229.23354066918466
12.588;229.24687943162832
12.618;229.23075661090982
12.648;228.80217162592118
12.678;228.37358664093253
12.708;228.25792298031283
12.738;228.25549548339131
12.768;228.27983715258023
12.798;228.29209142833534
12.828;228.24390873692147
12.858;228.22174510335506
12.888;228.30365770117854
12.918;228.38960486322188
12.948;228.35549953560766
12.978;228.28476878583203
13.008;228.36097134106325
13.038;228.4818977748029
13.068;228.45800488998995
13.098;228.4367805312639
13.128;228.42623027688558
13.158;228.45317909083053
13.188;228.4842944679225
13.218;228.54228174797146
13.248;228.6137049794989
13.278;228.60413435710086
13.308;228.58630366907903
13.338;228.56884260679672
13.368;228.5039336245848
13.398;228.37226941747574
13.428;228.2616302588997
13.458;228.27275485436894
13.488;228.08307159633287
13.518;228.07624939306203
13.548;228.18314104142604
13.578;228.32115319221586
13.608;228.36128929818992
13.638;228.3905502880733
13.668;228.48475314219993
13.698;228.5585877100251
13.728;228.5619898462587
13.758;228.51968016455535
13.788;228.2041066503218
13.818;228.27549530385247
13.848;228.33805875399503
13.878;228.38673836928868
13.908;228.43004965118917
13.938;228.45454052588778
13.968;228.4367243031759
13.998;228.37731195924744
14.028;228.31789961531896
14.058;228.32223278857896
14.088;228.3638867074696
14.118;228.62668540609718
14.148;228.62434955616774
14.178;228.5948797741727
14.208;228.3741218878361
14.238;228.19923906880427
14.268;228.22183034356945
14.298;228.20342779464897
14.328;228.4089949120122
14.358;228.48089918505633
14.388;228.54325611207767
14.418;228.59840490797546
14.448;228.594152896395
14.478;228.55154874738372
14.508;228.57992797799125
14.538;228.60830720859877
14.568;228.64267780596623
14.598;228.67771411075145
14.628;228.45664546198674
14.658;228.06752608962555
14.688;228.06752608962555
14.718;228.14255968675857
14.748;228.32178206662743
14.778;228.48175956055766
14.808;228.54800561595508
14.838;228.44137171465647
14.868;228.38998949461944
14.898;228.48398336634148
14.928;228.59413013714789
14.958;228.64062323106532
14.988;228.53859107890864
15.018;228.40461513438882
15.048;227.98314505860102
15.078;227.85041948025375
15.108;227.86567136172553
15.138;227.9601125363013
15.168;228.05165372500184
15.198;228.1218735665854
15.228;228.1384959147516
15.258;228.15511826291777
15.288;228.17174061108398
15.318;228.1716600372222
15.348;228.16823887895487
15.378;228.10763737260893
15.408;228.06700368556386
15.438;228.08445804987198
15.468;228.0852161353554
15.498;228.01918910554008
15.528;228.0133858892794
15.558;228.0075826730187
15.588;228.01691945132637
15.618;228.03086405406788
15.648;228.17288943700376
15.678;228.42698550260977
15.708;228.63868212324587
15.738;228.67240694248005
15.768;228.46328513756478
15.798;228.38866431730239
15.828;228.3237780691139
15.858;228.2333604413828
15.888;228.14238442058323
15.918;228.13220062017035
15.948;228.134074573748
15.978;228.21432392826406
16.008;228.39873305447736
16.038;228.72180451127818
16.068;228.7987933906623
16.098;228.55043367997192
16.128;228.26592412593996
16.158;228.26270591824283
16.188;228.44820754515587
16.218;228.76335728052877
16.248;228.9636791591405
16.278;228.58986175394628
16.308;228.2160443487521
16.338;228.2275966183575
16.368;228.44686495518374
16.398;228.5624684408758
16.428;228.57240180456105
16.458;228.57201342905117
16.488;228.50453374877256
16.518;228.43705406849395
16.548;228.3417042129638
16.578;228.27342081171804
16.608;228.2630733635074
16.638;228.28833757421543
16.668;228.2870653095844
16.698;228.35399906240315
16.728;228.4232847468581
16.758;228.36323299759556
16.788;228.32494257996842
16.818;228.35544528805568
16.848;228.38594799614293
16.878;228.42848827255608
