BPM
98
99
99
99
98
98
96
95
93
92
91
91
91
92
92
93
93
93
92
91
90
89
88
88
88
89
89
88
87
87
87
87
87
86
86
85
86
86
87
87
88
88
89
89
88
88
88
88
89
90
90
89
89
88
89
90
90
90
91
91
91
91
90
89
90
90
90
90
89
89
89
89
88
88
88
87
88
88
88
88
88
88
87
86
85
84
85
85
86
86
87
87
88
89
90
91
91
91
91
90
90
89
89
88
88
87
88
88
88
88
89
90
90
90
89
88
88
88
89
90
91
92
93
94
94
94
94
94
93
92
91
90
89
88
87
87
87
88
88
88
88
88
88
88
88
87
87
87
87
87
87
87
88
88
88
88
88
87
87
86
86
85
86
87
87
87
85
84
83
82
82
82
83
84
85
86
86
86
85
84
83
