Count;Frequencies rightCheek
45.614;48.828125
46.04;48.828125
46.529;48.828125
47.033;48.828125
47.544;46.875
47.989;46.875
48.448;46.875
48.979;46.875
49.407;46.875
49.898;46.875
50.457;46.875
50.844;46.875
51.359;46.875
51.844;46.875
52.34;46.875
52.817;46.875
53.247;46.875
53.734;72.26562500000001
54.203;72.26562500000001
54.687;72.26562500000001
55.192;56.64062500000001
55.67;56.64062500000001
56.161;56.64062500000001
56.612;56.64062500000001
57.126;56.64062500000001
57.592;56.64062500000001
58.092;56.64062500000001
58.52;56.64062500000001
59.068;56.64062500000001
59.497;56.64062500000001
59.977;56.64062500000001
60.439;56.64062500000001
60.966;56.64062500000001
61.445;56.64062500000001
61.924;56.64062500000001
62.388;56.64062500000001
62.851;56.64062500000001
63.319;56.64062500000001
63.8;56.64062500000001
64.29;56.64062500000001
64.82;56.64062500000001
65.277;56.64062500000001
65.73;56.64062500000001
66.231;87.890625
66.687;87.890625
67.183;87.890625
67.685;169.921875
68.131;169.921875
68.655;169.921875
69.145;169.921875
69.582;169.921875
70.079;169.921875
70.568;169.921875
71.037;169.921875
71.49;169.921875
71.997;169.921875
72.461;169.921875
72.954;169.921875
73.423;169.921875
73.891;169.921875
74.36;169.921875
74.912;169.921875
75.361;169.921875
75.826;169.921875
76.29;169.921875
76.765;169.921875
77.27;169.921875
77.748;169.921875
78.204;169.921875
78.746;169.921875
79.18;169.921875
79.669;169.921875
80.122;175.78125
80.618;175.78125
81.141;175.78125
81.589;175.78125
82.097;175.78125
82.54;175.78125
83.081;175.78125
83.566;175.78125
84.022;175.78125
84.49;175.78125
84.938;175.78125
85.415;175.78125
85.886;175.78125
86.392;175.78125
86.848;175.78125
87.334;175.78125
87.836;175.78125
88.306;175.78125
88.821;175.78125
89.249;175.78125
89.757;175.78125
90.232;175.78125
90.713;175.78125
91.202;175.78125
91.642;175.78125
92.174;175.78125
92.657;175.78125
93.132;175.78125
93.62;175.78125
94.083;175.78125
94.528;44.92187500000001
95.053;44.92187500000001
95.479;44.92187500000001
96.074;87.890625
96.495;87.890625
96.96;87.890625
97.485;87.890625
97.907;87.890625
98.376;87.890625
98.904;175.78125
99.38;175.78125
99.86;175.78125
100.314;175.78125
100.807;175.78125
101.266;175.78125
101.73;175.78125
102.203;175.78125
102.713;175.78125
103.224;175.78125
103.675;175.78125
104.143;48.828125
104.624;48.828125
105.088;48.828125
105.604;48.828125
106.122;66.40625000000001
106.546;58.59375000000001
107.049;58.59375000000001
107.499;58.59375000000001
108.01;58.59375000000001
108.442;58.59375000000001
108.948;58.59375000000001
109.416;58.59375000000001
109.932;58.59375000000001
110.38;58.59375000000001
110.899;58.59375000000001
111.37;58.59375000000001
111.837;85.9375
112.313;85.9375
112.766;85.9375
113.244;85.9375
113.731;85.9375
114.256;85.9375
114.705;85.9375
115.164;85.9375
115.651;85.9375
