time;interpolated Pixel forehead
0;231.6116407425991
0.018;231.60691924695587
0.048;231.59905008755052
0.078;231.59118092814515
0.108;231.58331176873978
0.138;231.57544260933443
0.168;231.56757344992906
0.198;231.55970429052368
0.228;231.55183513111834
0.258;231.54396597171296
0.288;231.5360968123076
0.318;231.52822765290225
0.348;231.52035849349687
0.378;231.5124893340915
0.408;231.50462017468615
0.438;231.49675101528078
0.468;231.4888818558754
0.498;231.48101269647006
0.528;231.4731435370647
0.558;231.46527437765934
0.588;231.45740521825397
0.618;231.4495360588486
0.648;231.44166689944325
0.678;231.43379774003787
0.708;231.4259285806325
0.738;231.41805942122716
0.768;231.41019026182178
0.798;231.4023211024164
0.828;231.39445194301106
0.858;231.3865827836057
0.888;231.37871362420032
0.918;231.37084446479497
0.948;231.3629753053896
0.978;231.35510614598422
1.008;231.34723698657888
1.038;231.3393678271735
1.068;231.33149866776813
1.098;231.32362950836279
1.128;231.3157603489574
1.158;231.30789118955207
1.188;231.3000220301467
1.218;231.29215287074132
1.248;231.28428371133597
1.278;231.2764145519306
1.308;231.32300165306884
1.338;231.38939103076842
1.368;231.45578040846797
1.398;231.52216978616755
1.428;231.73569533617075
1.458;232.29253862154917
1.488;232.8493819069276
1.518;232.8595009789443
1.548;232.635309673806
1.578;232.52005528105067
1.608;232.529300216733
1.638;232.582515779664
1.668;232.75665056752888
1.698;232.93043878806822
1.728;233.09417655616724
1.758;233.2579143242663
1.788;232.72069925969362
1.818;232.23252564680323
1.848;232.08077152368818
1.878;231.92901740057312
1.908;231.77726327745808
1.938;231.31907980668757
1.968;230.85032980668757
1.998;231.3147070063911
2.028;231.80288063898672
2.058;232.22127041141857
2.088;232.43705514110204
2.118;232.45023482803708
2.148;232.46341451497213
2.178;232.61698638887796
2.208;232.83072634291415
2.238;232.82362958282604
2.268;232.56414800659587
2.298;232.33664954964325
2.328;232.24347681765911
2.358;232.33570827356468
2.388;232.4279397294702
2.418;232.72972124505537
2.448;233.08389027556044
2.478;233.323372834514
2.508;233.49645796256934
2.538;233.4255855778757
2.568;232.98877692405858
2.598;232.61020942408376
2.628;232.61020942408376
2.658;232.97901181519805
2.688;233.42157468453522
2.718;233.62185642432556
2.748;233.61901315589841
2.778;233.5339722905928
2.808;233.53145858196268
2.838;233.80010553098057
2.868;234.06875247999847
2.898;234.33739942901636
2.928;234.03324009448986
2.958;233.72908075996338
2.988;233.70520455722425
3.018;233.87785398233353
3.048;234.10967363284817
3.078;234.28626877652403
3.108;233.96584335865126
3.138;233.6454179407785
3.168;233.40005226025607
3.198;233.4549255291351
3.228;233.50979879801412
3.258;234.04149109752382
3.288;234.13592124523706
3.318;234.11692534611646
3.348;233.93376359928178
3.378;233.59449095349183
3.408;233.48881182170695
3.438;233.38313268992206
3.468;233.5936674456909
3.498;233.88325567334817
3.528;234.01888438172503
3.558;234.01979851073148
3.588;233.99888250543927
3.618;233.9062389160229
3.648;233.81359532660647
3.678;233.93631496605474
3.708;233.87477073081595
3.738;233.6381926492076
3.768;233.42947060807015
3.798;233.34870394133063
3.828;233.34918240576312
3.858;233.35039811784702
3.888;233.35824905879397
3.918;233.3660999997409
3.948;233.37395094068782
3.978;233.42039295059806
4.008;233.4861304949899
4.038;233.4684055461032
4.068;233.34153733677533
4.098;233.2650340917705
4.128;233.3899907040579
4.158;233.51494731634529
4.188;231.53540855451257
4.218;229.48330098667574
4.248;227.4311934188389
4.278;227.38830003374727
4.308;227.27383286811886
4.338;227.097030260715
4.368;227.0276464240943
4.398;227.0502982681275
4.428;227.9012712380456
4.458;228.06034771370068
4.488;228.04645006578997
4.518;228.08987254689634
4.548;228.17712806783928
4.578;228.2217192095215
4.608;228.16676013292866
4.638;228.11314556220515
4.668;228.0783540736519
4.698;228.04356258509864
4.728;228.29751391888533
4.758;228.42016588906168
4.788;228.38906168999483
4.818;228.35795749092796
4.848;228.29837036773046
4.878;228.27314400024716
4.908;228.26306460084032
4.938;228.31600662448503
4.968;228.45136127827396
4.998;228.58502362226142
5.028;228.71191672704273
5.058;228.83880983182405
5.088;228.81106303251997
5.118;228.78331623321586
5.148;228.6801689832317
5.178;227.89841767712693
5.208;227.73287828764327
5.238;228.02136670491515
5.268;228.48569981043164
5.298;228.8021299381247
5.328;228.77345311756307
5.358;228.76333742234561
5.388;228.92027185522588
5.418;228.93478830602504
5.448;228.88826847878943
5.478;228.8588964159574
5.508;228.91034425214437
5.538;229.1536643292642
5.568;229.39698440638404
5.598;229.47853946596246
5.628;229.53520759976527
5.658;229.3439874387255
5.688;229.07115005630632
5.718;229.08294076492538
5.748;229.07804337686568
5.778;229.07314598880598
5.808;228.85017207484975
5.838;228.60296743579391
5.868;228.49659021443145
5.898;228.4606267019157
5.928;228.5767790992143
5.958;228.86677825058652
5.988;229.15677740195872
6.018;229.17742687030804
6.048;229.1566379258846
6.078;229.16955462279563
6.108;229.19691659456424
6.138;229.20625355855
6.168;229.19201935851206
6.198;229.22346927426352
6.228;229.40502414189444
6.258;229.5871601389388
6.288;229.76933764522698
6.318;229.82371287310033
6.348;229.83161454518648
6.378;229.83359838534244
6.408;229.66396509952213
6.438;229.49433181370182
6.468;229.54832632632483
6.498;229.65822778855866
6.528;229.6806635930173
6.558;229.73748224090548
6.588;229.9100361418612
6.618;230.0440591821144
6.648;230.0501329174472
6.678;229.91327530585502
6.708;229.89554582924748
6.738;229.89614375802222
6.768;229.77401505980632
6.798;229.5905230480951
6.828;229.4778425141243
6.858;229.49637563237454
6.888;229.53939177496554
6.918;229.58240791755654
6.948;229.59848078641645
6.978;229.74677216310937
7.008;230.38664498656573
7.038;230.42187906723427
7.068;230.36409180285852
7.098;230.14863172293977
7.128;230.00757856075867
7.158;230.05970228236077
7.188;230.130903683634
7.218;230.2021050849072
7.248;230.27330648618042
7.278;230.36739359660575
7.308;230.4672021343191
7.338;230.52507277057424
7.368;230.55087324689072
7.398;230.40962432575347
7.428;229.96264677758654
7.458;230.0620156817747
7.488;229.88807328606416
7.518;229.93622366288494
7.548;230.08359573975457
7.578;230.25366409598047
7.608;230.46293511654906
7.638;230.70009492812585
7.668;230.84755183048173
7.698;230.95523659121878
7.728;231.02074218015423
7.758;231.0363832741622
7.788;231.00389228069943
7.818;230.9714012872367
7.848;231.04901991532068
7.878;231.04081087823678
7.908;230.98855858103389
7.938;231.02050079491255
7.968;231.15699227657038
7.998;231.32864197434216
8.028;231.47463265871914
8.058;231.45383975602994
8.088;231.45226406578433
8.118;231.45068837553876
8.148;231.4168174098503
8.178;231.38701666227004
8.208;231.4170209352691
8.238;231.5239809750271
8.268;231.67930402363436
8.298;231.83462707224166
8.328;231.87535688133028
8.358;231.912135199401
8.388;231.85152057445976
8.418;231.79107912561577
8.448;231.8170797413793
8.478;231.92243012016718
8.508;232.03606648380355
8.538;231.70939058232048
8.568;231.59409888357257
8.598;231.69128787878788
8.628;231.7884768740032
8.658;231.4504770816676
8.688;231.15019768054822
8.718;231.26860832894045
8.748;231.08823236310567
8.778;230.99614797534704
8.808;231.04688670007488
8.838;231.02658509530343
8.868;230.30429162357808
8.898;230.42607155535663
8.928;230.54785148713518
8.958;230.31033125280229
8.988;230.09073258129752
9.018;230.1256814843864
9.048;230.16258102392678
9.078;230.21703629153038
9.108;230.059197524455
9.138;229.79521174004012
9.168;229.62324426173348
9.198;229.59886530929697
9.228;229.68817204696384
9.258;229.6909901876364
9.288;229.69380832830896
9.318;229.53647121790814
9.348;229.33039120500672
9.378;229.28299698006512
9.408;229.37445281958833
9.438;229.46590865911156
9.468;229.50812082346948
9.498;229.53098539191254
9.528;229.51219056629708
9.558;229.4645174795897
9.588;229.44500433625407
9.618;229.43408880966533
9.648;229.5435399175332
9.678;229.65299102540104
9.708;229.64474587399647
9.738;229.56626828837145
9.768;229.55878846153846
9.798;229.57365384615383
9.828;229.43326923076924
9.858;229.40992576738068
9.888;229.39958687643613
9.918;229.46424686670778
9.948;229.61862639375607
9.978;229.84245461859734
10.008;230.09326562703208
10.038;230.478990553434
10.068;230.5112183596191
10.098;230.4149017584527
10.128;230.3846223210797
10.158;230.33471123220508
10.188;230.16867888859926
10.218;230.04947554561392
10.248;230.16474591369416
10.278;230.28954881269968
10.308;230.4143517117052
10.338;230.52580821833865
10.368;230.63392812687908
10.398;230.63817871518455
10.428;230.56299982331038
10.458;230.53600237909373
10.488;230.6130255380841
10.518;230.72833723653395
10.548;231.0079900812784
10.578;230.99929915696896
10.608;231.14800878684807
10.638;231.26168849730274
10.668;231.17680951933573
10.698;231.09193054136875
10.728;231.07386458920922
10.758;231.0557986370497
10.788;230.65949815056382
10.818;230.29236138330268
10.848;230.21378177103747
10.878;230.20251709425818
10.908;231.13366151428178
10.938;230.9916891556236
10.968;231.0589355463994
10.998;231.29040891070784
11.028;231.55213975943047
11.058;231.85925683477438
11.088;232.11651665166517
11.118;232.17434743474348
11.148;232.23217821782177
11.178;232.2753654385888
11.208;232.31855265935582
11.238;232.39156778591266
11.268;232.4243138896928
11.298;232.39486972489917
11.328;232.29660913496133
11.358;232.32177379172896
11.388;232.36592694798972
11.418;232.18888749091752
11.448;231.91705119955978
11.478;231.74029569665794
11.508;231.82058240151002
11.538;232.26369714806714
11.568;232.07383417202996
11.598;231.88397119599279
11.628;231.63863876382635
11.658;231.5344662786266
11.688;231.5511494063445
11.718;231.5678325340624
11.748;231.5091595547664
11.778;231.45120176021143
11.808;231.5353216209508
11.838;231.53131463555886
11.868;231.24462524744385
11.898;230.85505384470056
11.928;230.87715851124128
11.958;230.899263177782
11.988;231.05532780775766
12.018;231.04192310477157
12.048;230.99112209716404
12.078;230.99644399288798
12.108;231.1029972059944
12.138;231.25920751841505
12.168;231.32318717192027
12.198;231.3839864578767
12.228;231.49964776329693
12.258;231.39138319190812
12.288;231.2501916045049
12.318;231.36831358783093
12.348;231.48643557115693
12.378;231.6471201354163
12.408;231.825322448371
12.438;231.90125624394244
12.468;231.9771900395139
12.498;231.9105134625491
12.528;231.66654685804764
12.558;231.40605984591937
12.588;231.37516010474747
12.618;231.3678516369279
12.648;231.69082099604142
12.678;232.01379035515495
12.708;232.07635671256733
12.738;231.94840854150192
12.768;231.72455571663164
12.798;231.5537260052202
12.828;231.64801186110284
12.858;231.8431550890593
12.888;232.4417278053111
12.918;232.44552220888355
12.948;232.2671760860584
12.978;232.046325853301
13.008;231.96908779652728
13.038;232.1191792112976
13.068;232.44488040185038
13.098;232.70413914984653
13.128;232.69762812761604
13.158;232.68966774350739
13.188;232.68154631919003
13.218;232.73761036709178
13.248;232.8257671511031
13.278;232.48043771787826
13.308;232.34942001846818
13.338;232.3496407535897
13.368;232.47276833418516
13.398;232.6096624216697
13.428;232.48670430371462
13.458;232.5
13.488;232.32753712058167
13.518;232.3573065860745
13.548;232.4144001421911
13.578;232.47011603364444
13.608;232.47667727179427
13.638;232.47777688179926
13.668;232.47854165560452
13.698;232.41469227695612
13.728;232.29173369994442
13.758;232.2952128696204
13.788;232.67067189798922
13.818;232.75289213282173
13.848;232.7421775380088
13.878;232.59508260376543
13.908;232.39566652380873
13.938;232.33596642804247
13.968;232.45327086196568
13.998;232.60523353426112
14.028;232.75719620655656
14.058;232.7356736905706
14.088;232.69371250135202
14.118;232.78007659194654
14.148;232.90038624470472
14.178;232.84960683334717
14.208;232.76060651242295
14.238;232.72208044639552
14.268;232.70376712328766
14.298;232.6103316604559
14.328;232.6178016749266
14.358;232.6807101366764
14.388;232.74757848751753
14.418;232.76689104961358
14.448;232.79713017968382
14.478;232.84712300060815
14.508;232.84745272166413
14.538;232.84778244272013
14.568;232.82944806788694
14.598;232.80903990462164
14.628;232.81612196439826
14.658;232.84235235977266
14.688;232.84235235977266
14.718;232.90564248458986
14.748;232.89367024057208
14.778;232.8774579079457
14.808;232.88832491038372
14.838;232.87937788454775
14.868;233.0519232121891
14.898;233.0158158794771
14.928;232.95652491783693
14.958;232.9342777941878
14.988;232.99846629251778
15.018;233.0617501583681
15.048;233.11689233190202
15.078;233.24816694867457
15.108;233.13094726374499
15.138;232.81474576654452
15.168;232.65434222469474
15.198;232.7794107814576
15.228;232.95825511043793
15.258;233.13709943941825
15.288;233.31594376839857
15.318;233.30704766888712
15.348;233.2606034836773
15.378;233.00122074756118
15.408;232.89842911563352
15.438;233.09418762183185
15.468;233.24203536217715
15.498;233.19824003911023
15.528;233.0942405354164
15.558;232.99024103172255
15.588;232.97748311233426
15.618;232.99249437077808
15.648;233.14690935116323
15.678;233.42330258824705
15.708;233.6444592462752
15.738;233.62723947080735
15.768;233.1045462944143
15.798;232.84745358685288
15.828;232.6894347654065
15.858;232.59623474287787
15.888;232.62088897699667
15.918;233.11277787296495
15.948;233.53592499342378
15.978;233.5122505730713
16.008;233.31336898670713
16.038;232.87001074113857
16.068;232.6833297529538
16.098;232.83682231497858
16.128;233.02811193813776
16.158;233.1364678333744
16.188;233.22738411441762
16.218;233.33737755303744
16.248;233.44161324397126
16.278;233.51706019647523
16.308;233.5925071489792
16.338;233.57665024630543
16.368;233.4752205596381
16.398;233.40038358318196
16.428;233.3593144297758
16.458;233.34675418314495
16.488;233.51950183055368
16.518;233.6922494779624
16.548;233.68265946577142
16.578;233.55324353066288
16.608;233.3556714282521
16.638;233.1661036036036
16.668;233.17173423423424
16.698;233.3118962806274
16.728;233.4566973413572
16.758;233.4283970545076
16.788;233.30893883781346
16.818;233.1612686358491
16.848;233.0135984338847
16.878;233.0660382604827
16.908;233.35005496468742
16.938;233.71308377948773
16.968;233.89188648717436
16.998;233.86014507244533
17.028;233.64260248460326
17.058;232.845332733694
17.088;232.9401727490377
17.118;233.09525006282985
17.148;233.279642467997
17.178;233.47658573092747
17.208;233.6735289938579
17.238;233.59860711348685
17.268;233.26821024969544
17.298;232.90821903090642
17.328;232.9142097440334
17.358;233.1281405580517
17.388;233.34207137207005
17.418;233.44584314785496
17.448;233.31239424979782
17.478;232.95361638973245
17.508;232.69180423353413
17.538;232.8159939481768
17.568;233.3782854335544
17.598;233.368236528885
17.628;233.35818762421565
17.658;233.38931931194276
17.688;233.10420741999843
17.718;232.8049599198397
17.748;232.85906813627255
17.778;232.92769583381096
17.808;233.1995962668269
17.838;233.47149669984282
17.868;233.51306104777024
17.898;233.4509861932939
17.928;233.41581196581197
17.958;233.0263582843228
17.988;232.54833473933186
18.018;232.47266358515094
18.048;232.82338830435353
18.078;233.0875092569736
18.108;233.05751666255244
18.138;232.83628877311526
18.168;232.1788638964397
18.198;231.92577058910368
18.228;231.81970694334566
18.258;231.7024238736603
18.288;231.5920473644003
18.318;231.63371255890922
18.348;232.07207250525494
18.378;232.51043245160062
18.408;232.5720103563334
18.438;232.59172358977588
18.468;232.61426064242065
18.498;232.63765711830092
