time;interpolated Pixel leftCheek
0;192.309215262779
0.026;192.30420441946956
0.056;192.29842267718945
0.086;192.29264093490934
0.116;192.2868591926292
0.146;192.2810774503491
0.176;192.275295708069
0.206;192.2695139657889
0.236;192.26373222350875
0.266;192.25795048122865
0.296;192.25216873894854
0.326;192.24638699666843
0.356;192.24060525438833
0.386;192.2348235121082
0.416;192.2290417698281
0.446;192.22326002754798
0.476;192.21747828526787
0.506;192.21169654298774
0.536;192.20591480070763
0.566;192.20013305842753
0.596;192.19435131614742
0.626;192.18856957386728
0.656;192.18278783158718
0.686;192.17700608930707
0.716;192.17122434702696
0.746;192.16544260474683
0.776;192.15966086246672
0.806;192.15387912018662
0.836;192.1480973779065
0.866;192.14231563562637
0.896;192.13653389334627
0.926;192.13075215106616
0.956;192.12497040878606
0.986;192.11918866650595
1.016;192.1134069242258
1.046;192.0489772238784
1.076;191.90785403990452
1.106;191.76673085593063
1.136;191.6669920093147
1.166;192.14663388571
1.196;192.09118142942876
1.226;191.99750794938493
1.256;192.04829243617243
1.286;192.16098748017342
1.316;192.1040389753261
1.346;191.90499445697466
1.376;191.73346777347086
1.406;191.69544395230952
1.436;191.60568929057675
1.466;191.32557768066656
1.496;191.1861042183623
1.526;191.25029134834224
1.556;191.4428527382821
1.586;191.6244757064892
1.616;191.70765287910083
1.646;191.79083005171248
1.676;192.12632595001017
1.706;192.32123105636825
1.736;192.54742206235014
1.766;192.85703428889715
1.796;193.05607474276505
1.826;193.25618357330907
1.856;193.48727532746125
1.886;193.69687358697212
1.916;193.82049786791765
1.946;193.94412214886322
1.976;193.80323267561235
2.006;193.643449362776
2.036;193.51893669985776
2.066;193.71185988620198
2.096;193.7311522048364
2.126;193.7675695296022
2.156;193.65645252609863
2.186;193.43959028133256
2.216;193.29890163442795
2.246;193.31026898357752
2.276;193.5673077279302
2.306;193.47290241267555
2.336;193.1133652294542
2.366;192.71690055071718
2.396;192.53737268797656
2.426;192.79171845722874
2.456;192.98283305755368
2.486;193.09126074466607
2.516;193.19799109674597
2.546;193.29793210869568
2.576;193.3978731206454
2.606;193.58794768365726
2.636;193.4955723606105
2.666;193.3325845660491
2.696;193.2216563146998
2.726;193.18329380572
2.756;193.19406455190412
2.786;193.20043218155885
2.816;193.1649849949295
2.846;192.55536003282594
2.876;192.81992254736664
2.906;193.21897544292952
2.936;193.63490364025697
2.966;194.01478155262234
2.996;193.94095368979515
3.026;193.86712582696796
3.056;193.59152567870595
3.086;193.4315337861995
3.116;193.40278970587795
3.146;193.43353860788045
3.176;193.42065997130558
3.206;193.32340843323686
3.236;193.19009191936385
3.266;193.159983978413
3.296;193.14575427945022
3.326;193.5187807427591
3.356;193.93298235930968
3.386;194.08005533501745
3.416;194.03401976317252
3.446;193.75488120442247
3.476;193.65255234062573
3.506;193.4646241300634
3.536;193.25957605014798
3.566;193.33848596256684
3.596;193.35866856444
3.626;193.09538529343476
3.656;192.88681189974233
3.686;192.8579995315062
3.716;193.00069315105029
3.746;193.158670931059
3.776;193.16826073713068
3.806;193.13429946967315
3.836;193.38472418670437
