Time,Frequ
46,74.21875
47,74.21875
48,74.21875
49,74.21875
50,74.21875
51,74.21875
52,74.21875
53,74.21875
54,74.21875
55,74.21875
56,74.21875
57,74.21875
58,74.21875
59,74.21875
60,74.21875
61,74.21875
62,74.21875
63,74.21875
64,74.21875
65,74.21875
66,74.21875
67,74.21875
68,74.21875
69,74.21875
70,74.21875
71,74.21875
72,74.21875
73,74.21875
74,74.21875
75,74.21875
76,74.21875
77,74.21875
78,74.21875
79,74.21875
80,74.21875
81,74.21875
82,74.21875
83,74.21875
84,74.21875
85,74.21875
86,74.21875
87,74.21875
88,74.21875
89,74.21875
90,74.21875
91,74.21875
92,74.21875
93,74.21875
94,74.21875
95,74.21875
96,64.453125
97,64.453125
98,64.453125
99,64.453125
100,64.453125
101,64.453125
102,71.2890625
103,78.12500000000001
104,78.12500000000001
105,78.12500000000001
106,78.12500000000001
107,78.12500000000001
108,78.12500000000001
109,78.12500000000001
110,78.12500000000001
111,78.12500000000001
112,78.12500000000001
113,78.12500000000001
114,78.12500000000001
115,78.12500000000001
116,78.12500000000001
117,77.1484375
118,75.1953125
119,74.21875
120,74.21875
121,74.21875
122,74.21875
123,74.21875
124,74.21875
125,74.21875
126,74.21875
127,73.2421875
128,72.26562500000001
129,72.26562500000001
130,72.26562500000001
131,72.26562500000001
132,72.26562500000001
133,72.26562500000001
134,72.26562500000001
135,72.26562500000001
136,72.26562500000001
137,72.26562500000001
138,72.26562500000001
139,72.26562500000001
140,72.26562500000001
141,72.26562500000001
142,72.26562500000001
143,72.26562500000001
144,72.26562500000001
145,72.26562500000001
146,72.26562500000001
147,72.26562500000001
148,72.26562500000001
149,72.26562500000001
150,73.2421875
151,74.21875
152,74.21875
153,74.21875
154,74.21875
155,74.21875
156,74.86979166666667
157,76.171875
158,76.171875
159,76.171875
160,76.171875
161,76.171875
162,76.171875
163,76.171875
164,76.171875
165,76.171875
166,77.1484375
167,78.12500000000001
168,78.12500000000001
169,78.12500000000001
170,78.12500000000001
171,78.12500000000001
172,78.12500000000001
173,78.12500000000001
174,78.12500000000001
175,78.12500000000001
176,62.50000000000001
177,62.50000000000001
178,62.50000000000001
179,62.50000000000001
180,62.50000000000001
180,62.50000000000001
