BPM
83
83
83
84
84
85
86
86
86
86
85
85
85
84
83
81
80
78
76
75
74
74
74
73
73
71
69
68
66
66
66
68
69
71
72
73
74
74
74
74
73
74
75
77
78
79
80
80
80
79
78
77
77
76
76
76
77
78
79
79
79
78
76
75
74
73
73
74
74
75
75
75
75
74
74
72
70
69
67
67
67
68
69
71
72
72
73
72
71
70
70
70
71
72
73
75
76
77
77
78
78
79
79
78
77
76
76
75
75
75
75
75
75
75
75
74
74
74
73
72
72
71
71
71
71
71
72
73
73
73
73
72
72
73
73
74
74
74
74
74
75
75
76
77
77
76
76
75
75
76
77
77
77
76
75
73
72
71
71
72
73
74
76
77
78
78
78
77
76
75
75
75
75
76
77
76
76
75
75
74
74
