time;Pixel leftCheek
0;192.309215262779
1.033;192.11013060360042
1.134;191.63501588422167
1.168;192.17861001080303
1.235;191.96940590537176
1.3;192.2135785007072
1.336;191.96711456859973
1.373;191.737270155587
1.407;191.69417649160414
1.444;191.58127902822437
1.478;191.1861042183623
1.516;191.1861042183623
1.583;191.61615798922801
1.65;191.80192034139404
1.685;192.2386201991465
1.722;192.3841726618705
1.758;192.80395683453239
1.825;193.24848051483733
1.88;193.672148730783
1.948;193.9523637675929
2.033;193.49964438122333
2.069;193.7311522048364
2.103;193.7311522048364
2.138;193.78656987295827
2.204;193.30947293447292
2.242;193.27599715099714
2.278;193.58444364422039
2.31;193.4569679510263
2.386;192.4525907648925
2.443;192.93584772647162
2.51;193.178002894356
2.576;193.3978731206454
2.612;193.62596259625963
2.679;193.26195652173914
2.714;193.17898550724638
2.781;193.20304017372422
2.815;193.18530582699964
2.85;192.47407670454547
2.926;193.48501070663812
2.962;194.02462526766595
3.029;193.85974304068523
3.063;193.5219878441187
3.098;193.38434036467643
3.165;193.45301291248205
3.2;193.35007173601147
3.24;193.1723163841808
3.307;193.14053672316385
3.341;193.81739444243956
3.375;194.07939372067847
3.411;194.0815590039697
3.445;193.75829216654904
3.481;193.63549752999293
3.548;193.1775568181818
3.582;193.4815340909091
3.649;192.8935347856641
3.694;192.8503162333099
3.729;193.08955223880596
3.763;193.22778962331202
3.798;193.0675195451315
3.836;193.38472418670437
3.869;193.13790664780763
3.902;193.13684582743988
3.937;193.11860218849276
3.971;193.29015178256265
4.007;193.1298245614035
4.042;193.14280701754387
4.109;193.639222614841
4.143;193.66042402826855
4.179;193.7356890459364
4.221;193.18098912662225
4.255;192.91160996141704
4.295;193.15533638605143
4.363;192.94716449454032
4.395;192.93615520282188
4.429;192.879012345679
4.465;192.89946524064172
4.498;193.1860962566845
4.566;193.07033747779752
4.599;193.16056838365898
4.666;193.22486678507994
4.7;192.90986214209968
4.734;193.30752916224813
4.768;193.07741251325558
4.802;193.11523506539413
4.835;193.57260078487334
4.869;193.78237602568677
4.904;193.4603344005692
4.938;193.1376734258271
4.974;193.4344262295082
5.009;193.37669280114042
5.053;193.0243117626028
5.122;193.1930639971398
5.156;193.40428571428572
5.19;193.53321428571428
5.226;193.20981985164252
5.26;193.19498410455668
5.294;193.31790886612504
5.344;193.85535266738273
5.378;193.97028284998208
5.414;193.5655883398507
5.482;193.6029150373267
5.522;194.03186537773004
5.555;194.04940923737917
5.589;194.00286430361618
5.624;193.81008164714234
5.659;192.2403265885694
5.725;192.62769784172662
5.769;192.91043165467627
5.805;193.20107913669065
5.839;193.1567431850789
5.873;193.3493543758967
5.907;192.98923959827835
5.97;193.5858031467252
6.014;193.5993413830955
6.049;193.23787610619468
6.083;193.31469026548672
6.149;193.78674873280232
6.183;193.98660391021
6.218;193.3943760984183
6.251;193.3943760984183
6.285;193.81837837837838
6.319;193.50774774774774
6.353;192.8146976090014
6.419;192.6476793248945
6.456;192.73241912798875
6.522;193.3905517490083
6.556;193.26685899747565
6.589;192.8255033557047
6.624;192.6125044154009
6.659;193.61887477313974
6.693;193.56950998185118
6.726;193.51724137931035
6.762;193.21408351026184
6.808;193.17869780608635
6.842;193.17869780608635
6.875;193.73180351380424
6.91;193.90964503406238
6.947;193.93581929006814
6.98;193.81155778894473
7.048;193.5635319454415
7.081;193.25017946877244
7.114;193.1918396564066
7.149;193.09305654974946
7.182;192.67232837933474
7.249;192.85810332625618
7.315;193.3698140200286
7.349;193.21852646638055
7.383;193.40897755610973
7.45;193.21517634485215
7.484;193.65042979942695
7.518;193.87034383954153
7.553;193.25776836158192
7.586;193.180790960452
7.624;193.67055084745763
7.673;193.9804131054131
7.707;193.82763532763533
7.774;193.72134038800706
7.839;193.9635323560958
7.873;193.84697890597067
7.907;193.3978761061947
7.941;193.2421238938053
8.02;193.32703954399716
8.054;193.6416102600641
8.09;193.6416102600641
8.125;193.20884955752211
8.159;193.52070796460177
8.197;193.3808849557522
8.236;193.87392857142856
8.27;193.74678571428572
8.304;193.3352252571834
8.338;193.64987584249735
8.407;194.23417947801215
8.473;194.15026642984014
8.506;194.18579040852575
8.54;194.85204991087343
8.574;195.0085561497326
8.608;194.61282410651717
8.642;194.197967764541
8.677;194.197967764541
8.73;193.99859154929578
8.764;193.9757042253521
8.798;194.12077464788732
8.839;193.7145847871598
8.874;193.4877878576413
8.908;193.571277719113
8.942;193.3558606124604
8.978;193.31186202041533
9.045;192.91474493361287
9.082;193.0017488632389
9.116;192.81042322490381
9.154;192.79433368310598
9.188;192.5686889818689
9.222;192.5965829846583
9.256;192.615760111576
9.291;193.32549019607842
9.358;193.3885918003565
9.395;192.851644506648
9.429;192.72253324002799
9.463;193.32268370607028
9.497;193.03194888178913
9.531;193.34575789847355
9.577;192.58811115019347
9.613;192.40344706296165
9.653;192.74573863636363
9.688;192.61186079545453
9.723;192.7372159090909
9.76;192.51875219067648
9.794;192.7665615141956
9.86;193.037153873116
9.894;193.08975265017668
9.928;193.08975265017668
9.962;193.24567596187788
9.996;193.40769502294387
10.033;193.51238499646144
10.065;193.82767162066526
10.102;193.67428772423497
10.137;193.69011607456912
10.171;193.7769961308477
10.237;194.15362931642002
10.271;194.28858350951373
10.307;194.1374125874126
10.347;194.23006993006993
10.382;194.40314685314686
10.417;194.4935019318581
10.45;193.9571478749561
10.484;193.4635691657867
10.518;193.0249912002816
10.553;193.00561600561602
10.587;192.8834678834679
10.621;192.8834678834679
10.654;194.44987332609483
10.689;194.48027506333696
10.722;194.86698079014135
10.756;194.8310982239942
10.789;195.17810218978101
10.856;194.9624087591241
10.89;195.19233576642335
10.925;195.17883211678833
10.96;195.17408613825552
10.994;195.15743756786102
11.031;194.5073943661972
11.066;194.92957746478874
11.1;195.32618792425868
11.134;195.32618792425868
11.168;194.91872791519435
11.202;195.1060070671378
11.236;194.8124780932352
11.27;194.91412548194882
11.304;194.7862433862434
11.371;194.78518518518518
11.405;194.71358024691358
11.44;194.62788222774034
11.473;194.68605888612984
11.507;194.57344135258893
11.541;194.404367735118
11.575;194.9078619708289
11.646;194.68267520455353
11.68;194.5241282141599
11.713;194.71433603381473
11.782;195.18194791295042
11.817;194.84694969675348
11.851;194.76680672268907
11.918;194.7153361344538
11.954;194.77113547930668
11.988;194.95224619738238
12.024;195.06261054120975
12.059;194.93668199504776
12.092;194.97979439914923
12.147;194.96277915632754
12.187;194.93023255813952
12.223;194.9859055673009
12.256;194.87097914457405
12.29;194.66207140332273
12.327;194.67338282078472
12.363;194.7872340425532
12.395;194.43014184397163
12.463;194.52433392539965
12.498;194.56305506216697
12.531;194.57993619283943
12.564;194.4966323998582
12.598;194.61290322580646
12.631;194.59814418272663
12.665;194.49143468950749
12.732;194.61841633823002
12.764;194.46649946255823
12.798;194.39538188277086
12.832;194.54422735346358
12.865;194.88696280245577
12.932;194.90213073311665
12.97;194.84904297580354
13.007;194.99820466786355
13.058;195.03985637342907
13.092;194.9967925873129
13.126;194.73734853884534
13.16;194.3545519203414
13.194;194.30405405405406
13.261;194.162616154396
13.294;193.7423159399571
13.328;193.52799712849963
13.395;194.10303687635576
13.429;194.16341287057122
13.463;194.39587852494577
13.497;194.4595083152567
13.532;194.56578470460312
13.565;194.65567234505255
13.6;194.3681338668607
13.634;194.76173153874137
13.668;194.1145390070922
13.702;194.03404255319148
13.749;194.213644524237
13.783;194.45421903052065
13.819;194.3938958707361
13.852;194.3676001417937
13.919;194.0028358738036
13.953;194.09839572192513
13.986;193.7614973262032
14.02;193.82245989304812
14.053;193.49752124645892
14.086;193.46529745042494
14.12;193.18847795163586
14.154;193.48079658605974
14.224;193.23890663826765
14.258;193.27014554490592
14.292;193.0070997515087
14.326;192.961592670895
14.36;192.98978153629315
14.393;193.10017953321363
14.425;192.95870736086175
14.492;193.01960784313727
14.561;192.81711229946524
14.595;192.88449197860962
14.629;193.19496402877698
14.663;193.04892086330935
14.696;193.02703677000721
14.73;192.78334534967556
14.796;192.37262629881764
14.83;192.26155499820854
14.867;192.2581344902386
14.902;192.21402747650035
14.935;191.8851878100638
14.971;191.87207654145996
15.006;192.02126151665485
15.072;192.22174226061915
15.105;192.57775377969762
15.14;192.45788336933046
15.174;192.30079250720462
15.207;192.3728386167147
15.245;192.764409221902
15.279;192.12570821529744
15.311;192.05524079320114
15.345;192.0984419263456
15.378;192.39801699716713
15.412;192.21246458923514
15.445;192.1207507082153
15.513;192.11405076868073
15.546;192.06721487307829
15.58;191.20703125
15.614;191.19140625
15.649;191.2391767210788
15.698;191.16784953867992
15.736;190.87366926898508
15.769;190.907190931633
15.836;190.2624867162593
15.87;191.1326604181687
15.904;191.28226387887528
15.937;191.26404084609774
15.972;191.30962800875272
16.005;190.9975
16.039;191.13714285714286
16.121;191.12190749372536
16.155;191.37110075295806
16.189;191.1523131672598
16.222;191.18434163701068
16.257;191.06014234875445
16.29;190.82455516014235
16.336;190.1031690140845
16.37;189.45
16.404;189.1508104298802
16.438;188.87174066243833
16.472;188.94411247803163
16.506;189.48541300527242
16.54;189.12270803949224
16.575;189.33286318758815
16.609;189.33866951262897
16.646;189.5186766275347
16.713;189.42942415730337
16.747;189.51966292134833
16.781;189.74301873453518
16.815;189.54330151997172
16.848;189.65540540540542
16.917;189.97581792318636
16.951;189.67212531149875
16.985;189.20968316126735
17.029;189.1111903064861
17.065;189.356022808268
17.1;189.67890235210263
17.133;189.87775768535263
17.167;189.72115732368897
17.209;190.03832116788323
17.254;190.0339416058394
17.288;190.1390510948905
17.322;189.49392857142857
17.355;189.80785714285713
17.392;190.10596264367817
17.425;189.92852011494253
17.476;189.5433321542271
17.509;189.41634241245137
17.542;189.67315175097275
17.576;190.1888489208633
17.643;189.5978761061947
17.678;189.71823008849557
17.713;190.08602915037326
17.747;190.0750088873089
17.781;190.26235335940277
17.848;190.09533898305085
17.907;189.90889830508473
17.948;190.02891396332862
17.981;190.11565585331454
18.015;190.25105782792664
18.049;189.7093229351294
18.082;189.57958170861397
18.115;189.5782409042741
18.149;189.63263864358885
18.195;189.6862117981521
18.229;189.7814498933902
18.3;189.8846153846154
18.364;189.78347578347578
18.397;189.80326125487414
18.431;189.92059553349876
18.465;190.091888011486
18.529;189.7932519741565
18.596;189.82616299405387
18.63;189.88177684505072
18.664;190.178405434394
18.699;190.24669288523418
18.732;189.858806918461
18.766;190.14366396046594
18.805;190.53354978354977
18.839;190.75108225108224
18.93;191.0270562770563
18.964;190.1553742461866
18.999;190.07910606598085
19.033;190.63620071684588
19.071;190.31505376344086
19.107;189.9605077574048
19.142;189.8268688293371
19.21;189.77644569816644
19.244;189.75612353567624
19.282;189.4888178913738
19.323;189.40468583599574
19.363;189.5926057589762
19.399;189.74973338073232
19.465;189.99750089253837
19.514;189.84898250624778
19.548;190.18314887540166
19.584;189.71694796061885
19.619;189.58614627285513
19.686;189.48209169054442
19.753;189.28641456582633
19.79;189.47829131652662
19.828;189.3329831932773
19.894;190.1422444603288
19.959;189.76084656084657
19.996;190.15273368606702
20.032;190.84151624548736
20.066;190.87003610108303
20.136;190.8043321299639
20.204;190.18493635077795
20.237;190.20261669024046
20.275;190.6240520043337
20.341;190.89021307331166
20.376;189.82423812898654
20.41;190.2214741318214
20.444;191.0381981981982
20.477;190.72576576576577
20.527;190.17571884984025
20.561;190.3645722399716
20.597;191.4375227686703
20.631;191.27868852459017
20.665;191.29726775956283
20.699;191.49326047358835
20.734;190.71730701445188
20.768;190.97215368346846
20.84;191.75253623188405
20.903;190.86490299823632
20.937;191.2320987654321
20.974;192.2671257702066
21.008;192.19101123595505
21.051;191.32591807909606
21.091;191.21257062146893
21.128;191.06885593220338
21.166;191.34234234234233
21.205;191.63783783783785
21.239;191.55027027027026
21.278;190.3121063680896
21.312;190.24002799160252
21.347;191.21656050955414
21.38;190.99716914366596
21.446;190.0818630910374
21.489;190.38390966831335
21.556;190.26464361326745
21.59;191.19379285456515
21.623;191.19379285456515
21.66;191.06549295774647
21.695;191.37394366197182
21.729;192.35101459594162
21.763;192.3503025987896
21.848;191.92980599647265
21.883;191.33862433862433
21.951;191.31429572529782
21.985;191.86475122634897
22.019;192.20848182466145
22.085;191.85138987883107
22.119;192.3249818445897
22.156;192.279593318809
22.222;190.95953958841994
22.256;190.95012207882803
22.289;191.02683615819208
22.323;190.9968220338983
22.39;190.94350282485877
22.424;190.43324061196105
22.458;190.65716272600835
22.491;190.8110291534949
22.526;191.16403231471725
22.593;190.41721396474247
22.642;190.9001036985828
22.676;191.1792618629174
22.71;191.37891036906854
22.744;190.62539130434783
22.778;190.8313043478261
22.816;190.73182608695652
22.861;191.6344998232591
22.895;191.69777306468717
22.929;191.76069282431953
22.974;190.93460207612458
23.01;190.50173010380624
23.045;190.43356401384082
23.079;190.47065063649222
23.113;190.5434936350778
23.152;190.11339130434783
23.202;189.9815652173913
23.236;189.8462608695652
23.27;190.3083451202263
23.302;190.29596888260255
23.337;189.83478563959568
23.372;189.67967933077728
23.411;189.71662600209132
23.445;190.35817223198595
23.482;190.42882249560634
23.55;190.12653347353663
23.584;189.97721696459868
23.62;190.8215811965812
23.654;190.67094017094018
23.687;189.99964961457604
23.72;190.01366503153469
23.754;190.2761037140855
23.789;191.25710227272728
23.824;191.04829545454547
23.857;190.84446022727272
23.89;190.73508522727272
23.924;190.4865056818182
23.958;190.39270687237027
23.993;190.37482468443199
24.028;190.4414446002805
24.094;190.46345748418832
24.131;190.66022487702037
24.17;190.10611384399158
24.206;190.52603800140747
24.24;190.6161154116819
24.273;190.41034603285564
24.307;190.47745543516254
24.341;191.17748764996472
24.375;191.22971065631617
24.45;190.81960921144452
24.516;191.3619718309859
24.55;190.95070422535213
24.584;191.1323943661972
24.618;190.52816411682892
24.651;190.25799721835884
24.719;190.62018220042046
24.754;190.6709880868956
24.793;190.5923722883135
24.826;190.36459062281315
24.872;190.66268866268865
24.907;190.8834678834679
24.942;190.68585468585468
24.976;190.48672257162823
25.044;190.63556953179594
25.078;190.87543614794137
25.111;190.9863921842289
25.145;190.9818562456385
25.178;190.89600840336135
25.212;190.8109243697479
25.251;190.97303921568627
25.307;191.088122605364
25.342;191.21072796934865
25.375;190.77986764193662
25.411;190.74789621318374
25.478;190.83941093969145
25.511;190.57473684210527
25.577;190.59649122807016
25.611;190.46367146367146
25.682;190.4008424008424
25.721;190.54859154929576
25.759;190.7556338028169
25.827;190.11971830985917
25.861;189.42540464461646
25.895;189.6826178747361
25.929;189.618290960452
25.962;190.45550847457628
25.997;190.45550847457628
26.031;190.82461757381714
26.097;190.65563856278905
26.133;190.81548893647394
26.167;190.43040685224838
26.201;190.494289793005
26.235;189.76491228070176
26.305;189.6981396981397
26.339;189.55738855738855
26.374;189.54475254475255
26.408;189.5329109468497
26.442;189.44068989792328
26.491;189.44538407329105
26.534;189.61451726568006
26.575;189.7357293868922
26.608;189.69639734172787
26.642;189.5299055613851
26.676;189.85528626624517
26.71;189.85072005619952
26.743;189.85272407732865
26.777;190.1493848857645
26.825;190.4985935302391
26.893;190.75597749648384
26.927;190.6923347398031
26.965;190.45652173913044
26.999;190.0673211781206
27.062;190.04085257548846
27.106;190.2582593250444
27.14;189.60354412786657
27.174;189.60354412786657
27.208;189.4423210562891
27.241;189.4694092827004
27.276;189.33755274261603
27.309;188.6978138222849
27.342;188.43688293370946
27.376;188.43688293370946
27.411;189.02332979851536
27.452;189.5185577942736
27.485;189.63768115942028
27.519;189.7286271727563
27.559;189.88790351188365
27.625;190.33906810035842
27.692;190.18494623655914
27.724;190.29964157706092
27.759;189.8032028469751
27.793;189.8032028469751
27.826;189.85195729537367
27.894;190.0421388101983
27.928;189.78399433427762
27.961;190.00175685172172
27.996;189.88439915671117
28.031;189.90218156228008
28.098;190.1548205489092
28.133;189.78676988036594
28.165;189.98522167487684
28.231;190.22429577464789
28.265;190.26478873239438
28.298;190.15757790368272
28.332;190.5152266288952
28.38;190.4676564156946
28.426;190.33368681512903
28.46;190.6784327567949
28.494;190.41051888457466
28.539;189.80077574047954
28.588;189.1509167842031
28.653;189.8371681415929
28.686;189.97345132743362
28.72;190.0446017699115
28.759;190.3982142857143
28.794;190.30857142857144
28.829;189.93800921006022
28.863;190.18420120439248
28.936;190.2542492917847
28.969;190.0913597733711
29.003;190.1501416430595
29.037;189.98093893399223
29.071;190.11118955171196
