time;interpolated Pixel forehead
0;215.58045194663762
0.026;215.59328885971883
0.056;215.60810068250484
0.086;215.62291250529083
0.116;215.63772432807684
0.146;215.65253615086283
0.176;215.66734797364884
0.206;215.68215979643483
0.236;215.69697161922085
0.266;215.71178344200686
0.296;215.72659526479285
0.326;215.74140708757886
0.356;215.75621891036485
0.386;215.77103073315087
0.416;215.78584255593685
0.446;215.80065437872287
0.476;215.81546620150888
0.506;215.83027802429487
0.536;215.84508984708089
0.566;215.85990166986687
0.596;215.8747134926529
0.626;215.88952531543887
0.656;215.9043371382249
0.686;215.9191489610109
0.716;215.9339607837969
0.746;215.9487726065829
0.776;215.9635844293689
0.806;215.9783962521549
0.836;215.99320807494092
0.866;216.0080198977269
0.896;216.02283172051293
0.926;216.0376435432989
0.956;216.05245536608493
0.986;216.06726718887091
1.016;216.08207901165693
1.046;216.10912492370133
1.076;216.1521692601606
1.106;216.19521359661988
1.136;216.31083936844269
1.166;217.44260523535507
1.196;217.34467377109053
1.226;217.15890678317044
1.256;217.1568673384898
1.286;217.23356826948321
1.316;217.29374872378287
1.346;217.28087814777237
1.376;217.14880573773868
1.406;216.99863785915267
1.436;216.84598395158224
1.466;216.61825076303774
1.496;216.5162493340437
1.526;216.58190818802007
1.556;216.7788847499492
1.586;216.93954915093738
1.616;216.77340410345676
1.646;216.60725905597613
1.676;216.70759878419452
1.706;216.8826913546552
1.736;216.9796557120501
1.766;216.94625031773361
1.796;216.84534008550358
1.826;216.75222349194001
1.856;216.88512241970386
1.886;217.03601985494788
1.916;217.25891132011265
1.946;217.48180278527738
1.976;217.27852155826116
2.006;217.04479942466057
2.036;216.84797749799088
2.066;216.98325743369944
2.096;216.99678542727028
2.126;217.20641665777086
2.156;217.06375175084506
2.186;216.64368887944644
2.216;216.48409577519976
2.246;216.7829353183474
2.276;217.52200683982701
2.306;217.64561415044713
2.336;217.42339741431454
2.366;217.15474032165804
2.396;217.03413061254832
2.426;217.20961567053226
2.456;217.0745744680979
2.486;216.53346046357797
2.516;216.1900348321242
2.546;216.63736269293508
2.576;217.08469055374593
2.606;217.14350343829173
2.636;217.09097806424538
2.666;217.010618125551
2.696;217.086227126151
2.726;217.21518826642318
2.756;217.24527206818962
2.786;217.27326515021593
2.816;217.27732191465614
2.846;216.89037983141372
2.876;217.03988606304944
2.906;217.27192280466642
2.936;217.4222954179476
2.966;217.40650502428568
2.996;217.37228875385915
3.026;217.33807248343265
3.056;216.88565689634538
3.086;216.81413502109706
3.116;216.95119987637
3.146;217.14061176595996
3.176;217.25925175428722
3.206;217.23005195393057
3.236;217.09846249847166
3.266;217.05964248341843
3.296;217.0350946899661
3.326;217.141249346759
3.356;217.32046632923894
3.386;217.47720648245308
3.416;217.54998817761918
3.446;217.37995296884188
3.476;217.36584362139916
3.506;217.33928958266128
3.536;217.31024660566436
3.566;217.27058203355145
3.596;217.20581902762882
3.626;217.12046474125012
3.656;217.02115814226926
3.686;216.87600823045267
3.716;217.22850658098417
