Time,Frequ
46,52.73437500000001
47,52.73437500000001
48,52.08333333333334
49,50.78125000000001
50,50.78125000000001
51,50.78125000000001
52,48.828125
53,48.828125
54,48.828125
55,48.828125
56,48.828125
57,48.828125
58,48.828125
59,84.9609375
60,121.09375000000001
61,121.09375000000001
62,121.09375000000001
63,121.09375000000001
64,121.09375000000001
65,126.95312500000001
66,126.95312500000001
67,126.95312500000001
68,126.95312500000001
69,126.95312500000001
70,126.95312500000001
71,126.95312500000001
72,126.95312500000001
73,126.95312500000001
74,125.97656250000001
75,125.00000000000001
76,125.00000000000001
77,125.00000000000001
78,123.046875
79,123.046875
80,123.046875
81,123.046875
82,123.046875
83,123.046875
84,123.046875
85,123.046875
86,122.0703125
87,121.09375000000001
88,121.09375000000001
89,121.09375000000001
90,121.09375000000001
91,121.09375000000001
92,121.09375000000001
93,121.09375000000001
94,121.09375000000001
95,121.09375000000001
96,121.09375000000001
97,121.09375000000001
98,121.09375000000001
99,121.09375000000001
100,121.09375000000001
101,121.09375000000001
102,121.09375000000001
103,121.09375000000001
104,121.09375000000001
105,121.09375000000001
106,121.09375000000001
107,121.09375000000001
108,121.09375000000001
109,117.18750000000001
110,117.18750000000001
111,117.18750000000001
112,117.18750000000001
113,117.18750000000001
114,117.18750000000001
115,117.18750000000001
116,117.18750000000001
117,117.18750000000001
118,117.18750000000001
119,117.18750000000001
120,117.18750000000001
121,119.14062500000001
122,119.14062500000001
123,119.14062500000001
124,119.14062500000001
125,119.14062500000001
126,119.14062500000001
127,119.14062500000001
128,119.14062500000001
129,119.14062500000001
130,119.14062500000001
131,119.14062500000001
132,119.14062500000001
133,119.14062500000001
134,119.14062500000001
135,119.14062500000001
136,119.14062500000001
137,119.14062500000001
138,119.14062500000001
139,119.14062500000001
140,119.14062500000001
141,119.14062500000001
142,115.23437500000001
143,111.32812500000001
144,111.32812500000001
145,111.32812500000001
146,111.32812500000001
147,111.32812500000001
148,111.32812500000001
149,111.32812500000001
150,111.32812500000001
151,111.32812500000001
152,110.3515625
153,109.375
154,109.375
155,108.3984375
156,107.42187500000001
157,107.42187500000001
158,107.42187500000001
159,107.42187500000001
160,108.3984375
161,109.375
162,109.375
163,109.375
164,109.375
165,109.375
166,109.375
167,109.375
168,109.375
169,109.375
170,109.375
171,109.375
172,109.375
173,109.375
174,109.375
175,109.375
176,109.375
177,109.375
178,109.375
179,111.32812500000001
180,111.32812500000001
