Count;Frequencies leftCheek
45.572;50.78125000000001
46.065;50.78125000000001
46.542;50.78125000000001
47.001;50.78125000000001
47.495;50.78125000000001
47.958;50.78125000000001
48.457;50.78125000000001
48.93;50.78125000000001
49.414;50.78125000000001
49.878;50.78125000000001
50.361;50.78125000000001
50.865;50.78125000000001
51.355;50.78125000000001
51.812;50.78125000000001
52.283;50.78125000000001
52.777;50.78125000000001
53.238;50.78125000000001
53.717;50.78125000000001
54.204;50.78125000000001
54.699;50.78125000000001
55.225;50.78125000000001
55.645;50.78125000000001
56.146;50.78125000000001
56.613;50.78125000000001
57.095;50.78125000000001
57.583;50.78125000000001
58.039;50.78125000000001
58.547;50.78125000000001
59.006;50.78125000000001
59.507;50.78125000000001
59.958;50.78125000000001
60.444;50.78125000000001
60.933;48.828125
61.403;48.828125
61.919;48.828125
62.37;48.828125
62.899;48.828125
63.336;48.828125
63.814;48.828125
64.286;48.828125
64.78;48.828125
65.252;48.828125
65.742;48.828125
66.256;49.428125
66.676;50.028125
67.158;50.628125000000004
67.649;51.228125000000006
68.132;51.82812500000001
68.598;52.42812500000001
69.098;53.028125
69.605;53.628125000000004
70.035;54.228125000000006
70.519;54.82812500000001
71.014;55.42812500000001
71.487;56.02812500000001
71.979;56.62812500000001
72.456;57.22812500000001
72.922;57.82812500000001
73.457;58.42812500000001
73.904;59.02812500000001
74.362;59.62812500000001
74.849;60.228125000000006
75.333;60.82812500000001
75.835;61.42812500000001
76.279;62.02812500000001
76.788;62.62812500000001
77.239;63.228125000000006
77.746;63.82812500000001
78.227;64.42812500000001
78.689;65.02812500000002
79.213;65.62812500000001
79.643;66.228125
80.116;66.82812500000001
80.629;67.42812500000001
81.085;68.02812500000002
81.559;68.62812500000001
82.038;69.22812500000002
82.529;69.82812500000001
83.026;70.42812500000001
83.481;71.02812500000002
83.995;71.62812500000001
84.45;72.22812500000002
84.916;72.82812500000001
85.405;73.42812500000002
85.914;74.02812500000002
86.379;74.62812500000001
86.862;75.22812500000002
87.348;75.82812500000001
87.878;76.42812500000002
88.289;77.02812500000002
88.791;77.62812500000003
89.24;78.22812500000002
89.748;78.82812500000003
90.231;79.42812500000002
90.687;80.02812500000002
91.181;80.62812500000003
91.645;81.22812500000002
92.161;81.82812500000003
92.643;82.42812500000002
93.111;83.02812500000003
93.556;83.62812500000003
94.055;84.22812500000003
94.561;84.82812500000003
95.046;85.42812500000002
95.487;86.02812500000003
96.033;86.62812500000003
96.449;87.22812500000003
96.933;87.82812500000003
97.47;88.42812500000004
97.995;89.02812500000003
98.413;89.62812500000003
98.847;90.22812500000003
99.327;90.82812500000003
99.822;91.42812500000004
100.293;92.02812500000003
100.759;92.62812500000004
101.235;93.22812500000003
101.741;93.82812500000003
102.222;94.42812500000004
102.701;95.02812500000003
103.165;95.62812500000004
103.658;96.22812500000003
104.173;96.82812500000004
104.626;97.42812500000004
105.107;98.02812500000005
105.586;98.62812500000004
106.065;99.22812500000003
106.539;99.82812500000004
107.015;100.42812500000004
107.494;101.02812500000005
107.958;101.62812500000004
108.447;102.22812500000005
108.947;102.82812500000004
109.42;103.42812500000005
109.908;104.02812500000005
110.362;104.62812500000004
110.839;105.22812500000005
111.392;105.82812500000004
111.832;106.42812500000005
112.286;107.02812500000005
112.807;107.62812500000005
113.246;108.22812500000005
113.732;108.82812500000004
114.2;109.42812500000005
114.684;110.02812500000005
115.181;110.62812500000005
115.666;111.22812500000005
116.176;111.82812500000006
116.621;112.42812500000005
117.103;113.02812500000005
117.578;113.62812500000005
118.082;114.22812500000005
118.539;114.82812500000006
119.023;115.42812500000005
119.484;119.14062500000001
119.977;119.14062500000001
120.47;121.09375000000001
120.991;121.09375000000001
121.459;121.09375000000001
121.925;121.09375000000001
122.367;121.09375000000001
122.858;121.09375000000001
123.324;121.09375000000001
123.829;121.09375000000001
124.327;121.09375000000001
124.756;121.09375000000001
125.261;121.09375000000001
125.742;121.09375000000001
126.248;121.09375000000001
126.724;121.09375000000001
127.208;121.09375000000001
127.679;121.09375000000001
128.134;121.09375000000001
128.646;121.09375000000001
129.098;121.09375000000001
129.566;121.09375000000001
130.073;121.09375000000001
130.525;121.09375000000001
131.024;121.09375000000001
131.478;121.09375000000001
131.955;121.09375000000001
132.451;121.09375000000001
132.926;121.09375000000001
133.405;121.09375000000001
133.898;121.09375000000001
134.365;121.09375000000001
134.844;121.09375000000001
135.351;121.09375000000001
135.801;121.09375000000001
136.279;121.09375000000001
136.765;123.046875
137.236;123.046875
137.726;123.046875
138.199;123.046875
138.74;123.046875
139.181;123.046875
139.663;123.046875
140.115;123.046875
140.625;123.046875
141.129;122.446875
141.582;121.84687500000003
142.038;121.24687500000005
142.528;120.64687500000005
143.051;120.04687500000006
143.529;119.44687500000006
143.978;118.84687500000007
144.497;115.234375
144.915;115.234375
145.429;115.234375
145.881;115.234375
146.43;115.234375
146.868;115.234375
147.35;115.234375
147.829;115.234375
148.286;115.234375
148.804;115.234375
149.278;115.234375
149.762;115.234375
150.223;115.234375
150.696;111.32812500000001
151.181;111.32812500000001
151.662;111.32812500000001
152.118;111.32812500000001
152.637;111.32812500000001
153.096;111.32812500000001
153.562;111.32812500000001
154.078;111.32812500000001
154.522;111.32812500000001
155.009;111.32812500000001
155.484;111.32812500000001
155.971;111.32812500000001
156.441;111.32812500000001
156.935;111.32812500000001
157.407;111.32812500000001
157.883;111.32812500000001
158.36;111.32812500000001
158.841;111.32812500000001
159.333;111.32812500000001
159.817;111.32812500000001
160.325;111.32812500000001
160.801;111.32812500000001
161.283;111.32812500000001
161.749;111.32812500000001
162.227;111.32812500000001
162.686;111.32812500000001
163.168;111.32812500000001
163.678;111.32812500000001
164.115;111.32812500000001
164.631;111.32812500000001
165.138;111.32812500000001
165.563;111.32812500000001
166.044;111.32812500000001
166.523;111.32812500000001
167.034;111.32812500000001
167.514;111.32812500000001
167.956;111.32812500000001
168.478;111.32812500000001
168.921;111.32812500000001
169.421;111.32812500000001
169.881;111.32812500000001
170.442;111.32812500000001
170.895;111.32812500000001
171.32;111.32812500000001
171.844;111.32812500000001
172.306;111.32812500000001
172.764;111.32812500000001
173.235;111.32812500000001
173.799;111.32812500000001
174.203;111.32812500000001
174.729;111.32812500000001
175.156;111.32812500000001
175.641;111.32812500000001
176.153;111.32812500000001
176.616;111.32812500000001
177.084;111.32812500000001
177.575;111.32812500000001
178.064;111.32812500000001
178.565;111.32812500000001
179.02;111.32812500000001
179.521;111.32812500000001
179.969;111.32812500000001
