time;Pixel rightCheek
0;202.7867572156197
0.872;201.8337228714524
0.944;202.2043405676127
1.01;203.14816020840118
1.076;203.524259198958
1.11;203.65984823490598
1.146;203.5984823490597
1.184;203.79478719894425
1.25;203.5483228163401
1.318;204.25543120473995
1.354;204.0766951942067
1.387;203.1864185439112
1.424;203.03134182174338
1.492;203.3452855245684
1.558;203.36852589641435
1.592;202.9320546163849
1.627;202.77860858257478
1.665;203.3026973026973
1.731;203.15517815517816
1.798;203.2113368283093
1.866;203.78901830282862
1.9;203.8099833610649
1.937;203.84259567387687
1.971;203.39431968295904
2.037;203.64134742404227
2.094;204.14727393617022
2.159;203.26127577319588
2.194;203.31926546391753
2.227;203.8226402418542
2.261;203.89553241518308
2.298;203.53409472623446
2.363;202.78890701468188
2.43;202.67504078303426
2.496;203.00133555926544
2.533;202.44743758212877
2.598;202.63036963036964
2.637;202.93906093906094
2.705;203.00598006644518
2.774;203.26478405315615
2.808;202.98346270671615
2.845;202.98346270671615
2.88;203.31555855551807
2.917;203.31555855551807
2.977;203.46933333333334
3.014;203.46933333333334
3.047;203.28661365142477
3.083;203.2819748177601
3.15;203.08997343957503
3.184;203.14043824701196
3.22;203.48430193720776
3.256;203.69772879091516
3.292;203.94101966011328
3.33;204.19926691102967
3.363;204.170763684038
3.397;204.48508685676828
3.433;204.45263847918716
3.51;202.1542176432711
3.574;202.65260785576305
3.608;203.1930826057757
3.642;203.52585627938214
3.677;202.697009530069
3.712;203.20473217219848
3.749;203.86601417482282
3.784;204.20047249409382
3.84;203.26789915966387
3.908;202.96
3.942;202.64694214876033
3.976;202.5302479338843
4.009;202.17586776859505
4.044;202.05178750417642
4.078;201.98797193451387
4.116;202.33830508474577
4.184;201.7522033898305
4.223;201.6627118644068
4.256;202.66430020283977
4.324;202.41649763353618
4.357;202.552738336714
4.39;202.70858688302908
4.424;203.1749311294766
4.459;203.14497245179064
4.493;203.38567493112947
4.538;202.73918918918918
4.606;202.44763513513513
4.672;202.86935704514363
4.707;202.73153214774283
4.74;202.660364618501
4.775;202.7508440243079
4.809;202.9279675346635
4.843;202.82989516401759
4.876;203.03711270003404
4.909;203.00306435137895
4.943;203.2829417773238
4.977;203.1602023608769
5.044;203.20337268128162
5.08;202.58681022880216
5.113;202.63088829071333
5.15;202.6520861372813
5.184;202.9900548696845
5.218;203.01371742112482
5.251;202.64511738686627
5.29;202.36474991493705
5.357;202.2175093315236
5.425;202.01221581269087
5.458;202.28955324151832
5.493;202.14612025529055
5.527;202.95426829268294
5.565;202.7408536585366
5.634;203.11612021857923
5.671;202.98224043715848
5.709;202.8346994535519
5.742;202.84392076502732
5.777;202.83196721311475
5.811;203.37308347529813
5.845;203.09199318568994
5.878;203.09199318568994
5.914;202.83054892601433
5.961;202.6256392771906
5.995;202.1195246179966
6.028;202.0288624787776
6.062;201.94237981588816
6.096;201.85236958745313
6.141;201.74051282051283
6.211;201.69641025641025
6.245;201.76872626855368
6.279;201.72212633759062
6.315;201.65205384880912
6.349;200.8695505238256
6.399;201.61034133153092
6.445;202.02112436115843
6.478;202.4640545144804
6.513;202.74548551959114
6.552;203.1266123557366
6.586;202.95145960624575
6.624;202.16598778004072
6.658;201.89986468200271
6.726;201.8711096075778
6.76;202.81277911370663
6.795;202.60460322913087
6.831;202.66952937135005
6.865;203.1267029972752
6.899;202.8865803814714
6.933;202.95299727520435
7.001;202.90274483226025
7.043;202.78075228736023
7.088;202.53371738393764
7.122;202.86529914529913
7.156;203.01504273504273
7.233;203.23469387755102
7.267;203.1731292517007
7.301;204.04110996916754
7.337;204.0613223706749
7.369;203.38654891304347
7.457;203.39809782608697
7.525;203.05057316250844
7.561;202.94403236682402
7.594;202.97572488199594
7.662;202.78090452261307
7.696;202.8894472361809
7.731;203.42043155765342
7.764;203.6166554281861
7.832;203.01379078372014
7.867;203.1816347124117
7.917;203.50698943061712
7.952;203.2420729628367
7.994;204.32293080054274
8.028;204.1082089552239
8.103;203.8864864864865
8.137;203.56993243243244
8.18;202.6939189189189
8.247;202.3104961187985
8.281;202.1589605129936
8.35;203.0943714189417
8.416;203.1927873272666
8.452;203.8394479973073
8.485;203.93066307640524
8.55;205.25983989326218
