BPM
78
79
78
78
77
76
75
74
73
73
74
76
77
79
80
80
81
82
83
84
85
85
86
86
86
86
85
84
83
82
82
81
82
82
84
85
86
87
87
86
85
84
84
84
84
84
84
84
85
86
86
86
85
84
84
83
82
81
80
80
80
81
81
82
81
81
80
79
79
79
79
79
78
78
77
76
76
75
75
75
76
76
77
77
76
75
74
73
73
73
74
75
77
78
79
80
81
81
81
82
83
83
84
85
85
86
85
85
84
84
84
84
84
83
82
81
80
79
80
80
81
82
82
83
83
83
82
82
81
81
81
81
81
81
82
82
82
82
82
81
81
81
82
82
83
83
82
82
81
80
81
81
82
84
84
85
84
84
82
81
81
81
82
82
83
84
85
85
85
85
85
84
84
83
84
84
85
86
85
85
84
