time;Pixel forehead
0;227.16086115142718
0.872;226.7189097103918
0.944;226.89486493064007
1.01;227.60028517110266
1.076;227.73479087452472
1.11;227.89317154413513
1.146;228.03759219605044
1.184;228.017130620985
1.25;228.14519961977186
1.318;228.52348197343454
1.354;228.35626185958253
1.387;227.978209379441
1.424;227.70440549502607
1.492;228.029216152019
1.558;228.1251781472684
1.592;227.92420653718617
1.627;227.9715774514448
1.665;227.9424546322827
1.731;228.19030563514804
1.798;228.49545889101339
1.866;228.37852028639617
1.9;228.39737470167066
1.937;228.373031026253
1.971;228.21549061534807
2.037;228.5032074126871
2.094;228.65270464337004
2.159;228.41117953576503
2.194;228.40075793462813
2.227;228.38041163946062
2.261;228.28672817601137
2.298;227.92855453039982
2.363;227.5677865141768
2.43;227.47843697879438
2.496;227.7347524515666
2.533;227.33237616654702
2.598;227.88540925266904
2.637;227.87568208778174
2.705;227.52645376549094
2.774;227.32244995233555
2.808;227.68776978417267
2.845;227.68776978417267
2.88;227.40455635491605
2.917;227.40455635491605
2.977;227.55605593742592
3.014;227.55605593742592
3.047;228.0417157671459
3.083;227.96841857176526
3.15;227.75147510030683
3.184;227.71843285343402
3.22;227.66445024934694
3.256;227.64735217288055
3.292;228.21188260558338
3.33;228.83369124314007
3.363;229.0823613425375
3.397;229.29945251130684
3.433;229.29850035705783
3.51;228.00906555090654
3.574;228.48000929800094
3.608;228.18745611982214
3.642;228.60847179967237
3.677;228.65565706254392
3.712;228.3199812602483
3.749;228.32692307692307
3.784;228.68684710351377
3.84;228.46491849751948
3.908;228.37467517127334
3.942;228.29429711335368
3.976;227.97770476413987
4.009;227.77986388171792
4.044;227.59067234848484
4.078;227.6332859848485
4.116;228.00496219281663
4.184;227.64957466918713
4.223;227.67013232514176
4.256;228.1537909591007
4.324;228.2023439368572
4.357;228.16354016354018
4.39;228.21067821067822
4.424;228.51358629130968
4.459;228.49571603427174
4.493;228.1997552019584
4.538;228.16275659824046
4.606;228.08602150537635
4.672;228.68440233236151
4.707;228.60422740524783
4.74;228.40096735187424
4.775;228.30205562273278
4.809;228.27917675544793
4.843;228.30556900726393
4.876;228.41622276029057
4.909;228.56900726392251
4.943;228.52130750605326
4.977;228.45317002881845
5.044;228.611911623439
5.08;228.65453674886282
5.113;228.7165429734259
5.15;228.74527172611923
5.184;228.40751445086704
5.218;228.51685934489402
5.251;228.4138767588549
5.29;228.2894226103833
5.357;228.4527435339618
5.425;228.1264201111917
5.458;228.09560413163584
5.493;228.16742733605574
5.527;228.1813147122562
5.565;228.20852395858415
5.634;228.43190094683175
5.671;228.43966982277252
5.709;228.51104637047828
5.742;228.4027676620539
5.777;228.38990046127702
5.811;228.46603819192651
5.845;228.36451534928693
5.878;228.36451534928693
5.914;228.2378875968992
5.961;227.76937984496124
5.995;227.69326805385558
6.028;227.6124847001224
6.062;228.70944958597175
6.096;228.7700925474915
6.141;228.80506024096385
6.211;228.8722891566265
6.245;229.2317191283293
6.279;229.12929782082324
6.315;229.090799031477
6.349;228.85151369533878
6.399;229.12109562710236
6.445;229.1457586618877
6.478;229.0642771804062
6.513;229.37443249701315
6.552;229.51988360814744
6.586;229.63554801163917
6.624;228.97526673132882
6.658;228.79951980792316
6.726;228.60768307322928
6.76;228.8791636275225
6.795;228.69049355701435
6.831;228.44979333819597
6.865;228.98852819135953
6.899;228.82743470832315
6.933;228.75372223578228
7.001;229.05189136760427
7.043;229.0181862269641
7.088;228.90009699321047
7.122;229.13326800587947
7.156;229.15384615384616
7.233;229.19893126062667
7.267;229.25406849647803
7.301;229.28961071162905
7.337;229.22563848251923
7.369;228.8538254705451
7.457;228.82082620386214
