Time,Frequ,Polar
46,83.98437500000001,84
47,83.98437500000001,84
48,83.98437500000001,85
49,83.98437500000001,86
50,83.98437500000001,86
51,83.98437500000001,86
52,83.98437500000001,85
53,83.98437500000001,84
54,83.98437500000001,84
55,83.98437500000001,83
56,83.98437500000001,82
57,83.98437500000001,81
58,83.98437500000001,80
59,83.98437500000001,80
60,83.98437500000001,80
61,83.98437500000001,81
62,83.98437500000001,81
63,83.98437500000001,82
64,83.98437500000001,81
65,83.98437500000001,81
66,82.03125,80
67,80.078125,79
68,80.078125,79
69,80.078125,79
70,80.078125,79
71,80.078125,79
72,80.078125,78
73,80.078125,78
74,80.078125,77
75,80.078125,76
76,80.078125,76
77,80.078125,75
78,80.078125,75
79,80.078125,75
80,80.078125,76
81,80.078125,76
82,80.078125,77
83,80.078125,77
84,79.1015625,76
85,76.82291666666667,75
86,76.171875,74
87,76.171875,73
88,76.171875,73
89,76.171875,73
90,76.171875,74
91,76.171875,75
92,76.171875,77
93,76.171875,78
94,76.171875,79
95,76.171875,80
96,76.171875,81
97,76.171875,81
98,76.171875,81
99,76.171875,82
100,76.171875,83
101,76.171875,83
102,76.171875,84
103,76.171875,85
104,76.171875,85
105,74.21875,86
106,74.21875,85
107,74.21875,85
108,78.1250,84
109,82.03125,84
110,82.03125,84
111,83.0078125,84
112,83.98437500000001,84
113,83.98437500000001,83
114,83.98437500000001,82
115,83.98437500000001,81
116,83.98437500000001,80
117,83.98437500000001,79
118,83.98437500000001,80
119,83.98437500000001,80
120,83.98437500000001,81
121,83.98437500000001,82
122,83.98437500000001,82
123,83.98437500000001,83
124,83.98437500000001,83
125,84.9609375,83
126,85.9375,82
127,85.9375,82
128,85.9375,81
129,85.9375,81
130,85.9375,81
131,85.9375,81
132,85.9375,81
133,84.63541666666667,81
134,82.03125,82
135,82.03125,82
136,82.03125,82
137,82.03125,82
138,82.03125,82
139,82.03125,81
140,82.03125,81
141,82.03125,81
142,82.03125,82
143,82.03125,82
144,82.03125,83
145,82.03125,83
146,82.03125,82
147,82.03125,82
148,82.03125,81
149,82.03125,80
150,82.03125,81
151,82.03125,81
152,82.03125,82
153,82.03125,84
154,82.03125,84
155,82.03125,85
156,82.03125,84
157,82.03125,84
158,82.03125,82
159,82.03125,81
160,82.03125,81
161,82.03125,81
162,82.03125,82
163,82.03125,82
164,82.03125,83
165,82.03125,84
166,82.03125,85
167,82.03125,85
168,82.03125,85
169,82.03125,85
170,82.03125,85
171,82.03125,84
172,82.03125,84
173,82.03125,83
174,82.03125,84
175,83.0078125,84
176,83.98437500000001,85
177,83.98437500000001,86
178,83.98437500000001,85
179,83.98437500000001,85
180,83.98437500000001,84
