time;interpolated Pixel forehead
0;212.23587466074514
0.019;212.2193485230084
0.049;212.1932546213188
0.079;212.1671607196292
0.109;212.14106681793965
0.139;212.11497291625005
0.169;212.08887901456046
0.199;212.06278511287087
0.229;212.03669121118128
0.259;212.0105973094917
0.289;211.9845034078021
0.319;211.9584095061125
0.349;211.93231560442294
0.379;211.90622170273335
0.409;211.88012780104376
0.439;211.85403389935416
0.469;211.82793999766457
0.499;211.80184609597498
0.529;211.7757521942854
0.559;211.7496582925958
0.589;211.7235643909062
0.619;211.69747048921664
0.649;211.67137658752705
0.679;211.64528268583746
0.709;211.61918878414787
0.739;211.59309488245827
0.769;211.56700098076868
0.799;211.5409070790791
0.829;211.5148131773895
0.859;211.4887192756999
0.889;211.46262537401034
0.919;211.43653147232075
0.949;211.41043757063116
0.979;211.38434366894157
1.009;211.35824976725198
1.039;211.33215586556238
1.069;211.34043974653474
1.099;211.57217921480984
1.129;211.8039186830849
1.159;212.03565815135997
1.189;212.26739761963503
1.219;212.28454144132093
1.249;212.1774456781394
1.279;212.41861669693407
1.309;213.00223979257427
1.339;213.16598399727079
1.369;213.3297282019673
1.399;213.49347240666384
1.429;213.5098468271335
1.459;213.5098468271335
1.489;213.34833970714817
1.519;213.2272093671592
1.549;213.13029413910567
1.579;212.766862033905
1.609;212.41407068170028
1.639;212.36986116637843
1.669;212.3256516510566
1.699;212.31680974799224
1.729;212.31680974799224
1.759;212.24197384787774
1.789;212.08445826878787
1.819;211.88946945667053
1.849;211.7070051571579
1.879;211.56569282763232
1.909;211.4357257620839
1.939;211.63477135187398
1.969;211.83381694166403
1.999;211.87081396265071
2.029;211.82678669923567
2.059;211.78275943582065
2.089;212.86635519442703
2.119;213.96021569327146
2.149;214.75563678808405
2.179;215.48497254643377
2.209;216.21430830478351
2.239;216.49591458482385
2.269;216.32979138655477
2.299;216.59349870851406
2.329;218.02295782614397
2.359;217.23348057805575
2.389;216.44400332996756
2.419;217.63453086632154
2.449;218.6482079542223
2.479;219.48680628970976
2.509;220.26949806949807
2.539;220.26949806949807
2.569;220.26949806949807
2.599;220.365921031036
2.629;220.55073170731708
2.659;220.551844987303
2.689;220.56297778716223
2.719;220.57411058702144
2.749;220.78589205164099
2.779;221.77078287529042
2.809;222.4054699915608
2.839;222.7066238271437
2.869;223.0077776627266
2.899;223.3089314983095
2.929;223.15552744258466
2.959;222.86377968080967
2.989;222.600375195657
3.019;222.3740349953182
3.049;222.2080521817364
3.079;222.2080521817364
3.109;222.53200927590277
3.139;222.8559663700691
3.169;222.9909977544214
3.199;223.62806578268828
3.229;224.05954830491868
3.259;223.54044052785716
3.289;223.72635030689173
3.319;223.9122600859263
3.349;223.92574832846694
3.379;223.9200786225082
3.409;223.91705477933021
3.439;223.91705477933021
3.469;224.30770596979082
3.499;224.45239159588735
3.529;224.3328038980196
3.559;224.21672786453078
3.589;224.42410119840213
