Count;Frequencies leftCheek
45.566;121.09375000000001
46.074;121.09375000000001
46.549;121.09375000000001
47.047;121.09375000000001
47.58;121.09375000000001
48.013;130.859375
48.453;130.859375
48.946;130.859375
49.459;130.859375
49.885;130.859375
50.379;130.859375
50.859;130.859375
51.356;130.859375
51.829;130.859375
52.292;130.859375
52.777;130.859375
53.24;130.859375
53.74;130.859375
54.235;130.859375
54.749;130.859375
55.189;130.859375
55.673;130.859375
56.129;130.859375
56.637;130.859375
57.113;130.859375
57.591;130.859375
58.09;130.859375
58.57;130.859375
59.011;115.234375
59.505;115.234375
60.007;115.234375
60.485;115.234375
60.947;115.234375
61.429;115.234375
61.886;117.18750000000001
62.373;117.18750000000001
62.867;117.18750000000001
63.328;117.18750000000001
63.856;115.234375
64.332;115.234375
64.805;115.234375
65.315;115.234375
65.741;115.234375
66.225;115.234375
66.705;115.234375
67.176;115.234375
67.664;115.234375
68.17;115.234375
68.606;115.234375
69.12;119.14062500000001
69.572;119.14062500000001
70.062;103.515625
70.582;103.515625
71.024;97.65625
71.524;97.65625
71.976;97.65625
72.45;97.65625
72.937;97.65625
73.411;97.65625
73.899;97.65625
74.396;97.65625
74.845;97.65625
75.32;97.65625
75.84;97.65625
76.352;97.65625
76.769;97.65625
77.253;97.65625
77.749;97.65625
78.209;103.515625
78.701;103.515625
79.173;103.515625
79.665;103.515625
80.127;103.515625
80.63;103.515625
81.104;103.515625
81.579;103.515625
82.062;103.515625
82.578;103.515625
83.012;103.515625
83.493;103.515625
83.974;103.515625
84.496;103.515625
84.927;103.515625
85.431;103.515625
85.889;103.515625
86.4;105.46875000000001
86.847;105.46875000000001
87.358;105.46875000000001
87.866;105.46875000000001
88.282;105.46875000000001
88.76;105.46875000000001
89.255;97.65625
89.744;97.65625
90.234;97.65625
90.7;97.65625
91.181;97.65625
91.778;97.65625
92.156;97.65625
92.621;97.65625
93.113;97.65625
93.592;97.65625
94.104;97.65625
94.524;97.65625
95;97.65625
95.505;97.65625
96.033;95.70312500000001
96.443;44.92187500000001
97.123;44.92187500000001
97.406;44.92187500000001
97.932;44.92187500000001
98.409;44.92187500000001
98.889;44.92187500000001
99.325;44.92187500000001
99.82;44.92187500000001
100.302;44.92187500000001
100.806;44.92187500000001
101.3;44.92187500000001
101.721;44.92187500000001
102.247;44.92187500000001
102.712;44.92187500000001
103.18;44.92187500000001
103.648;44.92187500000001
104.137;107.42187500000001
104.627;107.42187500000001
105.113;107.42187500000001
105.585;107.42187500000001
106.095;107.42187500000001
106.564;107.42187500000001
107.052;107.42187500000001
107.511;107.42187500000001
107.988;107.42187500000001
108.445;107.42187500000001
108.95;107.42187500000001
109.401;107.42187500000001
109.888;107.42187500000001
110.427;107.42187500000001
110.882;107.42187500000001
111.33;107.42187500000001
111.82;107.42187500000001
112.299;107.42187500000001
112.777;107.42187500000001
113.247;107.42187500000001
113.721;107.42187500000001
114.245;107.42187500000001
114.726;48.828125
115.167;48.828125
115.672;48.828125
116.151;48.828125
116.619;48.828125
117.092;48.828125
117.618;48.828125
118.085;48.828125
118.549;48.828125
119.053;48.828125
119.49;48.828125
119.995;48.828125
120.476;48.828125
120.974;48.828125
121.468;48.828125
121.894;48.828125
122.359;48.828125
122.894;48.828125
123.385;48.828125
123.809;48.828125
124.283;48.828125
124.762;107.42187500000001
125.275;107.42187500000001
125.753;107.42187500000001
126.255;107.42187500000001
126.73;107.42187500000001
127.238;107.42187500000001
127.678;107.42187500000001
128.166;107.42187500000001
128.601;44.92187500000001
129.116;44.92187500000001
129.596;44.92187500000001
130.048;44.92187500000001
130.544;44.92187500000001
131.014;44.92187500000001
131.493;44.92187500000001
132.014;44.92187500000001
132.468;44.92187500000001
132.937;111.32812500000001
133.416;111.32812500000001
133.939;111.32812500000001
134.411;111.32812500000001
134.841;111.32812500000001
135.351;111.32812500000001
135.855;111.32812500000001
136.279;111.32812500000001
136.812;111.32812500000001
137.267;111.32812500000001
137.741;103.515625
138.221;103.515625
138.7;103.515625
139.208;103.515625
139.674;103.515625
140.17;103.515625
140.647;103.515625
141.106;103.515625
141.559;103.515625
142.06;103.515625
142.536;103.515625
143.005;103.515625
143.522;103.515625
143.978;103.515625
144.468;103.515625
144.936;103.515625
145.425;103.515625
145.927;103.515625
146.383;103.515625
