Time,Frequ
46,82.03125
47,82.03125
48,82.03125
49,82.03125
50,82.03125
51,82.03125
52,82.03125
53,82.03125
54,82.03125
55,82.03125
56,82.03125
57,82.03125
58,82.03125
59,82.03125
60,82.03125
61,82.03125
62,82.03125
63,82.03125
64,82.03125
65,82.03125
66,82.03125
67,83.98437500000001
68,83.98437500000001
69,83.98437500000001
70,83.98437500000001
71,83.98437500000001
72,83.98437500000001
73,83.98437500000001
74,83.98437500000001
75,83.98437500000001
76,83.98437500000001
77,83.98437500000001
78,83.98437500000001
79,83.98437500000001
80,83.98437500000001
81,82.03125
82,82.03125
83,82.03125
84,82.03125
85,82.03125
86,82.03125
87,82.03125
88,82.03125
89,82.03125
90,82.03125
91,82.03125
92,82.03125
93,82.03125
94,82.03125
95,82.03125
96,82.03125
97,82.03125
98,82.03125
99,82.03125
100,82.03125
101,82.03125
102,82.03125
103,82.03125
104,82.03125
105,82.03125
106,82.03125
107,82.03125
108,82.03125
109,82.03125
110,82.03125
111,81.0546875
112,80.078125
113,80.078125
114,80.078125
115,80.078125
116,80.078125
117,80.078125
118,80.078125
119,80.078125
120,80.078125
121,80.078125
122,80.078125
123,80.078125
124,80.078125
125,80.078125
126,80.078125
127,80.078125
128,80.078125
129,80.078125
130,80.078125
131,80.078125
132,80.078125
133,80.078125
134,80.078125
135,80.078125
136,80.078125
137,80.078125
138,80.078125
139,80.078125
140,80.078125
141,80.078125
142,80.078125
143,80.078125
144,80.078125
145,80.078125
146,80.078125
147,80.078125
148,80.078125
149,80.078125
150,80.078125
151,80.078125
152,80.078125
153,80.078125
154,80.078125
155,80.078125
156,82.03125
157,82.03125
158,82.03125
159,82.03125
160,82.03125
161,82.03125
162,82.03125
163,82.03125
164,82.03125
165,82.03125
166,82.03125
167,82.03125
168,82.03125
169,82.03125
170,82.03125
171,82.03125
172,82.03125
173,82.03125
174,82.03125
175,82.03125
176,82.03125
177,82.03125
178,82.03125
179,82.03125
180,82.03125
