Count;Frequencies forehead
45.567;82.03125
46.044;82.03125
46.543;82.03125
47.024;82.03125
47.506;82.03125
47.981;82.03125
48.461;82.03125
48.961;82.03125
49.414;82.03125
49.889;76.171875
50.372;76.171875
50.839;76.171875
51.325;76.171875
51.84;76.171875
52.297;74.21875
52.772;74.21875
53.275;74.21875
53.734;74.21875
54.232;74.21875
54.709;74.21875
55.183;74.21875
55.646;76.171875
56.135;76.171875
56.599;76.171875
57.104;76.171875
57.571;76.171875
58.059;76.171875
58.55;76.171875
59.065;76.171875
59.49;76.171875
59.969;76.171875
60.44;52.73437500000001
60.921;52.73437500000001
61.414;52.73437500000001
61.904;52.73437500000001
62.391;52.73437500000001
62.872;52.73437500000001
63.327;52.73437500000001
63.815;52.73437500000001
64.31;52.73437500000001
64.768;52.73437500000001
65.24;52.73437500000001
65.722;78.12500000000001
66.219;78.12500000000001
66.713;78.12500000000001
67.185;78.12500000000001
67.662;78.12500000000001
68.142;78.12500000000001
68.603;78.12500000000001
69.093;78.12500000000001
69.618;78.12500000000001
70.039;78.12500000000001
70.535;78.12500000000001
71.02;78.12500000000001
71.483;78.12500000000001
71.978;78.12500000000001
72.474;78.12500000000001
72.923;78.12500000000001
73.428;78.12500000000001
73.95;78.12500000000001
74.431;78.12500000000001
74.842;78.12500000000001
75.34;78.12500000000001
75.822;78.12500000000001
76.282;78.12500000000001
76.81;78.12500000000001
77.26;78.12500000000001
77.749;78.12500000000001
78.208;78.12500000000001
78.707;78.12500000000001
79.202;78.12500000000001
79.657;78.12500000000001
80.139;78.12500000000001
80.627;78.12500000000001
81.086;66.40625000000001
81.562;66.40625000000001
82.052;66.40625000000001
82.526;66.40625000000001
83.011;66.40625000000001
83.485;66.40625000000001
83.969;66.40625000000001
84.499;66.40625000000001
84.921;66.40625000000001
85.426;66.40625000000001
85.908;66.40625000000001
86.39;66.40625000000001
86.845;66.40625000000001
87.325;66.40625000000001
87.806;66.40625000000001
88.31;66.40625000000001
88.782;66.40625000000001
89.265;66.40625000000001
89.719;66.40625000000001
90.23;66.40625000000001
90.734;66.40625000000001
91.176;66.40625000000001
91.733;66.40625000000001
92.134;66.40625000000001
92.63;66.40625000000001
93.09;66.40625000000001
93.583;66.40625000000001
94.043;66.40625000000001
94.569;66.40625000000001
95.02;66.40625000000001
95.531;66.40625000000001
95.983;66.40625000000001
96.451;66.40625000000001
96.95;66.40625000000001
97.425;66.40625000000001
97.893;66.40625000000001
98.397;66.40625000000001
98.846;66.40625000000001
99.343;66.40625000000001
99.863;66.40625000000001
100.367;66.40625000000001
100.771;66.40625000000001
101.259;66.40625000000001
101.721;66.40625000000001
102.227;66.40625000000001
102.692;66.40625000000001
103.232;66.40625000000001
103.674;66.40625000000001
104.133;66.40625000000001
104.747;66.40625000000001
105.123;66.40625000000001
105.573;66.40625000000001
106.07;66.40625000000001
106.542;66.40625000000001
107.04;66.40625000000001
107.503;66.40625000000001
107.979;66.40625000000001
108.446;66.40625000000001
108.929;66.40625000000001
109.46;85.9375
109.936;85.9375
110.377;85.9375
110.84;85.9375
111.327;85.9375
111.815;85.9375
112.295;85.9375
112.808;85.9375
113.251;85.9375
113.749;80.078125
114.218;80.078125
114.712;80.078125
115.182;80.078125
115.656;80.078125
116.186;80.078125
116.611;80.078125
117.09;80.078125
117.589;89.84375000000001
118.061;89.84375000000001
118.523;89.84375000000001
119.001;89.84375000000001
119.496;89.84375000000001
119.96;89.84375000000001
120.486;89.84375000000001
120.984;89.84375000000001
121.456;89.84375000000001
121.901;89.84375000000001
122.366;82.03125
122.843;82.03125
123.326;82.03125
123.799;82.03125
124.297;82.03125
124.782;89.84375000000001
125.272;89.84375000000001
125.722;89.84375000000001
126.23;89.84375000000001
126.679;89.84375000000001
127.188;89.84375000000001
127.667;89.84375000000001
128.152;89.84375000000001
128.604;89.84375000000001
129.102;89.84375000000001
129.577;89.84375000000001
130.066;89.84375000000001
130.52;89.84375000000001
131.027;89.84375000000001
131.49;89.84375000000001
131.984;89.84375000000001
132.441;89.84375000000001
132.932;89.84375000000001
133.456;89.84375000000001
133.883;82.03125
134.388;82.03125
134.844;82.03125
135.334;82.03125
135.823;89.84375000000001
136.323;89.84375000000001
136.794;89.84375000000001
137.266;76.171875
137.719;76.171875
138.207;76.171875
138.706;76.171875
139.179;76.171875
139.652;76.171875
140.14;76.171875
140.601;76.171875
141.122;76.171875
