time;Pixel forehead
0;222.82286689419794
1.066;222.96993508711992
1.2;223.18858899897506
1.268;223.39400206825232
1.335;223.28453324147435
1.406;223.04133654839822
1.452;223.27738216344522
1.518;223.1848084096304
1.553;222.7535983550377
1.621;222.77397023191415
1.687;222.81156462585034
1.721;222.83333333333334
1.794;223.0465986394558
1.827;222.87609427609428
1.861;222.95218855218855
1.896;222.75471698113208
1.931;223.0050539083558
1.999;222.98483827493263
2.076;223.2075344769593
2.144;223.17019845274135
2.181;222.88014854827819
2.215;222.93720459149225
2.249;222.97877358490567
2.282;222.7671832884097
2.348;222.59406608226567
2.415;222.49022252191503
2.481;222.51945854483927
2.514;222.39864636209813
2.549;222.74695945945945
2.584;222.6347972972973
2.623;222.80968392737054
2.702;222.57296570275722
2.737;222.80973154362417
2.772;222.84060402684563
2.849;222.85657104736492
2.891;222.90426951300867
2.926;222.97631754503
2.994;222.90321489001693
3.031;222.92453468697124
3.068;222.88006700167503
3.135;222.84824120603014
3.176;222.36430481283423
3.214;222.28041443850267
3.253;222.80445043830073
3.287;222.7508428860418
3.325;222.60350640593393
3.36;223.0030343897505
3.398;222.61176470588236
3.47;222.706608811749
3.504;222.83678237650201
3.538;222.83678237650201
3.572;222.8783015713808
3.617;222.81043129388163
3.685;223.140562248996
3.719;223.0900267737617
3.759;222.94007365249414
3.792;223.01004352192837
3.826;222.74790759959825
3.862;222.91725293132328
3.896;223.07102177554438
3.93;222.50751252086812
3.964;222.48514190317195
3.998;222.8734432850892
4.033;222.80982834062604
4.131;222.89431167956917
4.165;222.80961991254625
4.199;222.71005718129834
4.233;222.81735620585266
4.268;223.0043638804968
4.301;222.92547834843907
4.336;223.0180662428906
4.372;222.90565406490464
4.439;222.9501347708895
4.473;222.8753369272237
4.524;222.7097643097643
4.591;222.48518518518517
4.625;222.67494963062458
4.658;222.71390194761585
4.691;222.89959704499665
4.738;222.3782244556114
4.805;222.57359380262716
4.839;222.86864264061973
4.877;222.48804311215898
4.913;222.22676954042268
4.947;222.59007044615902
4.983;222.78451742627345
5.019;222.97184986595175
5.089;222.83569979716023
5.136;222.8532792427316
5.17;223.13304142809028
5.204;222.91849107443585
5.238;222.96429774334794
5.275;222.60060160427807
5.31;222.34124331550802
5.345;222.0658422459893
5.378;222.1359649122807
5.412;222.1359649122807
5.448;222.2405063291139
5.513;222.01132578281147
5.546;222.01435246995996
5.584;222.00667556742323
5.62;222.19325767690253
5.654;222.13286004056795
5.689;222.34956051386072
5.726;222.24543610547667
5.761;222.21586345381527
5.828;222.26305220883535
5.867;222.52571810287242
5.919;222.86840347361388
5.952;222.52863881401618
5.986;222.52863881401618
6.021;222.2486541049798
6.054;222.2513458950202
6.106;222.2328398384926
6.174;222.0238495129325
6.209;222.0601276452805
6.244;221.99059455828015
6.277;221.9744537815126
6.312;221.86285714285714
6.346;222.27894380501016
6.381;222.33953960731213
