time;interpolated Pixel leftCheek
0;206.3292572463768
0.019;206.33911542480195
0.049;206.35468096968373
0.079;206.37024651456554
0.109;206.38581205944732
0.139;206.4013776043291
0.169;206.4169431492109
0.199;206.4325086940927
0.229;206.4480742389745
0.259;206.46363978385628
0.289;206.47920532873806
0.319;206.49477087361987
0.349;206.51033641850165
0.379;206.52590196338343
0.409;206.54146750826524
0.439;206.55703305314702
0.469;206.5725985980288
0.499;206.5881641429106
0.529;206.6037296877924
0.559;206.6192952326742
0.589;206.63486077755599
0.619;206.65042632243777
0.649;206.66599186731958
0.679;206.68155741220136
0.709;206.69712295708314
0.739;206.71268850196495
0.769;206.72825404684673
0.799;206.7438195917285
0.829;206.75938513661032
0.859;206.7749506814921
0.889;206.79051622637388
0.919;206.8060817712557
0.949;206.82164731613747
0.979;206.83721286101928
1.009;206.85277840590106
1.039;206.86834395078284
1.069;206.88773478600513
1.099;206.94155323429172
1.129;206.9953716825783
1.159;207.0491901308649
1.189;207.1030085791515
1.219;207.0610430948771
1.249;206.9636237549095
1.279;207.02214402812893
1.309;207.35001454230778
1.339;207.6264793963409
1.369;207.56880745942695
1.399;207.51113552251297
1.429;207.01452785620117
1.459;206.5168205759628
1.489;206.45443600793487
1.519;206.40549506637265
1.549;206.74641929231467
1.579;206.69353805506313
1.609;206.58007136193567
1.639;206.59852839264605
1.669;206.70493457258164
1.699;206.69467660367314
1.729;206.56338560714065
1.759;206.58049339862393
1.789;206.59760119010724
1.819;206.49236104874285
1.849;206.55282490354634
1.879;206.62906085415918
1.909;206.68473848555817
1.939;206.74531640881585
1.969;206.7653212478862
1.999;206.78532608695653
2.029;206.70369732880525
2.059;206.62206857065394
2.089;206.5542445317477
2.119;206.50447281800805
2.149;206.46448287103672
2.179;206.47340175790694
2.209;206.32371726062686
2.239;206.20456098206236
2.269;206.22277676950998
2.299;206.2501031182973
2.329;206.23587279326844
2.359;206.18350624373593
2.389;206.0652680336972
2.419;205.97537972588444
2.449;206.06976578254054
2.479;206.16415183919662
2.509;206.03428665622684
2.539;206.17468072375624
2.569;206.18755278373285
2.599;206.18576098423836
2.629;206.2279564862722
2.659;206.13520173872368
2.689;206.04244699117518
2.719;206.1578055143035
2.749;206.2881757845222
2.779;206.23718532171307
2.809;206.30066851954385
2.839;206.36415171737463
2.869;206.49108491991538
2.899;206.6038077969175
2.929;206.57982352705008
2.959;206.46237430072415
2.989;206.3449250743982
3.019;206.2013898218146
3.049;206.18957446707753
3.079;206.2398348394084
3.109;206.23963177310725
3.139;206.19915536981156
3.169;205.89690227605143
3.199;205.91426334486306
3.229;206.17033031797433
3.259;206.46684614349172
3.289;206.3619655546188
3.319;206.29259303866073
3.349;206.31575024517815
3.379;206.36330359166425
3.409;206.4128972681843
3.439;206.46475144177688
3.469;206.51660561536946
3.499;206.6048251804117
3.529;206.61973743775465
3.559;206.61847066180707
3.589;206.5545828991117
3.619;206.4583655983381
3.649;206.57413541530352
3.679;206.68990523226893
3.709;206.8607426703171
3.739;206.81232653386948
3.769;206.59398557515993
3.799;206.33158435942732
3.829;206.29300440032986
3.859;206.41264947937935
3.889;206.5638189880857
3.919;206.41877097305104
3.949;206.38942282374006
3.979;206.5215918917314
4.009;206.66925380908972
4.039;206.744497981508
4.069;206.71129053262143
4.099;206.67808308373486
4.129;206.6448756348483
4.159;206.41290955493855
4.189;206.47077197679607
4.219;206.54820589547734
4.249;206.71856302839717
4.279;206.9571017128998
4.309;206.92278738931296
4.339;206.39884371777876
4.369;206.60469141257917
4.399;206.870142707639
4.429;207.14221662494987
4.459;207.1551557724275
4.489;206.86477334220447
4.519;206.42235599329547
4.549;206.27884398133997
4.579;206.19511303677515
4.609;206.25765872632167
4.639;206.46966255008053
4.669;206.65985158261395
4.699;206.6341282236243
4.729;206.40022809901689
4.759;206.35739400161077
4.789;206.39644534443377
4.819;206.59582887700535
4.849;206.81526315789472
4.879;206.69175700383235
4.909;206.3362938794994
4.939;206.2023025884451
4.969;206.4449970784936
4.999;206.60854468599032
5.029;206.59350763807285
5.059;206.57783490011752
5.089;206.56216216216217
5.119;206.60816561242095
5.149;206.68717952253002
5.179;206.66203989583053
5.209;206.31919349209332
5.239;206.10178428202408
5.269;205.74591064324815
5.299;205.56276408450705
5.329;205.60964537223342
5.359;205.85935936459157
5.389;206.08602639963587
5.419;205.97164890721842
5.449;205.49774512459373
5.479;205.49611998916578
5.509;205.49449485373782
5.539;206.05784570725385
5.569;206.2218775257928
5.599;206.20806985847636
5.629;206.04634298281218
5.659;205.67782902634738
5.689;205.65280849181778
5.719;206.00711237553344
5.749;206.09521445867213
5.779;206.14707217430777
5.809;206.22877893781208
5.839;206.1334978478656
5.869;205.7655911430119
5.899;205.8608139219935
5.929;206.12858609828663
5.959;206.59845384265574
5.989;206.55686776917153
6.019;206.14100703432933
6.049;205.91426032874278
6.079;205.8923897071387
6.109;205.9183250100121
6.139;206.03005134291857
6.169;206.14177767582507
6.199;206.2416337627031
6.229;206.26843161369666
6.259;206.02477894212203
6.289;205.7092564298447
6.319;205.75303273741426
6.349;206.12664373336796
6.379;206.08458492892842
6.409;206.14647887323946
6.439;206.03709548521715
6.469;205.8733243710771
6.499;205.84991570881226
6.529;205.86922605363986
6.559;206.2555411671767
6.589;206.42323462414578
6.619;206.49650504393102
6.649;206.46317832248536
6.679;206.29251456745854
6.709;206.34038229236526
6.739;206.4774927423893
6.769;206.47817550219
6.799;206.11205474561936
6.829;206.05377679767753
6.859;206.0640463314041
6.889;206.01990049751242
6.919;206.03346901854366
6.949;205.96942559927635
6.979;206.01162872506157
7.009;206.1361078529695
7.039;205.97284097994103
7.069;206.02809596237785
7.099;206.09895964877649
7.129;206.1233677403308
7.159;206.10409373125134
7.189;206.07013131045292
7.219;206.04635761589404
7.249;206.14598829640627
7.279;206.64414169896745
7.309;206.5351027842831
7.339;206.46892746169505
7.369;206.39861985410087
7.399;206.39704738653808
7.429;206.46440430380946
7.459;206.64662403776026
7.489;207.01927807486632
7.519;206.99635026737968
7.549;206.75049465240642
7.579;206.3510708918759
7.609;205.99442291812232
7.639;205.926967128098
7.669;206.04016489828652
7.699;206.0344362268068
7.729;205.92641702915734
7.759;206.0441506051098
7.789;205.94329896907217
7.819;205.96562506670082
7.849;206.0379888337996
7.879;206.14536860668454
7.909;206.2532692057715
7.939;206.33921747042766
7.969;206.3259991672569
7.999;206.08777582281618
8.029;206.0074844785857
8.059;206.08550429748794
8.089;206.20636507907565
8.119;206.3411257376305
8.149;206.36016394755816
8.179;206.26067175313537
8.209;206.2701434919116
8.239;206.2843709553871
8.269;206.4365144351409
8.299;206.8722806940198
8.329;206.9211888036892
8.359;206.6620061436381
8.389;206.42212731340248
8.419;206.45649423409176
8.449;206.71629805198333
8.479;206.8009341744113
8.509;206.81639446380254
8.539;206.92706001440501
8.569;206.51761860833093
8.599;206.3409815336793
8.629;206.53650353910155
8.659;206.75963747059637
8.689;206.6799086757991
8.719;206.71004566210047
8.749;206.48954060568954
8.779;206.2690355492786
8.809;206.36327186291922
8.839;206.52806286068744
8.869;206.7122549019608
8.899;206.8459699624406
8.929;206.86115766907037
8.959;207.05449230169557
8.989;207.19629764135786
9.019;207.06781843099796
9.049;206.8380704806673
9.079;206.60082167578295
9.109;206.46341183019507
9.139;206.3260019846072
9.169;206.56325962772095
9.199;206.81083743842365
9.229;206.78867513611615
9.259;206.63012205186268
9.289;206.33022869187167
9.319;206.30728003573023
9.349;206.7308919616345
9.379;206.65820328626867
9.409;206.63845701768446
9.439;206.58991063262502
9.469;206.38354672823635
9.499;206.377221110495
9.529;206.42640499553968
9.559;206.60396328226167
9.589;206.6698456878556
9.619;206.67107363595434
9.649;206.6441893559468
9.679;206.59963685882886
9.709;206.6397169489675
9.739;206.82401036605117
9.769;206.78280531260123
9.799;206.82031746031745
9.829;206.83293020912066
9.859;206.7751549530252
9.889;206.63234634956626
9.919;206.48827222679256
9.949;206.42229270502946
9.979;206.29370026795118
10.009;206.43505274356644
10.039;206.58048654244308
10.069;206.4491930171278
10.099;206.3720974701789
10.129;206.41051454138704
10.159;206.49067859806115
10.189;206.53659874496884
10.219;206.4455432528108
10.249;206.35448776065277
10.279;206.31796399430127
10.309;206.4341508803741
10.339;206.40433301019854
10.369;206.29489129671666
10.399;206.30293463761672
10.429;206.51502890173413
10.459;206.51081526430048
10.489;206.4438028635767
10.519;206.62805348076873
10.549;206.83340402294604
10.579;206.94871794871793
10.609;206.98468193301872
10.639;206.7711305845539
10.669;206.56586879072353
10.699;206.41448910201706
10.729;206.2631094133106
10.759;206.45249228134264
10.789;206.36949359689675
10.819;206.27565231391975
10.849;206.25258818260846
10.879;206.27752868972726
10.909;206.37489655704107
10.939;206.49151653206323
10.969;206.67841197526846
10.999;206.50151643345265
11.029;206.10177025519982
11.059;205.7811120917917
11.089;205.9754339511621
11.119;206.04604295380994
11.149;206.40036581858396
11.179;206.475283446712
11.209;206.37115894706133
11.239;206.2149721975853
11.269;206.2368224250864
11.299;206.46214348341843
11.329;206.64200903437774
11.359;206.59915589554208
11.389;206.62012661566868
11.419;206.4108435283538
11.449;206.18511374050738
11.479;206.057063289809
11.509;206.17454333820947
11.539;206.35794687077893
11.569;206.34197987997877
11.599;206.28875657731155
11.629;206.21973355979495
11.659;205.92951453438695
11.689;205.67439228422398
11.719;205.84111463335043
11.749;206.02190595876496
11.779;206.01198849104858
11.809;205.94885524730933
11.839;205.99576404268822
11.869;206.04267283806712
11.899;206.08063205784387
11.929;206.14116574909443
11.959;206.20759165753572
11.989;206.28683650435343
12.019;206.27630498640397
12.049;205.89442983437777
12.079;206.1955822731006
12.109;206.38265655385362
12.139;206.54334444729417
12.169;206.598486791485
12.199;206.38562350238666
12.229;206.10575880496606
12.259;205.95513117641605
12.289;205.91758598312785
12.319;205.8778846719047
12.349;205.87707764493808
12.379;206.1617845876521
12.409;205.84871097851243
12.439;205.91947153192828
12.469;205.85003283610095
12.499;205.85541376207772
12.529;206.1236579263608
12.559;206.02111857528416
12.589;205.99988566355142
12.619;206.04979588624454
12.649;206.06001525165226
12.679;206.0682522422228
12.709;206.33086629617523
12.739;206.42658385093168
12.769;206.17593215776014
12.799;206.19255178808206
12.829;206.33604041437525
12.859;206.562068054452
12.889;206.80593607305937
12.919;206.84171367177007
12.949;206.9529143164115
12.979;206.56926424257964
13.009;206.32925867507888
13.039;206.28419781025724
13.069;206.40193998327283
13.099;206.53206677221343
13.129;206.6468416176732
13.159;206.39732881896654
13.189;206.50513412401494
13.219;206.5998827594306
13.249;206.68498654701386
13.279;206.75168495856326
13.309;206.74476186597707
13.339;206.7378387733909
13.369;206.80769180796466
13.399;206.8412914961346
13.429;206.63733627041836
13.459;206.31362349466954
13.489;206.44123853627585
13.519;206.86057039384337
13.549;206.84019918515165
13.579;206.49012431194524
13.609;206.48622426212788
13.639;206.70095963098154
13.669;206.9864352616744
13.699;206.81299745410692
13.729;206.56485670122262
13.759;206.3062350948352
13.789;206.14440651260503
13.819;206.1865429090932
13.849;206.41847148954218
13.879;206.67057232987833
13.909;206.34841949398057
13.939;206.29987767977855
13.969;206.03563553744817
13.999;205.84922394678492
14.029;205.9693684815636
