time;Pixel rightCheek
0;203.89379310344827
1.066;203.3070652173913
1.2;203.4284420289855
1.268;203.98326359832635
1.335;202.7998163452709
1.406;202.42561983471074
1.452;203.06678949792723
1.518;202.84385076001843
1.553;202.1025758969641
1.621;202.76029615918557
1.687;202.72835004557885
1.721;202.7907930720146
1.794;202.6950774840474
1.827;202.77214611872145
1.861;202.9228310502283
1.896;202.79835766423358
1.931;203.10264598540147
1.999;202.76062128825947
2.076;202.8756264236902
2.144;202.79043280182233
2.181;202.78476972184222
2.215;202.5845873233014
2.249;202.55754241173773
2.282;202.55341586428244
2.348;202.4722858451672
2.415;202.4141090242785
2.481;202.25057471264367
2.514;202.46114942528735
2.549;202.510101010101
2.584;202.66161616161617
2.623;202.74988547869904
2.702;202.70407695831426
2.737;202.61479128856624
2.772;202.5344827586207
2.849;202.77159656264135
2.891;202.56716417910448
2.926;202.70284938941654
2.994;202.53884597910042
3.031;202.80645161290323
3.068;201.90732368896926
3.135;202.10216998191683
3.176;202.60516605166052
3.214;202.6619003690037
3.253;201.51115157032316
3.287;201.35184342284933
3.325;201.53891670459717
3.36;201.56076467910788
3.398;202.22448036951502
3.47;201.58494817485354
3.504;201.70662460567823
3.538;201.70662460567823
3.572;202.0027573529412
3.617;202.1452205882353
3.685;201.79491833030852
3.719;202.0921052631579
3.759;202.3986078886311
3.792;202.4737819025522
3.826;202.12250580046404
3.862;201.42928151830094
3.896;201.67555354722097
3.93;202.20761727821645
3.964;202.22712494194147
3.998;201.28655767484105
4.033;201.2125340599455
4.131;201.1198910081744
4.165;202.00046468401487
4.199;201.9767657992565
4.233;201.78996282527882
4.268;201.39287345820009
4.301;201.47555961626313
4.336;202.10565338276183
4.372;202.03475440222428
4.439;201.94720216606498
4.473;201.79918772563178
4.524;201.59398148148148
4.591;201.48611111111111
4.625;201.596065873742
4.658;201.45242451967064
4.691;201.56999085086917
4.738;201.95716259788117
4.805;201.89524245196705
4.839;201.6729185727356
4.877;201.66102470265324
4.913;202.0215695273061
4.947;202.2299219825608
4.983;201.71819425444596
5.019;201.5280437756498
5.089;202.026267281106
5.136;202.31382488479264
5.17;201.62028194633925
5.204;201.26966803092316
5.238;200.90768531150522
5.275;201.72401270994098
5.31;201.593735814798
5.345;201.5124829777576
5.378;201.39287325214252
5.412;201.39287325214252
5.448;201.87725631768953
5.513;201.6245487364621
5.546;201.50112866817156
5.584;201.42663656884875
5.62;201.4785553047404
5.654;202.0121566861774
5.689;202.20261143628997
5.726;202.19720846465557
5.761;201.02925292529252
5.828;201.11971197119712
5.867;202.38485804416405
5.919;202.37809824245156
5.952;201.68536804308798
5.986;201.68536804308798
6.021;201.95345684591052
6.054;201.85630366018978
