time;interpolated Pixel rightCheek
0;195.99802955665024
0.023;195.97751647328172
0.053;195.95076027758367
0.083;195.9240040818856
0.113;195.89724788618753
0.143;195.87049169048947
0.173;195.84373549479142
0.203;195.81697929909336
0.233;195.7902231033953
0.263;195.76346690769725
0.293;195.73671071199917
0.323;195.7099545163011
0.353;195.68319832060305
0.383;195.656442124905
0.413;195.62968592920694
0.443;195.60292973350886
0.473;195.5761735378108
0.503;195.54941734211275
0.533;195.5226611464147
0.563;195.49590495071664
0.593;195.46914875501858
0.623;195.4423925593205
0.653;195.41563636362244
0.683;195.38888016792438
0.713;195.36212397222633
0.743;195.33536777652827
0.773;195.3086115808302
0.803;195.28185538513213
0.833;195.25509918943408
0.863;195.22834299373602
0.893;195.20158679803797
0.923;195.1748306023399
0.953;195.14807440664183
0.983;195.12131821094377
1.013;195.0945620152457
1.043;195.10042894530474
1.073;195.16264491076237
1.103;195.22486087622
1.133;195.28707684167762
1.163;195.26532372725293
1.193;195.2267767968518
1.223;195.259808216378
1.253;195.34055853585573
1.283;195.33626350537793
1.313;195.1850719613405
1.343;195.03388041730304
1.373;195.11663198353054
1.403;195.29964488272873
1.433;195.28202170762725
1.463;195.03347804667237
1.493;194.79939485627835
1.523;194.79315729414466
1.553;194.90534272749454
1.583;195.01752816084445
1.613;195.05586579015576
1.643;195.01436535679295
1.673;194.85485098162945
1.703;194.7256614366499
1.733;195.0210195142458
1.763;195.305520640193
1.793;195.4380790657491
1.823;195.5064497869932
1.853;195.38679312823422
1.883;195.17186944464197
1.913;195.17367678778828
1.943;195.062925170068
1.973;194.9358422465644
2.003;194.88552901323197
2.033;194.8506823476289
2.063;194.79080656567538
2.093;194.7164402426769
2.123;195.06153087868566
2.153;195.78954545454548
2.183;195.8403409090909
2.213;195.94650000000001
2.243;196.06650000000002
2.273;196.1699026679842
2.303;196.2606132585445
2.333;196.16528317693687
2.363;195.63585819360392
2.393;195.10643321027098
2.423;195.07511358201816
2.453;195.07937290769968
2.483;195.29000622014783
2.513;195.5534475055845
2.543;195.62449693253623
2.573;195.53524627165555
2.603;195.61695000874877
2.633;195.69865374584202
2.663;195.56375037324574
2.693;195.32054344580473
2.723;195.13222469856942
2.753;195.0517139075266
2.783;195.05490894153087
2.813;195.05810397553518
2.843;194.95026579832412
2.873;194.84242762111305
2.903;194.94345957561106
2.933;195.12113027742518
2.963;195.1920038162249
2.993;195.17774609598857
3.023;195.1589491740265
3.053;195.1714246811601
3.083;195.34026233377207
3.113;195.50909998638406
3.143;195.33053344226084
3.173;195.46469237832872
3.203;194.91452944074894
3.233;194.4690358231707
3.263;194.46814826700898
3.293;194.3623346516464
3.323;194.0615518560674
3.353;194.09676548800718
3.383;194.14356520365448
3.413;193.80625083841488
3.443;193.15519806583595
3.473;193.12371476394165
3.503;193.4799831737082
3.533;193.41751503593957
3.563;193.2273860802539
3.593;192.74893802490445
3.623;192.2508763144717
3.653;192.3215806556256
3.683;192.624599260571
3.713;192.90481070476972
3.743;192.86572189851552
3.773;192.7993437439918
3.803;192.8914919674375
3.833;193.17070562593727
3.863;193.45873278364346
3.893;193.650850875739
3.923;193.58910713299076
3.953;193.52736339024256
3.983;193.65663601605124
4.013;193.89093075204767
4.043;194.0472970960536
4.073;193.9609828741623
4.103;194.60759841411829
4.133;194.8922348263361
4.163;194.65708303975202
4.193;194.20454919223215
4.223;193.92695125387434
4.253;193.9829286406606
4.283;193.95742356154727
4.313;193.93191848243393
4.343;193.8799561061538
4.373;193.81476508129026
4.403;193.76217253536842
4.433;193.72847770785916
4.463;193.56117077441917
4.493;192.85941541725626
4.523;192.77369200394867
4.553;192.75641658440276
4.583;192.97015351597642
4.613;193.18385518590998
4.643;193.14572645052098
4.673;192.89407445241514
4.703;192.8955074682758
4.733;192.89694048413648
4.763;193.1935356458535
4.793;193.53554036847154
4.823;193.56798764648155
4.853;193.38847821440328
4.883;193.22625482625483
4.913;193.15043875043875
4.943;193.36683658833147
4.973;193.68205982930542
5.003;193.59154464674737
5.033;193.42518385508126
5.063;192.688934856901
5.093;192.5793439153439
5.123;192.85311922396556
5.153;192.9811459353575
5.183;192.90493513762019
5.213;192.82907913410224
5.243;192.86638851780293
5.273;192.93198924830833
5.303;192.79350034856643
5.333;192.75719578554757
5.363;193.26096067053516
5.393;192.97243713733076
5.423;192.71405749816265
5.453;192.54580944580945
5.483;192.1463217227923
5.513;192.50170892779218
5.543;193.0592904442398
5.573;192.81618595676414
5.603;192.68425717138402
5.633;193.1202748196496
5.663;193.64366884232223
5.693;193.51955654101997
5.723;193.61098813978697
5.753;194.6412544399203
5.783;194.72390193190677
5.813;195.0058910162003
5.843;195.33548700323797
5.873;195.5792968288496
5.903;195.81357485874724
5.933;195.84533822476735
5.963;195.78533349857761
5.993;195.7220113767844
6.023;195.65868925499117
6.053;195.45172413793105
