BPM
80
80
81
81
80
80
80
79
79
79
79
80
80
81
81
81
80
80
79
79
79
80
80
79
79
77
76
75
74
74
75
76
76
77
78
79
79
80
80
80
81
81
80
80
80
81
81
81
81
80
80
80
79
79
78
78
77
77
78
78
79
79
80
79
78
77
75
74
73
73
74
75
76
77
78
78
79
78
78
77
76
77
77
78
79
80
80
81
82
82
83
82
82
80
80
79
78
78
78
79
80
80
81
81
80
80
79
78
78
77
77
77
76
76
76
77
77
78
79
81
81
82
82
81
81
81
81
82
83
83
83
82
80
79
78
79
79
79
80
80
80
80
81
82
82
82
82
82
81
81
81
82
82
81
80
79
77
76
75
74
73
73
73
73
72
72
72
71
71
72
73
74
75
74
74
74
73
73
73
73
74
