Time,Frequ,Polar
46,80.078125,81
47,80.078125,81
48,80.078125,81
49,80.078125,80
50,80.078125,80
51,80.078125,80
52,80.078125,79
53,80.078125,79
54,80.078125,78
55,80.078125,78
56,80.078125,77
57,80.078125,77
58,80.078125,78
59,80.078125,78
60,80.078125,79
61,80.078125,79
62,80.078125,80
63,80.078125,79
64,80.078125,78
65,80.078125,77
66,80.078125,75
67,80.078125,74
68,78.12500000000001,73
69,78.12500000000001,73
70,78.12500000000001,74
71,78.12500000000001,75
72,78.12500000000001,76
73,72.26562500000001,77
74,72.26562500000001,78
75,72.26562500000001,78
76,72.26562500000001,79
77,72.26562500000001,78
78,72.26562500000001,78
79,72.26562500000001,77
80,72.26562500000001,76
81,72.26562500000001,77
82,72.26562500000001,77
83,72.26562500000001,78
84,72.26562500000001,79
85,80.078125,80
86,80.078125,80
87,80.078125,81
88,78.12500000000001,82
89,78.12500000000001,82
90,78.12500000000001,83
91,78.12500000000001,82
92,78.12500000000001,82
93,78.12500000000001,80
94,78.12500000000001,80
95,80.078125,79
96,80.078125,78
97,80.078125,78
98,80.078125,78
99,80.078125,79
100,80.078125,80
101,80.078125,80
102,80.078125,81
103,80.078125,81
104,80.078125,80
105,80.078125,80
106,80.078125,79
107,80.078125,78
108,80.078125,78
109,80.078125,77
110,80.078125,77
111,80.078125,77
112,80.078125,76
113,80.078125,76
114,80.078125,76
115,80.078125,77
116,79.1015625,77
117,78.12500000000001,78
118,78.12500000000001,79
119,78.12500000000001,81
120,78.12500000000001,81
121,78.12500000000001,82
122,78.12500000000001,82
123,78.12500000000001,81
124,78.12500000000001,81
125,78.12500000000001,81
126,78.12500000000001,81
127,78.12500000000001,82
128,78.12500000000001,83
129,78.12500000000001,83
130,78.12500000000001,83
131,82.03125,82
132,82.03125,80
133,82.03125,79
134,82.03125,78
135,82.03125,79
136,82.03125,79
137,82.03125,79
138,82.03125,80
139,82.03125,80
140,80.078125,80
141,80.078125,80
142,80.078125,81
143,81.0546875,82
144,80.72916666666667,82
145,80.078125,82
146,80.078125,82
147,80.078125,82
148,80.078125,81
149,80.078125,81
150,80.078125,81
151,80.078125,82
152,80.078125,82
153,80.078125,81
154,80.078125,80
155,80.078125,79
156,80.72916666666667,77
157,82.03125,76
158,82.03125,75
159,82.03125,74
160,82.03125,73
161,82.03125,73
162,82.03125,73
163,82.03125,73
164,82.03125,72
165,82.03125,72
166,70.3125,72
167,70.3125,71
168,72.26562500000001,71
169,72.26562500000001,72
170,72.26562500000001,73
171,72.26562500000001,74
172,72.26562500000001,75
173,72.26562500000001,74
174,72.26562500000001,74
175,72.26562500000001,74
176,72.26562500000001,73
177,72.26562500000001,73
178,72.26562500000001,73
179,72.26562500000001,73
180,72.26562500000001,74
