Count;Frequencies rightCheek
45.582;74.21875
46.06;74.21875
46.547;74.21875
47.02;74.21875
47.509;74.21875
47.997;74.21875
48.485;74.21875
48.923;74.21875
49.425;74.21875
49.892;74.81875000000001
50.375;75.41875
50.906;76.01875000000001
51.328;76.61875
51.82;80.078125
52.307;80.078125
52.778;80.078125
53.271;80.078125
53.743;80.078125
54.217;80.078125
54.692;80.078125
55.183;80.078125
55.675;80.078125
56.135;80.078125
56.616;80.078125
57.093;80.078125
57.583;80.078125
58.105;80.078125
58.548;80.078125
59.007;80.078125
59.504;80.078125
60.025;79.478125
60.477;78.878125
60.93;78.278125
61.423;77.67812500000001
61.883;77.078125
62.363;76.478125
62.891;75.878125
63.371;75.278125
63.82;74.678125
64.301;74.078125
64.781;73.478125
65.247;72.878125
65.727;72.278125
66.207;71.678125
66.683;71.078125
67.188;70.47812499999999
67.679;69.878125
68.127;69.27812499999999
68.628;68.678125
69.1;68.078125
69.571;67.47812499999999
70.047;66.878125
70.542;66.27812499999999
71.008;65.678125
71.488;65.07812499999999
71.991;64.47812499999999
72.443;63.87812499999999
72.928;64.47812499999999
73.422;65.07812499999999
73.903;65.678125
74.397;66.27812499999999
74.872;66.878125
75.367;70.3125
75.808;70.3125
76.305;70.3125
76.766;70.3125
77.256;70.3125
77.732;70.3125
78.203;70.3125
78.705;70.3125
79.173;70.3125
79.661;70.3125
80.154;70.3125
80.64;70.3125
81.092;70.3125
81.59;70.3125
82.099;70.3125
82.544;70.3125
83.019;70.3125
83.504;70.3125
83.978;70.3125
84.443;70.3125
84.955;70.3125
85.405;70.3125
85.902;70.3125
86.395;70.3125
86.849;70.3125
87.334;70.3125
87.807;70.3125
88.29;70.3125
88.784;70.3125
89.266;70.3125
89.756;70.3125
90.235;70.3125
90.684;70.3125
91.173;70.3125
91.665;69.7125
92.144;69.1125
92.639;68.5125
93.123;67.9125
93.578;67.3125
94.068;66.71249999999999
94.525;66.1125
95.003;62.50000000000001
95.514;62.50000000000001
95.963;62.50000000000001
96.444;62.50000000000001
96.944;62.50000000000001
97.433;62.50000000000001
97.884;62.50000000000001
98.369;62.50000000000001
98.901;62.50000000000001
99.35;63.10000000000001
99.821;63.7
100.313;64.30000000000001
100.785;64.9
101.25;65.5
101.837;66.10000000000001
102.216;66.7
102.695;67.30000000000001
103.164;67.9
103.715;68.50000000000001
104.123;69.10000000000001
104.631;69.70000000000002
105.097;70.30000000000001
105.597;70.9
106.106;71.50000000000001
106.543;72.10000000000001
107.015;72.70000000000002
107.503;73.30000000000001
108.014;73.90000000000002
108.461;74.50000000000001
108.954;75.10000000000002
109.446;75.70000000000002
109.899;76.30000000000001
110.366;76.90000000000002
110.901;77.50000000000001
111.333;78.10000000000002
111.815;78.70000000000002
112.313;79.30000000000003
112.765;80.078125
113.245;80.078125
113.75;80.078125
114.237;80.078125
114.697;80.078125
115.181;80.078125
115.66;80.078125
116.133;78.12500000000001
116.615;78.12500000000001
117.115;78.12500000000001
117.573;78.12500000000001
118.058;78.12500000000001
118.552;78.12500000000001
119.035;78.12500000000001
119.484;78.12500000000001
119.967;78.12500000000001
120.448;78.12500000000001
120.945;78.12500000000001
121.413;78.12500000000001
121.902;78.12500000000001
122.384;78.12500000000001
122.849;78.12500000000001
123.347;78.12500000000001
123.825;78.12500000000001
124.317;78.12500000000001
124.768;78.12500000000001
125.263;78.12500000000001
125.763;78.12500000000001
126.21;78.12500000000001
126.707;78.12500000000001
127.189;78.12500000000001
127.658;78.12500000000001
128.147;78.12500000000001
128.656;78.12500000000001
129.108;78.12500000000001
129.611;78.12500000000001
130.051;78.12500000000001
130.531;78.12500000000001
131.019;78.12500000000001
131.504;78.12500000000001
131.98;78.12500000000001
132.454;78.12500000000001
132.965;78.12500000000001
133.431;78.12500000000001
133.891;77.525
134.363;76.92500000000001
134.885;76.325
135.36;75.72500000000001
135.803;75.125
136.341;74.525
136.769;73.92500000000001
137.27;70.3125
137.735;70.3125
138.209;70.3125
138.703;70.3125
139.165;70.3125
139.664;69.7125
140.13;69.1125
140.608;68.5125
141.086;67.9125
141.585;67.3125
142.098;66.71249999999999
142.551;66.1125
143.009;66.71249999999999
143.5;67.3125
143.991;67.9125
144.445;68.5125
144.939;69.1125
145.426;69.7125
145.91;70.3125
146.372;70.9125
146.854;71.5125
147.363;72.1125
147.817;72.7125
148.288;73.3125
148.826;73.91250000000001
149.271;74.5125
149.732;75.11250000000001
150.207;75.7125
150.692;76.3125
151.194;76.91250000000001
151.681;76.3125
152.132;75.7125
152.629;75.11250000000001
153.131;74.5125
153.588;73.91250000000001
154.132;73.3125
154.529;72.7125
155.006;72.1125
155.502;68.359375
155.975;68.359375
156.444;68.359375
156.946;68.359375
157.438;68.359375
157.889;68.359375
158.378;68.359375
158.862;68.359375
159.335;68.359375
159.826;68.359375
160.326;68.359375
160.768;68.359375
161.266;68.359375
161.752;68.359375
162.233;68.359375
162.71;68.359375
163.164;68.359375
163.664;68.359375
164.141;68.359375
164.631;68.359375
165.106;68.359375
165.581;70.3125
166.061;70.3125
166.547;70.3125
167.025;70.3125
167.489;70.3125
167.98;70.3125
168.459;70.3125
168.982;70.3125
169.427;70.3125
169.921;70.3125
170.368;70.3125
170.854;70.3125
171.357;70.3125
171.84;70.3125
172.34;70.3125
172.821;70.3125
173.261;70.3125
173.784;70.3125
174.206;70.3125
174.693;70.3125
175.203;70.3125
175.679;70.3125
176.126;70.3125
176.622;70.3125
177.127;70.3125
177.574;70.3125
178.049;70.3125
178.572;70.3125
179.032;70.3125
179.51;70.3125
179.969;70.3125
