Count;Frequencies rightCheek
45.575;44.92187500000001
46.039;44.92187500000001
46.535;44.92187500000001
47.013;44.92187500000001
47.546;44.92187500000001
47.956;44.92187500000001
48.47;44.92187500000001
48.93;44.92187500000001
49.452;44.92187500000001
49.902;44.92187500000001
50.427;44.92187500000001
50.856;44.92187500000001
51.331;44.92187500000001
51.8;44.92187500000001
52.33;44.92187500000001
52.747;44.92187500000001
53.228;44.92187500000001
53.773;44.92187500000001
54.216;44.92187500000001
54.685;44.92187500000001
55.205;44.92187500000001
55.688;44.92187500000001
56.107;44.92187500000001
56.602;44.92187500000001
57.109;44.92187500000001
57.579;117.18750000000001
58.059;117.18750000000001
58.523;117.18750000000001
59.036;117.18750000000001
59.524;117.18750000000001
59.976;117.18750000000001
60.454;117.18750000000001
60.939;117.18750000000001
61.392;117.18750000000001
61.877;117.18750000000001
62.349;117.18750000000001
62.827;117.18750000000001
63.413;117.18750000000001
63.819;117.18750000000001
64.297;117.18750000000001
64.778;117.18750000000001
65.297;117.18750000000001
65.716;117.18750000000001
66.227;117.18750000000001
66.706;117.18750000000001
67.155;117.18750000000001
67.664;117.18750000000001
68.17;117.18750000000001
68.593;117.18750000000001
69.089;117.18750000000001
69.578;117.18750000000001
70.028;117.18750000000001
70.529;115.234375
71.016;115.234375
71.482;115.234375
71.981;115.234375
72.49;115.234375
72.934;115.234375
73.387;115.234375
73.906;115.234375
74.358;115.234375
74.864;115.234375
75.313;115.234375
75.808;113.28125000000001
76.324;113.28125000000001
76.782;113.28125000000001
77.259;113.28125000000001
77.741;113.28125000000001
78.197;113.28125000000001
78.677;113.28125000000001
79.198;113.28125000000001
79.661;113.28125000000001
80.127;113.28125000000001
80.622;113.28125000000001
81.071;113.28125000000001
81.598;113.28125000000001
82.037;113.28125000000001
82.515;113.28125000000001
83.056;113.28125000000001
83.48;113.28125000000001
84.007;113.28125000000001
84.464;113.28125000000001
84.973;113.28125000000001
85.425;113.28125000000001
85.876;113.28125000000001
86.371;113.28125000000001
86.837;113.28125000000001
87.313;113.28125000000001
87.824;113.28125000000001
88.283;113.28125000000001
88.754;113.28125000000001
89.234;113.28125000000001
89.752;113.28125000000001
90.228;113.28125000000001
90.708;44.92187500000001
91.203;44.92187500000001
91.661;44.92187500000001
92.134;44.92187500000001
92.641;44.92187500000001
93.067;44.92187500000001
93.577;44.92187500000001
94.03;44.92187500000001
94.54;44.92187500000001
95.173;44.92187500000001
95.502;44.92187500000001
95.957;44.92187500000001
96.46;44.92187500000001
96.938;44.92187500000001
97.45;44.92187500000001
97.898;44.92187500000001
98.351;44.92187500000001
98.852;44.92187500000001
99.312;44.92187500000001
99.801;44.92187500000001
100.286;44.92187500000001
100.775;44.92187500000001
101.243;44.92187500000001
101.729;44.92187500000001
102.195;44.92187500000001
102.719;44.92187500000001
103.166;44.92187500000001
103.659;44.92187500000001
104.159;44.92187500000001
104.587;44.92187500000001
105.087;44.92187500000001
105.557;44.92187500000001
106.042;44.92187500000001
106.535;105.46875000000001
107.032;105.46875000000001
107.495;105.46875000000001
107.948;105.46875000000001
108.473;105.46875000000001
108.946;105.46875000000001
109.433;105.46875000000001
109.918;105.46875000000001
110.398;105.46875000000001
110.845;105.46875000000001
111.322;105.46875000000001
111.807;105.46875000000001
112.331;105.46875000000001
112.786;105.46875000000001
113.252;105.46875000000001
113.731;105.46875000000001
114.198;105.46875000000001
114.672;105.46875000000001
115.18;105.46875000000001
115.681;105.46875000000001
116.121;105.46875000000001
116.618;105.46875000000001
117.069;105.46875000000001
117.59;105.46875000000001
118.07;105.46875000000001
118.558;105.46875000000001
119.052;105.46875000000001
119.491;105.46875000000001
119.965;105.46875000000001
120.48;105.46875000000001
120.941;44.92187500000001
121.393;44.92187500000001
121.88;44.92187500000001
122.374;44.92187500000001
122.899;44.92187500000001
123.351;44.92187500000001
123.819;44.92187500000001
124.283;44.92187500000001
124.766;44.92187500000001
125.253;44.92187500000001
125.738;44.92187500000001
126.226;44.92187500000001
126.701;44.92187500000001
127.183;44.92187500000001
127.67;44.92187500000001
128.174;44.92187500000001
128.615;44.92187500000001
129.089;44.92187500000001
129.559;44.92187500000001
130.036;44.92187500000001
130.524;44.92187500000001
131.034;44.92187500000001
131.499;44.92187500000001
131.951;44.92187500000001
132.436;44.92187500000001
132.915;101.56250000000001
133.406;101.56250000000001
133.887;101.56250000000001
134.401;101.56250000000001
134.841;101.56250000000001
135.329;101.56250000000001
135.797;101.56250000000001
136.323;101.56250000000001
136.749;101.56250000000001
137.26;101.56250000000001
137.749;101.56250000000001
138.212;101.56250000000001
138.723;101.56250000000001
139.178;101.56250000000001
139.633;101.56250000000001
140.117;101.56250000000001
140.65;101.56250000000001
141.112;101.56250000000001
141.55;101.56250000000001
142.049;101.56250000000001
142.53;101.56250000000001
142.996;101.56250000000001
143.479;101.56250000000001
143.962;101.56250000000001
144.457;101.56250000000001
144.957;103.515625
145.407;103.515625
145.895;103.515625
146.425;103.515625
146.85;103.515625
147.333;50.78125000000001
147.845;50.78125000000001
148.293;50.78125000000001
148.782;50.78125000000001
149.246;50.78125000000001
149.769;50.78125000000001
150.202;50.78125000000001
150.673;50.78125000000001
151.172;50.78125000000001
151.646;50.78125000000001
152.161;50.78125000000001
152.603;50.78125000000001
153.098;50.78125000000001
153.572;50.78125000000001
154.053;50.78125000000001
154.522;50.78125000000001
155.007;50.78125000000001
155.502;50.78125000000001
155.968;101.56250000000001
156.482;101.56250000000001
156.922;101.56250000000001
157.407;101.56250000000001
157.915;101.56250000000001
158.372;101.56250000000001
158.847;101.56250000000001
159.376;101.56250000000001
159.842;101.56250000000001
160.31;101.56250000000001
160.778;101.56250000000001
161.235;101.56250000000001
161.726;101.56250000000001
162.208;101.56250000000001
162.729;101.56250000000001
163.186;101.56250000000001
163.668;101.56250000000001
164.197;101.56250000000001
164.664;101.56250000000001
165.1;101.56250000000001
165.562;101.56250000000001
166.048;101.56250000000001
166.51;101.56250000000001
167.049;101.56250000000001
167.532;101.56250000000001
167.949;101.56250000000001
168.459;101.56250000000001
168.923;101.56250000000001
169.477;101.56250000000001
169.89;101.56250000000001
170.379;101.56250000000001
170.893;101.56250000000001
171.341;101.56250000000001
171.832;101.56250000000001
172.323;101.56250000000001
172.76;101.56250000000001
173.252;101.56250000000001
173.721;101.56250000000001
174.2;101.56250000000001
174.722;101.56250000000001
175.181;91.796875
175.693;91.796875
176.137;91.796875
176.647;91.796875
177.102;91.796875
177.603;91.796875
178.084;91.796875
178.55;91.796875
179.007;91.796875
179.481;91.796875
179.997;91.796875
