time;interpolated Pixel rightCheek
0;208.3581081081081
0.007;208.35845590194117
0.037;208.35994644693997
0.067;208.3614369919388
0.097;208.36292753693763
0.127;208.36441808193646
0.157;208.3659086269353
0.187;208.36739917193412
0.217;208.36888971693296
0.247;208.37038026193176
0.277;208.3718708069306
0.307;208.37336135192942
0.337;208.37485189692825
0.367;208.37634244192708
0.397;208.3778329869259
0.427;208.37932353192474
0.457;208.38081407692354
0.487;208.38230462192237
0.517;208.3837951669212
0.547;208.38528571192003
0.577;208.38677625691886
0.607;208.3882668019177
0.637;208.38975734691653
0.667;208.39124789191533
0.697;208.39273843691416
0.727;208.394228981913
0.757;208.39571952691182
0.787;208.39721007191065
0.817;208.39870061690948
0.847;208.4001911619083
0.877;208.40168170690714
0.907;208.40317225190594
0.937;208.40466279690477
0.967;209.45960241116703
0.997;210.77790429274515
1.027;212.09620617432324
1.057;212.9357581650212
1.087;213.22816742328473
1.117;213.4557858186976
1.147;213.42424076270783
1.177;213.3926957067181
1.207;213.7006656701094
1.237;214.02034304796211
1.267;214.04365118577076
1.297;213.91877470355732
1.327;213.76648222942345
1.357;213.58285719309475
1.387;213.4662760426109
1.417;213.68491432135113
1.447;214.06048722764578
1.477;213.93617623019583
1.507;213.6501066434832
1.537;213.49817471592814
1.567;213.4587422515936
1.597;213.65760775915123
1.627;213.51766240799546
1.657;213.3777170568397
1.687;213.28744541276444
1.717;213.20481587747082
1.747;213.35851233530417
1.777;213.6697594552222
1.807;213.8686697694909
1.837;213.92067810714124
1.867;213.9511145116063
1.897;213.90271002710028
1.927;213.90271002710028
1.957;214.0864878976515
1.987;214.29853928674905
2.017;214.38855174913903
2.047;214.4079100960667
2.077;214.42673447845698
2.107;214.44208809135398
2.137;214.457441704251
2.167;214.5640693471516
2.197;214.68473914851424
2.227;214.72341373433036
2.257;214.71374948372625
2.287;214.70961929365652
2.317;214.6538761105222
2.347;214.47770261023723
2.377;214.30152910995224
2.407;213.77741315520333
2.437;212.94884755279844
2.467;212.46606351099837
2.497;212.54202897676979
2.527;212.36768235678414
2.557;212.1933357367985
2.587;212.2512872271956
2.617;212.4141835592185
2.647;212.61168322664022
2.677;212.7373397764359
2.707;212.69536238510415
2.737;212.63730944107044
2.767;212.1130654686809
2.797;211.92189807529354
2.827;211.87347778719283
2.857;211.73281359479046
2.887;211.4999054980864
2.917;211.42409398661755
2.947;211.4268307677663
2.977;211.72142310149474
3.007;212.2832788232134
3.037;212.3875590526299
3.067;212.4918392820464
3.097;212.29981209526898
3.127;212.30661899118138
3.157;212.38038207348185
3.187;212.47668779329243
3.217;212.59271832092435
3.247;212.705555750239
3.277;212.81759490497433
3.307;212.84618877270225
3.337;212.83529735504547
3.367;212.86880442876105
3.397;212.9023115024766
3.427;213.10154299349907
3.457;213.30077448452155
3.487;213.34062078272603
3.517;213.44336525419428
3.547;213.48730725765472
3.577;213.39606513610474
3.607;213.3326567997888
3.637;213.5197525305793
3.667;213.45036164396817
3.697;213.25272744865623
3.727;213.37500394198972
3.757;213.77145951800705
3.787;213.76774205979387
3.817;213.73986112319517
3.847;213.71198018659646
3.877;213.54601889338733
3.907;213.74173880163565
3.937;214.0505373441669
3.967;214.19464333068152
3.997;214.15432012104762
4.027;214.06344868293604
4.057;214.03533751502133
4.087;214.00722634710658
4.117;213.80205141941929
4.147;213.69748729804874
4.177;213.7845823260811
4.207;213.7805791729724
4.237;213.72053187634188
4.267;213.66048457971132
4.297;213.92747701736465
4.327;214.13870705871915
4.357;214.2016423156798
4.387;214.0703384604269
4.417;213.6363636918985
4.447;213.2023889233701
4.477;213.1879230977525
4.507;213.14797424861047
4.537;213.08693353992405
4.567;213.01478818397874
4.597;212.98187061204095
4.627;213.05992722905967
4.657;213.15347276075755
4.687;213.08022109717024
4.717;212.96527013476165
4.747;212.89192040489354
4.777;212.84630483005242
4.807;212.87608163265304
4.837;212.9097748209972
4.867;212.4532395006352
4.897;212.206686511115
4.927;211.96013352159483
4.957;211.94791253333034
4.987;212.0713574405297
5.017;212.16711657127635
5.047;212.22134703734392
5.077;212.26653909240022
5.107;212.2749442045588
5.137;212.40102088693752
5.167;212.5270975693162
5.197;212.53194614838253
5.227;212.41967139733026
5.257;212.2715883362104
5.287;212.186090736213
5.317;212.1843735258882
5.347;212.21124932847295
5.377;212.24735069861052
5.407;212.3664821767233
5.437;212.42941649797817
5.467;212.56616643929058
5.497;212.59192912605235
5.527;212.53072869266524
5.557;212.4828983703473
5.587;212.59295995485743
5.617;213.1972497249725
5.647;212.49757975797579
5.677;212.56837397750084
5.707;212.57335169374826
5.737;212.49932250068852
5.767;212.4400991462407
5.797;212.44020258242594
5.827;212.4433056679833
5.857;212.49415810590364
5.887;212.51074735856045
5.917;212.50324705152227
5.947;212.59796197243588
5.977;212.8410839890105
6.007;212.97162008601717
6.037;213.2223973473461
6.067;212.94912898443292
6.097;212.56933376575242
6.127;212.33574304879187
6.157;212.2895687485986
6.187;212.3282614845003
6.217;212.39903746954184
6.247;212.4037558685446
6.277;212.68108023894294
6.307;212.8299012693935
6.337;212.8722143864598
6.367;212.90281034882005
6.397;212.9131675894154
6.427;212.9311718872353
6.457;212.9988820570151
6.487;212.78310522563999
6.517;212.56732839426485
6.547;212.52417302798983
6.577;212.16866080689496
6.607;212.0215859913745
6.637;212.14593421687488
6.667;212.11512444267493
6.697;212.09467974696057
6.727;212.21934615004446
6.757;212.34401255312838
6.787;212.42813265864717
6.817;212.45789956649685
6.847;212.6021760667719
6.877;212.7874689483853
6.907;212.68380584361816
6.937;212.06182721501517
6.967;211.8421758808651
6.997;211.85323886639677
7.027;211.89491826031906
7.057;211.9320369864488
7.087;212.08166323126463
7.117;212.2312894760805
7.147;212.12023646990178
7.177;211.99056351722345
7.207;211.98192087696881
7.237;212.02514837061008
7.267;211.9813142487072
7.297;211.80688770348817
7.327;211.48874765060836
7.357;211.15463943021072
7.387;211.12048889412094
7.417;210.99112298204957
7.447;210.83560831779312
7.477;210.87896494156928
7.507;210.86229973933163
7.537;210.73731072254927
7.567;210.82754135659897
7.597;210.9508827061613
7.627;210.99710719894205
7.657;210.9664106834798
7.687;210.88730255759492
7.717;210.8119804691665
7.747;210.75558856802047
7.777;210.69919666687443
7.807;210.64118618756413
7.837;210.58311989521368
7.867;210.53057291569462
7.897;210.79644073465914
7.927;211.0595519684078
7.957;211.0795108496519
7.987;211.0961432506887
8.017;211.09909618661564
8.047;211.14339022552
8.077;211.18768426442432
8.107;211.225026882791
8.137;211.23808196264287
8.167;211.36878264256964
8.197;211.39291989747392
8.227;211.19970683900996
8.257;211.3874948516991
8.287;211.57528286438824
8.317;211.77864686730723
8.347;211.73504822546494
8.377;211.54621679070127
8.407;211.5425711393544
8.437;211.7395820162118
8.467;211.91462415881065
8.497;212.10401649419134
8.527;212.42256056460886
8.557;212.22688963337978
