time;Pixel rightCheek
0;208.3581081081081
0.943;208.40496090590455
1.043;212.79930051116492
1.111;213.46209482989553
1.178;213.39164420485176
1.247;214.12690217391304
1.313;213.8521739130435
1.382;213.42983632948753
1.419;213.69949020660047
1.458;214.2023074859136
1.492;213.72607260726073
1.558;213.3918223666396
1.595;213.66693744922827
1.661;213.3590576766856
1.729;213.17176406335335
1.794;213.84613282317574
1.861;213.96228477726154
1.893;213.90271002710028
1.931;213.90271002710028
1.998;214.37629146275148
2.073;214.4246873300707
2.141;214.4594888526373
2.209;214.73300706905928
2.241;214.71595225176344
2.308;214.7067281606077
2.391;214.21931480981925
2.456;212.42408933794204
2.493;212.56527519276787
2.561;212.17008952080042
2.597;212.28251711427066
2.668;212.74993299383544
2.736;212.6547842401501
2.776;211.95579227696405
2.842;211.84926764314247
2.897;211.4222694658517
2.964;211.42838161041723
3.001;212.2624227773301
3.069;212.49879129734086
3.104;212.250067294751
3.171;212.41480484522208
3.223;212.61592442645073
3.289;212.86241056686848
3.329;212.826362135388
3.397;212.9023115024766
3.463;213.34062078272603
3.498;213.34062078272603
3.533;213.52988691437804
3.604;213.31394722670976
3.647;213.5821177741761
3.714;213.14073473797947
3.749;213.77145951800705
3.783;213.77145951800705
3.849;213.7101214574899
3.884;213.5049932523617
3.951;214.19464333068152
3.986;214.19464333068152
4.02;214.07000795544948
4.088;214.0062893081761
4.137;213.66119770303527
4.171;213.7845823260811
4.205;213.7845823260811
4.273;213.64847512038523
4.306;214.03210272873193
4.343;214.21992940537606
4.38;214.1715992397502
4.448;213.1879230977525
4.483;213.1879230977525
4.522;213.12300621789672
4.589;212.96188158961883
4.622;213.04433630711003
4.663;213.17218186709712
4.729;212.91928974979822
4.796;212.8174149659864
4.831;213.00408163265305
4.865;212.4696763666032
4.938;211.86973075877074
5.005;212.14542438484932
5.072;212.26653909240022
5.105;212.26653909240022
5.171;212.54390779363337
5.205;212.5282656421515
5.273;212.19261070361316
5.308;212.17631078511275
5.374;212.23543755079925
5.409;212.37442427526415
5.443;212.4412005457026
5.479;212.6286493860846
5.546;212.49196841818676
5.581;212.46310917506125
5.616;213.22057205720571
5.651;212.4042904290429
5.686;212.6251721288901
5.761;212.4400991462407
5.796;212.4400991462407
5.831;212.4437194127243
5.868;212.51549755301795
5.936;212.49849685706477
5.971;212.8149767696092
6.009;212.98032249248428
6.042;213.265625
6.113;212.36677631578948
6.151;212.28254316251028
6.184;212.32118388599616
6.219;212.4037558685446
6.252;212.4037558685446
6.288;212.8031029619182
6.356;212.8990126939351
6.423;212.922143864598
6.457;212.9988820570151
6.523;212.52417302798983
6.557;212.52417302798983
6.591;211.91980225212853
6.628;212.15517714913486
6.695;212.08636865342163
6.762;212.3647902869757
6.797;212.45346960731575
6.831;212.4610005379236
6.868;212.7874689483853
6.902;212.7874689483853
6.937;212.06182721501517
6.973;211.7982456140351
7.012;211.8876096491228
7.052;211.90709927897947
7.119;212.2412645590682
7.186;211.95166163141994
7.255;212.05108486679484
7.3;211.78944504896626
7.366;211.0544069640914
7.4;211.16139675556778
7.435;210.81083310420675
7.468;210.87896494156928
7.503;210.87896494156928
7.541;210.72064552031162
7.608;210.9961078676675
7.645;210.99805393383375
7.712;210.82137911935752
7.778;210.69731693683622
7.845;210.5676355505869
7.878;210.5120415982485
7.914;211.05090311986865
7.982;211.0961432506887
8.015;211.0961432506887
8.083;211.19654307220517
8.118;211.23808196264287
8.152;211.23808196264287
8.185;211.5256234584818
8.219;211.1496300356262
8.293;211.61284046692606
8.328;211.85464146748194
8.393;211.44550669216062
8.427;211.68123463534553
8.494;212.0721620871496
8.529;212.44379683597003
8.563;212.18040951853902
8.6;212.18040951853902
8.634;212.42932372505544
8.667;212.52134146341464
8.701;212.52134146341464
8.768;212.42093901780896
8.836;212.10310965630114
8.907;212.1683033278778
8.942;212.11708253358924
8.98;211.60734850562105
9.048;211.04936569222284
9.083;211.2785438499724
9.118;212.22153500140567
9.191;212.49058195108236
9.258;212.88842975206612
9.291;213.12947658402203
9.324;213.20606060606062
9.361;213.3969696969697
9.395;213.60606904231625
9.433;212.95796213808464
9.467;212.64523220665018
9.506;212.7191536136301
9.572;213.02967848309976
9.639;213.70421753607104
9.672;213.99972253052164
9.712;213.4233030464992
9.746;213.61304115446285
9.787;213.32121859967933
9.854;213.1640498105035
9.92;212.98023822414726
9.955;213.4212080536913
9.99;213.46711409395974
10.061;213.46711409395974
10.098;214.11526986710064
10.164;214.01356116083537
10.202;214.94246721969495
10.239;214.41450361252342
10.275;215.01516764236297
10.309;214.84539648749336
10.376;214.39329430548165
10.411;214.72581507215392
10.445;214.80625334045965
10.483;215.36954148471617
10.521;215.1880458515284
10.588;215.6609006040637
10.667;215.39181768259198
10.734;215.29818780889622
10.768;215.6573002754821
10.805;214.36170798898073
10.841;214.60463847203275
10.907;214.76480218281037
10.941;214.2597473915431
10.975;214.2597473915431
11.043;215.0715451577802
11.078;215.569640914037
11.112;215.569640914037
11.181;215.43799893560404
11.219;215.7288451303885
11.256;215.302835741038
11.317;216.13643659711076
11.359;216.13643659711076
11.395;216.13544746036013
11.43;216.4942219833378
11.467;216.4942219833378
11.501;215.86445147679325
11.584;215.64644575093533
11.621;215.57135221806521
11.654;215.57135221806521
11.688;215.64350614644576
11.746;215.77025942765445
11.815;215.36969061352912
11.851;215.63109596224436
11.918;215.55339547270307
11.952;215.7387483355526
11.991;215.987594390507
12.053;215.2704962243797
12.123;214.7381079636558
12.158;214.8848209513629
12.195;215.06386958845536
12.229;214.67525496511004
12.269;214.67525496511004
12.305;214.45630026809653
12.372;214.60134048257373
12.406;214.39194915254237
12.474;213.79952330508473
12.558;213.2400534045394
12.654;213.0675567423231
12.722;213.74446842957366
12.757;213.74446842957366
12.792;212.59864682002706
12.83;213.04113667117727
12.868;213.04113667117727
12.902;212.6867242309768
12.939;212.5990286022666
13.004;212.60224473035862
13.039;212.78100191623324
13.077;212.79113057760745
13.111;212.57220560239327
13.18;212.61517541474026
13.214;212.44130675526026
13.248;212.0218715393134
13.349;213.00274649821478
13.383;212.60889865421586
13.421;212.41197473221644
13.488;212.3230897009967
13.523;212.64922480620154
13.558;212.02026651860078
13.596;212.05385896724042
13.662;211.84976525821597
13.696;211.95056614194974
13.764;212.2304070894489
13.832;211.61648444070647
13.869;211.61648444070647
13.935;211.27782450238294
13.969;211.10484780157836
14.004;211.42220969560316
14.046;211.64963503649636
14.112;211.7007299270073
14.146;211.5744917850181
14.182;211.66583124477862
14.255;212.1046676096181
14.292;211.67751060820368
14.329;211.13946251768033
14.362;210.667335243553
14.396;210.6865329512894
14.429;210.80204487361544
14.463;210.69980119284295
14.501;210.969894916217
14.54;210.57142857142858
14.582;210.43574297188755
14.657;210.45897877223177
14.733;210.35089234312034
14.799;209.5964306275187
14.833;209.22548734361362
14.867;209.22548734361362
14.901;209.832006822058
14.939;209.76947129050598
15.005;209.8985590778098
15.073;210.02829379822808
15.106;210.02829379822808
15.146;210.33095170048585
15.181;210.33095170048585
15.215;210.2621637092158
15.251;209.83085289066972
15.289;209.91507006005148
15.328;210.03946239633973
15.394;209.90921905835918
15.427;209.90921905835918
15.495;210.30191873589166
15.529;210.30191873589166
15.564;210.5962785452495
15.598;210.67662813645333
15.665;210.0924464487035
15.732;209.75817361894025
15.769;209.75817361894025
15.808;210.2685502283105
15.873;210.53938356164383
15.94;210.59101382488478
15.977;210.59101382488478
16.012;210.743309352518
16.048;210.92776978417265
16.115;210.3467394426889
16.163;210.29962654409653
16.201;210.08962941683424
16.251;210.2743464521689
16.318;210.17672290534745
16.385;210.47154704032027
16.48;211.4140692021733
16.548;211.1767375886525
16.584;210.98496453900708
16.651;211.188261979019
16.732;210.8971346704871
16.8;210.70916905444125
16.834;210.19483834373227
16.901;210.21866137266025
16.94;210.73295128939827
17.007;210.3134670487106
17.04;209.5653273391402
17.108;209.3062658050014
17.148;209.42455745996065
17.194;209.68881916714204
17.264;209.34911580148318
17.336;209.27280429257272
17.376;209.27280429257272
17.415;209.11544943820223
17.449;208.79915730337078
17.487;208.79813927262475
17.526;208.42571186918522
17.592;207.68636877828055
17.68;208.2531108597285
17.723;207.95009812167086
17.759;207.91084945332213
17.793;208.49845808802917
17.828;208.49845808802917
17.895;208.90552735476592
17.93;208.90552735476592
17.966;209.1430170724881
18;209.3143017072488
18.065;209.64852037967617
18.121;210.2677275265215
18.188;209.920476586312
18.222;210.64671654197838
18.255;210.31658291457288
18.291;210.23003908431045
18.325;210.23003908431045
18.358;209.5543324865933
18.393;208.9040361275755
18.426;208.9040361275755
18.461;209.29224137931035
18.495;209.29224137931035
18.539;209.13045977011495
18.576;209.31671388101984
18.614;208.99773371104817
18.655;209.30198300283286
18.758;209.67762039660056
18.796;209.2529745042493
18.835;208.9446952595937
18.869;208.6094808126411
18.943;208.23930180180182
18.976;208.81109234234233
19.014;208.47550675675674
19.082;208.67032657657657
19.124;208.61626248216834
19.19;208.9848787446505
19.225;209.34022662889518
19.261;208.8872521246459
19.328;208.67045454545453
19.362;208.94715909090908
19.424;209.42836839113133
19.491;210.81807845366686
19.523;211.1831065759637
19.559;212.04506802721087
19.593;213.38463718820861
19.627;213.4066590779738
19.665;215.40552077404666
19.73;218.39015367103016
19.775;222.0568666477111
19.842;222.6383281205573
19.909;221.23665631177633
19.947;220.0530923467947
20.013;220.24194460146975
20.047;220.24194460146975
20.081;219.69988706945227
20.148;218.3300395256917
20.184;218.44584031267448
20.252;215.38777219430486
20.318;214.20619983393303
20.384;213.46111264876834
20.463;211.4660946581788
20.518;210.93365195389373
20.584;210.27973010964297
20.618;209.93901396409234
20.686;209.72014819036764
20.719;209.22348269994328
20.753;208.80005672149744
20.832;208.71375886524822
20.899;208.6663829787234
20.933;208.69268153230416
20.973;208.92967409948542
21.041;209.12770809578106
21.076;209.46436716077537
21.114;209.40738620097338
21.152;210.20526767821357
21.219;210.73621034581308
21.253;210.98028008002285
21.286;210.98028008002285
21.319;211.44218077474892
21.36;212.02812051649929
21.402;212.32338593974174
21.436;212.47365373480022
21.472;212.001447596989
21.512;211.77914637639645
21.581;211.4786594099112
21.612;211.51988472622477
21.68;209.94956772334294
21.752;209.02334293948127
21.786;208.97273501846067
21.856;208.5614882135757
21.89;208.75354353485682
21.968;208.50911194677465
22.008;208.64923685698133
22.073;208.5175240248728
22.107;208.5484606613455
22.173;208.22405929304446
22.242;207.69886363636363
22.278;207.71079545454546
22.32;207.63806818181817
22.354;207.8867442520579
22.389;207.8867442520579
22.456;208.69032074936135
22.49;208.5065266742338
22.523;209.14188422247446
22.56;209.55703745743475
22.594;210.1268003388873
22.628;210.1268003388873
22.695;209.90756771851437
22.762;210.07483943032673
22.796;209.77064479638008
22.863;209.76074660633483
22.896;209.85775615340583
22.963;209.53176874642244
23.03;209.1910176236498
23.064;209.4295054007959
23.099;209.4295054007959
23.133;209.3939738487777
23.168;209.58082975679542
23.203;208.8271816881259
23.241;209.26186291739896
23.307;209.2088459285296
23.341;209.28563234872382
23.408;209.46864975211432
23.442;209.46398366870807
23.493;209.54184893554972
23.563;209.82589676290465
23.6;209.82589676290465
23.634;210.01144366197184
23.669;209.87235915492957
23.706;209.68016431924883
23.773;209.70737394345673
23.814;209.9807636257651
23.916;211.2937245787333
23.981;211.98866937826844
24.021;212.7429587903943
24.087;213.35813815594426
24.122;213.62939481268012
24.175;213.72247838616715
24.223;213.1726639582124
24.257;213.15089959373185
24.296;213.26411815812338
24.331;212.77961193165365
24.37;212.83869099333913
24.431;212.71387366599365
24.478;212.4153446783963
24.513;212.35448514565908
24.556;212.35448514565908
24.59;211.6742380678551
24.657;211.6408855664175
24.691;211.47996565540927
24.725;210.62278191184888
24.76;210.01733102253033
24.833;209.8376660889659
24.9;209.47281186391393
24.969;209.8261122419308
25.039;210.3222381635581
25.076;210.61463414634147
25.11;211.07144906743184
25.143;211.07144906743184
25.177;211.00342955130037
25.25;211.049156901972
25.284;210.87857961053837
25.318;211.19301260022908
25.385;211.3330457290768
25.418;211.60051768766178
25.484;211.71383193762634
25.518;211.66820675714698
25.584;211.8654124457308
25.652;211.94761215629524
25.687;211.56812933025404
25.721;210.84237875288684
25.754;210.84237875288684
25.789;210.76760969976905
25.857;210.5258519388954
25.923;210.12191539365452
25.994;210.11571675302244
26.061;210.10880829015545
26.094;209.93567251461988
26.128;209.78040935672516
26.163;210.00747986191024
26.23;209.45051783659378
26.265;208.89718804920915
26.332;208.88869361452842
26.375;208.51279069767443
26.41;208.51279069767443
26.445;208.71046511627907
26.484;208.6799418604651
26.54;209.00233576642336
26.607;209.22283396117066
26.645;209.22283396117066
26.681;209.42594215600352
26.718;209.26993865030676
26.785;209.28510028653295
26.821;209.27736389684813
26.898;209.45558739255014
26.941;209.78521536670547
27.008;209.98428405122235
27.074;210.5043103448276
27.108;210.19511494252873
27.175;209.49683908045978
27.209;209.5568862275449
27.242;209.32392358140862
27.31;209.14687320711417
27.342;209.06167527251864
27.381;209.00144133756126
27.417;208.74718939175554
27.452;208.5924238108801
27.487;208.82597550555397
27.521;208.82597550555397
27.57;209.08205128205128
27.641;208.87321937321937
27.709;208.37827715355806
27.744;208.1405934889081
27.778;208.16594641313742
27.811;207.77901977644024
27.849;207.77901977644024
27.916;207.27906304222094
27.988;207.98785425101215
28.028;208.06400231682593
28.094;207.91080220098465
28.151;208.12164889017006
28.192;207.82559815508793
28.257;208.0361938120257
28.324;208.39813193228255
28.367;208.3603811723939
28.437;208.31244585619405
28.474;208.2590239676581
28.526;208.02490587894584
28.56;208.08601216333622
28.598;208.08601216333622
28.632;207.4227760069545
28.699;206.72645609968126
28.735;206.3629434183524
28.789;206.46467311638816
28.822;206.5538913362702
28.889;206.2546255506608
28.957;206.15524718126628
28.992;206.15524718126628
29.03;206.11592945938133
29.063;206.1971789597414
29.129;205.23861298853953
29.207;205.28210402585952
29.267;205.37452966714906
29.334;205.31316931982633
29.368;205.8413932066782
29.434;205.78785261945885
29.519;206.00374208405296
29.563;205.78888248847926
29.631;205.13882488479263
29.699;206.1239501882421
29.733;206.05502461627572
29.805;205.64717800289435
29.871;205.79681620839364
29.904;205.85143863769818
29.97;205.74515560775103
30.004;205.74515560775103
30.038;205.7242774566474
30.072;205.18323699421964
30.138;205.24442538593482
30.191;205.11377930245854
30.239;205.453065969195
30.273;205.453065969195
30.309;205.7131647776809
30.343;206.23391812865498
30.379;206.36315789473684
30.456;206.76900838392598
30.501;206.90546400693842
30.536;207.02228571428572
30.57;207.02228571428572
30.603;206.35914285714287
30.669;206.26306670516894
30.877;206.5165277378557
30.943;206.40557631503304
30.976;206.75110586847538
31.011;206.75110586847538
31.079;206.34951740274934
31.114;206.2971629131325
31.182;206.5719730284374
31.249;206.3435942538845
31.283;206.51772225450318
31.316;206.51772225450318
31.35;206.31551423590935
31.384;206.1453655728267
31.416;206.1453655728267
31.455;206.0359505320679
31.567;205.36492343253394
31.602;205.36492343253394
31.639;205.23028026581912
31.675;205.20293609671847
31.709;205.2245250431779
31.775;205.55084745762713
31.837;205.67621274108708
31.871;205.52867902665122
31.906;205.57010428736965
31.977;205.79403244495944
32.053;205.30631670031727
32.12;204.99798096336892
32.226;204.86829126776908
32.296;204.96228604583695
32.364;205.47411285631182
32.398;205.434554973822
32.432;205.79163034001743
32.467;206.5222319093287
32.503;206.79066396056828
32.537;206.69643374891274
32.605;206.4172223832995
32.672;206.68728121353558
32.707;206.68728121353558
32.742;206.4970828471412
32.779;206.32687301128146
32.82;206.6809372288111
32.921;206.78305963699222
32.958;206.88331892826275
33.025;207.1791788856305
33.092;206.37059503177355
33.159;206.57827845176197
33.194;206.38330444829577
33.228;206.59214767067095
33.3;206.56929387635512
33.334;207.04014063873424
33.369;206.91545965119715
33.404;206.78007685486256
33.438;206.7076559266923
33.506;206.4934574004071
33.54;205.97470194824078
33.608;206.39296187683286
33.674;206.18944281524927
33.709;206.18436237738027
33.775;206.37103289094057
33.809;206.89050246877724
33.843;206.9750217833285
33.911;206.92107570885705
34.002;207.33995907629347
34.092;206.3167104111986
34.159;206.10644502770486
34.192;206.17381160688248
34.226;206.2143482064742
34.261;205.5301761478487
