time;interpolated Pixel leftCheek
0;222.47995212447637
0.007;222.4748815980574
0.037;222.45315077054752
0.067;222.43141994303764
0.097;222.40968911552775
0.127;222.38795828801787
0.157;222.36622746050801
0.187;222.34449663299813
0.217;222.32276580548825
0.247;222.30103497797836
0.277;222.27930415046848
0.307;222.2575733229586
0.337;222.23584249544874
0.367;222.21411166793885
0.397;222.19238084042897
0.427;222.17065001291908
0.457;222.1489191854092
0.487;222.1271883578993
0.517;222.10545753038946
0.547;222.08372670287957
0.577;222.0619958753697
0.607;222.0402650478598
0.637;222.01853422034992
0.667;221.99680339284006
0.697;221.97507256533018
0.727;221.9533417378203
0.757;221.9316109103104
0.787;221.90988008280053
0.817;221.88814925529064
0.847;221.8664184277808
0.877;221.8446876002709
0.907;221.82295677276102
0.937;221.80122594525113
0.967;222.0973882628097
0.997;222.47302386663532
1.027;222.84865947046094
1.057;223.1421386394043
1.087;223.34172473991075
1.117;223.50170137060047
1.147;223.50324012202344
1.177;223.50477887344638
1.207;223.82655834894373
1.237;224.1593806080299
1.267;224.27146703328177
1.297;224.27318554161653
1.327;224.26146286526358
1.357;224.23437883498178
1.387;224.20716499067012
1.417;224.1793020762093
1.447;224.44973125385496
1.477;224.54391882967798
1.507;224.60554892909641
1.537;224.74899155095935
1.567;224.8510873822783
1.597;224.85709648469572
1.627;224.8685532069275
1.657;224.88000992915926
1.687;224.86243319419006
1.717;224.8403897734976
1.747;224.81677025190103
1.777;224.79209999636836
1.807;224.8404249936757
1.837;224.98420532161995
1.867;225.0899177172774
1.897;225.04956629491946
1.927;225.04956629491946
1.957;225.0096140956832
1.987;224.96351540425673
2.017;224.88389218441046
2.047;224.78486002705796
2.077;224.62038446806764
2.107;224.03052679843123
2.137;223.4406691287948
2.167;223.29679308170435
2.197;223.22152959192866
2.227;223.15761344127998
2.257;223.1279924131235
2.287;223.12176033599025
2.317;223.11158088866964
2.347;223.09219091091182
2.377;223.072800933154
2.407;222.97234834042936
2.437;222.80096595960876
2.467;222.67384831254435
2.497;222.64651095828648
2.527;222.77077326918993
2.557;222.89503558009338
2.587;222.9859761036857
2.617;223.2092277782457
2.647;223.50119824269802
2.677;223.72986177098088
2.707;223.81080911486814
2.737;223.88292266770108
2.767;223.698856279959
2.797;223.57305785123967
2.827;223.47223140495868
2.857;223.28300021087935
2.887;223.00536426900175
2.917;222.99034747284233
2.947;223.10664024954207
2.977;223.16506576376682
3.007;223.18339727195226
3.037;223.3440430520034
3.067;223.50468883205454
3.097;223.6106591722476
3.127;223.7160986023428
3.157;223.82256504762253
3.187;223.9059509713956
3.217;223.9691414388504
3.247;224.02349780942038
3.277;224.07564565576916
3.307;223.842901330034
3.337;223.59673222830733
3.367;223.8359473080912
3.397;224.07516238787503
3.427;224.01328830650775
3.457;223.95141422514044
3.487;223.939039408867
3.517;224.1300183457876
3.547;224.29744147880896
3.577;224.31158168971234
3.607;224.29482635740425
3.637;224.00001113619268
3.667;223.84298525681024
3.697;223.75485404834237
3.727;223.7377510995878
3.757;223.79332321699545
3.787;223.81506892105304
3.817;223.97816170148488
3.847;224.14125448191672
3.877;224.19473523109886
3.907;224.33073281372924
3.937;224.4942270854797
3.967;224.57052441229658
3.997;224.51718788781335
4.027;224.3771994121843
4.057;224.255199476286
4.087;224.13319954038772
4.117;223.9327154442563
4.147;223.88564856382794
4.177;224.09779276517474
4.207;224.0994028935141
4.237;224.12355481860445
4.267;224.1477067436948
4.297;224.3273796129613
4.327;224.3987746264974
4.357;224.4342208627923
4.387;224.43790962233217
4.417;224.23541786328403
4.447;224.03292610423586
4.477;224.02617637893425
4.507;223.87118872387518
4.537;223.71068718620984
4.567;223.58341867970304
4.597;223.52868113892816
4.627;223.70076170643395
4.657;224.00963203652896
4.687;224.03159941662616
4.717;223.98184105922388
4.747;223.97017212549537
4.777;223.98389614088268
4.807;223.90532956851672
4.837;223.64643624747737
4.867;223.32486124418432
4.897;223.29702376328214
4.927;223.26918628237996
4.957;223.23875863016258
4.987;223.20683140507847
5.017;223.18486162280664
5.047;223.17782800475325
5.077;223.17196665637542
5.107;223.1758110887226
5.137;223.23347757393057
5.167;223.29114405913853
5.197;223.26759647347885
5.227;223.03631751632184
5.257;222.73404332314448
5.287;222.6061944188899
5.317;222.63684340931127
5.347;222.57218671684888
5.377;222.5314760293536
5.407;222.7062793865624
5.437;222.74567676709307
5.467;222.89702399340953
5.497;222.92182950165585
5.527;222.84200358097826
5.557;222.8311833193147
5.587;222.95013411345334
5.617;223.0879953117252
5.647;222.54704052652932
5.677;222.4418078206542
5.707;222.31368159203979
5.737;222.14701492537313
5.767;222.0136815920398
5.797;222.0237710780391
5.827;222.32645565801792
5.857;222.48916706378924
5.887;222.61791765331694
5.917;222.7394739639367
5.947;222.90147293700088
5.977;223.18816606734225
6.007;223.69421379535797
6.037;223.84814352498088
6.067;223.62149674697935
6.097;223.32376492457283
6.127;223.12856520577543
6.157;223.1153867871259
6.187;223.36569060559006
6.217;223.65303144409938
6.247;223.6721875
6.277;223.70767433865606
6.307;223.65857513830866
6.337;223.55639607090438
6.367;223.46873120004585
6.397;223.4061363050391
6.427;223.34412372725262
6.457;223.28589621139764
6.487;223.02088258896154
6.517;222.75586896652544
6.547;222.70286624203823
6.577;222.20991923549371
6.607;221.98569709589603
6.637;222.12687156042776
6.667;222.0687747620641
6.697;222.0222401922277
6.727;222.13757682177348
6.757;222.25291345131924
6.787;222.29242306689738
6.817;222.25699238885684
6.847;222.27956389358414
6.877;222.3491963441538
6.907;222.2650038269326
6.937;221.75984872360542
6.967;221.68149841715336
6.997;221.73237733658985
7.027;221.79961472184831
7.057;221.84922963529928
7.087;221.89047639296396
7.117;221.9317231506286
7.147;222.00261947836574
7.177;222.0756336325366
7.207;222.15133673693455
7.237;222.22819224857267
7.267;222.2740602945465
7.297;222.2734471420239
7.327;222.00396564065855
7.357;221.70460987831066
7.387;221.5354532292416
7.417;221.4231859050041
7.447;221.48370698832153
7.477;221.70662460567823
7.507;221.70695666611323
7.537;221.70944711937574
7.567;221.7321614452295
7.597;221.75798713609728
7.627;221.72316297339995
7.657;221.7157775788701
7.687;221.80221994626655
7.717;221.86847435468408
7.747;221.8337889682071
7.777;221.79910358173012
7.807;221.6022134357079
7.837;221.3997300221152
7.867;221.3528097742209
7.897;221.37263583978506
7.927;221.43395907890488
7.957;221.5418423249447
7.987;221.6317450299779
8.017;221.63975677198286
8.047;221.75993290205707
8.077;221.88010903213132
8.107;221.80283816152212
8.137;221.75640620056944
8.167;221.54296987110732
8.197;221.2558590472639
8.227;221.2310175373381
8.257;221.3508990709772
8.287;221.4707806046163
8.317;221.72746833719188
8.347;221.94131651634035
8.377;222.11056195155336
8.407;222.26088338099777
8.437;222.34443114576274
8.467;222.33768645149712
8.497;222.36848495998527
8.527;222.7371722932573
8.557;222.77202287478565
8.587;222.77422389463783
8.617;222.62433936164913
8.647;222.58257339752666
8.677;222.74890965732087
8.707;222.77432877661988
8.737;222.90142437311496
8.767;223.02851996961004
8.797;223.0875937309952
8.827;223.1443219118593
8.857;223.22631351247418
8.887;223.31913229298223
8.917;223.437484628786
8.947;223.5822893172876
8.977;223.60402021632123
9.007;223.45680990912047
9.037;223.29082835678258
9.067;223.12036953582697
9.097;223.1389506890254
9.127;223.37636494723733
9.157;223.61337091171265
9.187;223.85037687618797
9.217;223.8378641211117
9.247;223.78696387071977
9.277;223.90353567501882
9.307;224.16829658777462
9.337;224.35278786106284
9.367;224.34902232206116
9.397;224.2324380337952
9.427;223.91780180842707
9.457;223.97903198830724
9.487;224.06198518666136
9.517;224.0889464594128
9.547;224.0815865913016
9.577;224.09210166946232
9.607;224.19199147898235
9.637;224.2918812885024
9.667;224.1467178126442
9.697;224.0850044645911
9.727;224.15037697937214
9.757;224.24955859085387
9.787;224.22250078345346
9.817;224.0655234300583
9.847;223.90854607666316
9.877;223.68634956675302
9.907;223.44430374833834
9.937;223.28850934587763
9.967;223.12721367675584
9.997;222.92137669718977
10.027;222.92137669718977
10.057;222.92137669718977
10.087;222.5559328572484
10.117;222.20904035634913
10.147;221.90543775812898
10.177;222.05278057531808
10.207;222.62168111507734
10.237;222.34988101308855
10.267;222.5510540153488
10.297;222.23090402080115
10.327;221.90584393853922
10.357;221.71208180749042
10.387;221.61825111646002
10.417;221.66781025146503
10.447;221.61535097863373
10.477;221.7708993908006
10.507;221.93237711907767
10.537;221.98758837575448
10.567;221.94851943188195
10.597;221.90236710489876
10.627;221.83968688399068
10.657;221.7770066630826
10.687;221.61406289018228
10.717;221.40098734128583
10.747;221.2595221049718
10.777;221.1775409706556
10.807;221.05740064592243
10.837;221.5189299839956
10.867;221.53713645212673
10.897;221.4871394018052
10.927;221.3151952536204
10.957;221.2065003282994
10.987;221.25095578005346
11.017;221.36209440943864
11.047;221.48949224914136
11.077;221.7225749559083
11.107;221.7303443794672
11.137;221.6142065324025
11.167;221.47484111592485
11.197;221.3356381148951
11.227;221.247005325138
11.257;221.30200633024535
11.287;221.50074659039527
11.317;221.6994868505452
11.347;221.6994868505452
11.377;221.8274176944663
11.407;222.04566105272818
11.437;222.21876003854803
