Time,Frequ,Polar
46,44.92187500000001,119
47,44.92187500000001,119
48,44.92187500000001,118
49,44.92187500000001,118
50,44.92187500000001,118
51,44.92187500000001,118
52,44.92187500000001,118
53,44.92187500000001,118
54,44.92187500000001,118
55,44.92187500000001,118
56,44.92187500000001,117
57,44.92187500000001,117
58,117.1875,116
59,117.1875,116
60,117.1875,116
61,117.1875,115
62,117.1875,115
63,117.1875,114
64,117.1875,114
65,117.1875,113
66,117.1875,113
67,117.1875,113
68,117.1875,113
69,117.1875,113
70,117.1875,113
71,117.1875,114
72,115.234375,114
73,115.234375,114
74,115.234375,113
75,114.2578125,112
76,113.28125,111
77,113.28125,110
78,113.28125,109
79,113.28125,109
80,113.28125,108
81,113.28125,108
82,113.28125,108
83,113.28125,109
84,113.28125,109
85,113.28125,109
86,113.28125,108
87,113.28125,108
88,113.28125,107
89,113.28125,107
90,107.421875,106
91,44.92187500000001,105
92,44.92187500000001,105
93,44.92187500000001,105
94,44.92187500000001,105
95,44.92187500000001,106
96,44.92187500000001,106
97,44.92187500000001,106
98,44.92187500000001,106
99,44.92187500000001,106
100,44.92187500000001,106
101,44.92187500000001,106
102,44.92187500000001,105
103,44.92187500000001,105
104,44.92187500000001,105
105,44.92187500000001,105
106,44.92187500000001,105
107,105.46875,105
108,105.46875,105
109,105.46875,105
110,105.46875,105
111,105.46875,105
112,105.46875,105
113,105.46875,104
114,105.46875,104
115,105.46875,103
116,105.46875,102
117,105.46875,102
118,105.46875,102
119,105.46875,103
120,105.46875,102
121,44.92187500000001,102
122,44.92187500000001,101
123,44.92187500000001,101
124,44.92187500000001,101
125,44.92187500000001,101
126,44.92187500000001,102
127,44.92187500000001,102
128,44.92187500000001,102
129,44.92187500000001,103
130,44.92187500000001,103
131,44.92187500000001,103
132,44.92187500000001,104
133,101.5625,105
134,101.5625,105
135,101.5625,105
136,101.5625,105
137,101.5625,105
138,101.5625,105
139,101.5625,105
140,101.5625,105
141,101.5625,105
142,101.5625,104
143,101.5625,104
144,101.5625,104
145,101.5625,103
146,101.5625,103
147,76.171875,102
148,50.78125000000001,101
149,50.78125000000001,100
150,50.78125000000001,100
151,50.78125000000001,100
152,50.78125000000001,100
153,50.78125000000001,101
154,50.78125000000001,101
155,50.78125000000001,101
156,84.63541666666667,101
157,101.5625,100
158,101.5625,100
159,101.5625,99
160,101.5625,98
161,101.5625,96
162,101.5625,94
163,101.5625,93
164,101.5625,93
165,101.5625,93
166,101.5625,92
167,101.5625,92
168,101.5625,92
169,101.5625,92
170,101.5625,92
171,101.5625,92
172,101.5625,92
173,101.5625,92
174,91.796875,91
175,91.796875,91
176,91.796875,91
177,91.796875,91
178,91.796875,91
179,91.796875,91
180,91.796875,91
