time;Pixel rightCheek
0;198.33050847457628
0.901;198.96306209850107
0.968;198.75695931477517
1.002;197.73989361702127
1.079;198.21253985122212
1.147;198.41498405951117
1.18;198.59599156118142
1.214;198.56751054852322
1.251;198.4129746835443
1.285;197.96167979002624
1.351;197.8566929133858
1.385;197.89453961456104
1.422;197.94218415417558
1.488;197.8478376935398
1.524;197.2450613988254
1.562;198.04638903531892
1.595;198.05587770163416
1.664;197.82005277044854
1.706;198.00580474934037
1.74;198.1911532385466
1.777;198.30279094260138
1.814;198.28436018957345
1.881;198.47775423728814
1.919;198.15201271186442
1.998;198.81475667189952
2.064;197.9788023317435
2.101;197.9692633810281
2.136;198.16535018430753
2.171;198.1690363349131
2.205;197.88818565400845
2.242;198.15664556962025
2.321;198.7123215230037
2.356;198.5214172395558
2.421;198.79989468141127
2.489;198.58066239316238
2.523;198.79540598290598
2.558;198.74457958751984
2.626;198.99894235854046
2.664;198.7195767195767
2.73;198.24920634920636
2.77;198.41282458929518
2.804;198.3916269210387
2.842;198.55668449197861
2.876;198.65935828877005
2.91;198.71122994652407
2.949;198.3691168693813
2.982;198.55050237969328
3.055;198.63980789754535
3.101;198.63980789754535
3.167;198.21481876332624
3.202;198.27878464818764
3.235;198.1087775982768
3.269;198.04092622509424
3.304;197.7963655799038
3.379;198.52206273258903
3.447;198.1610845295056
3.481;198.1993620414673
3.516;197.93301435406698
3.551;197.84032258064516
3.584;197.51344086021504
3.617;197.77848436671965
3.65;197.77848436671965
3.685;197.78379800105208
3.721;197.55497106785901
3.755;197.96513470681458
3.823;198.03486529318542
3.889;197.59623430962344
3.924;197.85355648535565
3.959;198.009564293305
3.993;197.98087141339002
4.038;198.32465462274178
4.104;197.9582463465553
4.146;197.7171189979123
4.179;197.7608236536431
4.213;197.6805702217529
4.278;197.35294117647058
4.313;197.30672268907563
4.348;197.31827731092437
4.382;197.5877422734416
4.415;197.73336825563123
4.485;197.8838065194532
4.523;197.65457413249212
4.558;197.6372239747634
4.593;197.77344573234984
4.634;197.63119072708113
4.701;197.79341476367497
4.736;197.728624535316
4.803;197.9921218487395
4.837;198.1533613445378
4.872;198.33945435466947
4.906;198.38929695697797
4.939;198.2408293460925
4.973;198.18979266347688
5.015;198.02243589743588
5.093;197.6116452991453
5.126;197.79644588045235
5.16;197.9439956919763
5.194;198.28379106085083
5.229;198.03536977491962
5.263;198.0412647374062
5.297;198.07127545551984
5.332;198.8110151187905
5.366;198.98110151187905
5.4;198.32649757150566
5.435;198.67889908256882
5.503;198.67834051724137
5.569;199.13200431034483
5.603;199.01565029681598
5.637;199.05450620615218
5.71;198.32008592910847
5.743;197.98818474758323
5.777;198.12083780880772
5.827;196.37506603275224
5.861;196.71685155837295
5.894;196.62334918119387
5.928;196.44564629529475
5.962;196.26068144943213
5.996;196.4862087614927
6.03;196.60755336617405
6.064;196.56814449917897
6.098;196.5424192665572
6.133;196.8747922437673
6.176;196.65761772853185
6.228;196.7468002225932
6.263;197.22259321090706
6.297;197.4028937117418
6.33;198.00777345918934
6.365;197.7268184342032
6.399;197.7068295391449
6.435;197.90934371523915
6.468;197.4694104560623
6.534;197.63772954924875
6.568;198.03005008347245
6.635;198.70700985761226
6.703;199.08681497558328
6.736;199.08681497558328
6.77;198.59481361426256
6.805;198.64127498649378
6.84;198.56747967479674
6.874;198.79837398373985
6.91;199.12357723577236
6.948;199.1810298102981
6.99;199.28368017524645
7.024;198.9879518072289
7.059;198.95345016429354
7.094;196.65820734341253
7.162;196.98812095032397
7.196;197.1770203408466
7.23;197.68499175371082
7.265;196.8358695652174
7.299;196.74184782608697
7.335;196.88386041439477
7.369;197.02617230098147
7.404;197.26335877862596
7.437;196.86269146608316
7.471;196.80579868708972
7.572;196.2590199246096
7.607;196.25255788906838
7.64;196.22024771136242
7.674;196.1696284329564
7.708;195.86052773290254
7.752;195.39452495974234
