time;interpolated Pixel rightCheek
0;198.33050847457628
0.015;198.34103933402008
0.045;198.3621010529077
0.075;198.38316277179533
0.105;198.40422449068294
0.135;198.42528620957054
0.165;198.44634792845818
0.195;198.4674096473458
0.225;198.4884713662334
0.255;198.50953308512103
0.285;198.53059480400864
0.315;198.55165652289625
0.345;198.5727182417839
0.375;198.5937799606715
0.405;198.6148416795591
0.435;198.63590339844674
0.465;198.65696511733435
0.495;198.67802683622196
0.525;198.6990885551096
0.555;198.7201502739972
0.585;198.7412119928848
0.615;198.76227371177245
0.645;198.78333543066006
0.675;198.80439714954767
0.705;198.8254588684353
0.735;198.8465205873229
0.765;198.86758230621052
0.795;198.88864402509816
0.825;198.90970574398577
0.855;198.93076746287338
0.885;198.951829181761
0.915;198.9199958451852
0.945;198.82771101665122
0.975;198.54756343582585
1.005;197.75830840536676
1.035;197.94245628882163
1.065;198.1266041722765
1.095;198.26017378258425
1.125;198.34948740388825
1.155;198.45886466597668
1.185;198.59180317696698
1.215;198.56333390352378
1.245;198.4380345535409
1.275;198.09441358223742
1.305;197.92986558498367
1.335;197.88214427741985
1.365;197.87227684916385
1.395;197.90741651715956
1.425;197.93789567869214
1.455;197.89501092385768
1.485;197.85212616902322
1.515;197.395755472504
1.545;197.68790035583498
1.575;198.05012699477643
1.605;198.02170017537537
1.635;197.919167596599
1.665;197.82447543661263
1.695;197.95715542153536
1.725;198.10938184624973
1.755;198.23641176721745
1.785;198.29880591491965
1.815;198.28724666789753
1.845;198.37384101762055
1.875;198.46043536734354
1.905;198.27202274754683
1.935;198.28623933668166
1.965;198.53791425821396
1.995;198.7895891797463
2.025;198.4727753509266
2.055;198.09279610540113
2.085;197.9733883326888
2.115;198.04769810233987
2.145;198.1662980516061
2.175;198.1359950783361
2.205;197.88818565400845
2.235;198.10585585585585
2.265;198.31842464465595
2.295;198.5294408294851
2.325;198.69050389060968
2.355;198.5268716476543
2.385;198.6456610213067
2.415;198.77418907139383
2.445;198.72251857967638
2.475;198.62579845250775
2.505;198.68171820010053
2.535;198.77797979020215
2.565;198.77076399041903
2.595;198.88298285998695
2.625;198.99520172955485
2.655;198.78574226564706
2.685;198.5699134199134
2.715;198.3561087061087
2.745;198.31056318923967
2.775;198.40970728513983
2.805;198.3959705413266
2.835;198.52627914996336
2.865;198.62614029569048
2.895;198.6883453916326
2.925;198.57964799377686
2.955;198.4020960530744
2.985;198.55417246946803
3.015;198.59087336721547
3.045;198.62757426496287
3.075;198.63980789754535
3.105;198.61405098031994
3.135;198.42087410112944
3.165;198.22769722193894
3.195;198.26599147121536
3.225;198.16029488612855
3.255;198.06886502581648
3.285;197.92912707300718
3.315;197.90280116229764
3.345;198.19308002337172
3.375;198.48335888444583
3.405;198.3840416549395
3.435;198.22478656534383
3.465;198.18134909466178
3.495;198.09282296650719
3.525;197.90917932661566
3.555;197.80070055392636
3.585;197.52147248162427
3.615;197.7624211239012
3.645;197.77848436671965
3.675;197.78227981981425
3.705;197.65667192705592
3.735;197.7238619780172
3.765;197.97538920481028
3.795;198.00615269879742
3.825;198.0215734451987
3.855;197.8221957253978
3.885;197.62281800559688
3.915;197.78738792588166
3.945;197.94716117012527
3.975;197.9960617615803
4.005;198.07254693588382
4.035;198.30173574211832
4.065;198.17476032793823
4.095;198.00821111148983
4.125;197.83768267223383
4.155;197.72903844947524
4.185;197.74666128330952
4.215;197.6704893280519
4.245;197.519275922537
4.275;197.36806251702208
4.305;197.3172869147659
4.335;197.3139855942377
4.365;197.45300979218297
4.395;197.6451100846072
4.425;197.75485943617724
4.455;197.8193329778152
4.485;197.8838065194532
4.515;197.70283358237867
4.545;197.64366831906264
4.575;197.70338882844825
4.605;197.7318101210517
4.635;197.63361198135865
4.665;197.70624960968425
4.695;197.77888723800984
4.725;197.74898717851454
4.755;197.80334765404803
4.785;197.92133152573018
4.815;198.04902990608008
4.845;198.19589688971075
4.875;198.34385223134376
4.905;198.38783099808654
4.935;198.25882542013923
4.965;198.20180129468056
4.995;198.10212959555065
5.025;197.9697704361166
5.055;197.81177405215865
5.085;197.65377766820075
5.115;197.73484568668334
5.145;197.87890018689222
5.175;198.0939054135386
5.205;198.20571579955816
5.235;198.03641006241725
5.265;198.04303007376583
5.295;198.0695101191602
5.325;198.66306718613637
5.355;198.92607356117392
5.385;198.61529342755273
5.415;198.47752679053272
5.445;198.6788169406089
5.475;198.67857051472913
5.505;198.69208790491118
5.535;198.8982987199582
