Time,Frequ
46,85.9375
47,85.9375
48,85.9375
49,85.9375
50,85.9375
51,85.9375
52,86.9140625
53,87.890625
54,87.890625
55,87.890625
56,87.890625
57,87.890625
58,87.890625
59,88.54166666666667
60,89.84375000000001
61,89.84375000000001
62,89.84375000000001
63,89.84375000000001
64,89.84375000000001
65,89.84375000000001
66,89.84375000000001
67,89.84375000000001
68,89.84375000000001
69,89.84375000000001
70,89.84375000000001
71,89.84375000000001
72,89.84375000000001
73,89.84375000000001
74,89.84375000000001
75,89.84375000000001
76,89.84375000000001
77,89.84375000000001
78,89.84375000000001
79,89.84375000000001
80,89.84375000000001
81,89.84375000000001
82,89.84375000000001
83,89.84375000000001
84,89.19270833333333
85,87.890625
86,87.890625
87,87.890625
88,87.890625
89,87.890625
90,87.890625
91,87.890625
92,87.890625
93,87.890625
94,87.890625
95,87.890625
96,87.890625
97,85.9375
98,85.9375
99,85.9375
100,85.9375
101,85.9375
102,85.9375
103,85.9375
104,85.9375
105,85.9375
106,85.9375
107,87.23958333333333
108,89.84375000000001
109,89.84375000000001
110,89.84375000000001
111,89.84375000000001
112,89.84375000000001
113,89.84375000000001
114,89.84375000000001
115,89.84375000000001
116,89.84375000000001
117,89.84375000000001
118,89.84375000000001
119,89.84375000000001
120,89.84375000000001
121,89.84375000000001
122,89.84375000000001
123,89.84375000000001
124,89.84375000000001
125,54.6875
126,54.6875
127,54.6875
128,54.6875
129,54.6875
130,54.6875
131,54.6875
132,54.6875
133,55.6640625
134,48.828125
135,48.828125
136,48.828125
137,48.828125
138,48.828125
139,48.828125
140,48.828125
141,48.828125
142,47.8515625
143,46.875
144,74.21875
145,87.890625
146,87.890625
147,87.890625
148,87.890625
149,87.890625
150,87.890625
151,87.890625
152,87.890625
153,87.890625
154,87.890625
155,87.890625
156,87.890625
157,87.890625
158,87.890625
159,87.890625
160,87.890625
161,87.890625
162,87.890625
163,87.890625
164,87.890625
165,87.890625
166,87.890625
167,87.890625
168,87.890625
169,87.890625
170,87.890625
171,87.890625
172,87.890625
173,87.890625
174,87.890625
175,87.890625
176,87.890625
177,85.9375
178,85.9375
179,84.63541666666667
180,83.98437500000001
180,83.98437500000001
