BPM
71
71
71
72
72
73
74
74
75
75
76
77
76
76
76
75
76
76
76
76
75
75
74
73
73
73
73
73
73
73
73
73
73
73
74
74
76
77
77
77
77
77
77
77
77
78
78
78
78
78
79
80
80
79
78
78
77
77
77
77
78
78
78
78
78
77
76
75
75
75
75
75
76
76
76
76
75
74
74
73
74
75
76
76
77
77
77
77
77
78
78
78
77
76
76
75
75
76
76
76
75
75
74
73
73
73
74
74
75
76
77
77
76
76
75
74
74
74
74
75
75
76
76
76
76
76
76
76
77
77
76
76
75
75
75
75
75
75
76
77
77
76
77
77
78
78
78
78
77
77
76
76
76
77
78
79
80
82
82
83
82
80
79
78
77
77
77
77
78
79
81
82
84
85
86
86
86
86
85
84
84
