time;Pixel forehead
0;225.28096995255666
1.033;226.6340950879958
1.134;228.13224446786091
1.202;227.79767564712097
1.236;227.55441098784996
1.306;227.38549415515408
1.372;227.70788007429027
1.409;227.76094454762537
1.444;227.44373162256082
1.478;227.47874899759424
1.521;227.43437583533816
1.588;227.84890182587986
1.656;228.07882291119284
1.69;228.09301103520755
1.762;227.95255570117956
1.797;228.11979030144167
1.83;227.87299500394425
1.865;227.51853799631868
1.899;227.36596983328923
1.932;227.28102672664727
1.999;227.44274809160305
2.067;227.32350618583837
2.102;227.26375361937352
2.137;227.4194057323166
2.205;227.39810675782277
2.238;227.38293963254594
2.273;227.5797900262467
2.318;227.48181338956246
2.386;227.94133122862405
2.453;227.74506708760853
2.488;227.6963861777895
2.555;227.93220786072277
2.624;227.6473226061725
2.691;227.45672191528544
2.728;227.8000530363299
2.795;227.4921771413418
2.842;227.59480243967118
2.876;227.7241288278775
2.91;227.82629355860612
2.943;227.62890932982918
2.977;227.64572930354797
3.016;227.45787545787545
3.083;227.55389848246992
3.117;227.48437089571843
3.15;227.60283687943263
3.221;227.87281399046105
3.254;227.60943296237414
3.292;227.66719660837308
3.327;227.45368303571428
3.396;227.64207431168137
3.428;227.56482224004276
3.462;227.51409395973155
3.496;227.35919463087248
3.564;227.76238410596025
3.599;227.7215894039735
3.633;227.50375536480686
3.667;227.49570815450645
3.701;227.531652360515
3.735;227.5850321888412
3.769;227.73866949377154
3.845;227.8192419825073
3.879;227.6060769023931
3.913;227.45361656359236
3.947;227.60801486199574
4.014;227.62101910828025
4.049;228.01885267977377
4.082;227.977915432265
4.149;228.22260455267337
4.216;227.9150344097406
4.25;227.88987138263664
4.284;227.82797427652733
4.324;227.83788853161843
4.394;228.13833466347432
4.461;228.15536046820964
4.495;228.0960815888352
4.533;228.23805689747718
4.567;227.60629921259843
4.601;227.7204724409449
4.638;227.9505058791359
4.673;228.15859994531036
4.707;228.31821862348178
4.774;228.31417004048583
4.81;228.06454226302998
4.843;228.14231704023766
4.876;228.0426681069403
