Time,Frequ
46,72.26562500000001
47,72.26562500000001
48,73.56770833333334
49,76.171875
50,76.171875
51,76.171875
52,78.12500000000001
53,78.12500000000001
54,78.12500000000001
55,78.12500000000001
56,78.12500000000001
57,78.12500000000001
58,78.12500000000001
59,78.12500000000001
60,78.12500000000001
61,78.12500000000001
62,78.12500000000001
63,78.12500000000001
64,78.12500000000001
65,78.12500000000001
66,78.12500000000001
67,78.12500000000001
68,78.12500000000001
69,78.12500000000001
70,78.12500000000001
71,78.12500000000001
72,78.12500000000001
73,78.12500000000001
74,76.171875
75,76.171875
76,76.171875
77,76.171875
78,76.171875
79,76.171875
80,76.171875
81,76.171875
82,76.171875
83,76.171875
84,76.171875
85,76.171875
86,76.171875
87,76.171875
88,76.171875
89,76.171875
90,76.171875
91,76.171875
92,76.171875
93,75.1953125
94,75.1953125
95,76.171875
96,76.171875
97,76.171875
98,76.171875
99,76.171875
100,76.171875
101,76.171875
102,76.171875
103,76.171875
104,76.171875
105,76.171875
106,76.171875
107,76.171875
108,76.171875
109,76.171875
110,76.171875
111,76.171875
112,74.21875
113,74.21875
114,74.21875
115,74.21875
116,74.21875
117,74.21875
118,74.21875
119,74.21875
120,74.21875
121,74.21875
122,74.21875
123,74.21875
124,74.21875
125,74.21875
126,74.21875
127,74.21875
128,74.21875
129,76.171875
130,76.171875
131,76.171875
132,76.171875
133,76.171875
134,76.171875
135,76.171875
136,76.171875
137,76.171875
138,76.171875
139,76.171875
140,76.171875
141,76.171875
142,76.171875
143,76.171875
144,76.171875
145,76.171875
146,76.171875
147,76.171875
148,76.171875
149,76.171875
150,76.171875
151,76.171875
152,76.171875
153,76.171875
154,76.171875
155,76.171875
156,76.171875
157,76.171875
158,76.171875
159,76.171875
160,76.171875
161,76.171875
162,76.171875
163,76.171875
164,76.171875
165,76.171875
166,76.171875
167,76.171875
168,76.171875
169,76.171875
170,76.171875
171,76.171875
172,76.171875
173,76.171875
174,76.171875
175,76.171875
176,76.171875
177,74.21875
178,74.21875
179,87.890625
180,87.890625
