Time,Frequ,Polar
46,72.26562500000001,78
47,72.26562500000001,78
48,73.56770833333334,78
49,76.171875,78
50,76.171875,79
51,76.171875,80
52,78.12500000000001,80
53,78.12500000000001,79
54,78.12500000000001,78
55,78.12500000000001,78
56,78.12500000000001,77
57,78.12500000000001,77
58,78.12500000000001,77
59,78.12500000000001,77
60,78.12500000000001,78
61,78.12500000000001,78
62,78.12500000000001,78
63,78.12500000000001,78
64,78.12500000000001,78
65,78.12500000000001,77
66,78.12500000000001,76
67,78.12500000000001,75
68,78.12500000000001,75
69,78.12500000000001,75
70,78.12500000000001,75
71,78.12500000000001,75
72,78.12500000000001,76
73,78.12500000000001,76
74,76.171875,76
75,76.171875,76
76,76.171875,75
77,76.171875,74
78,76.171875,74
79,76.171875,73
80,76.171875,74
81,76.171875,75
82,76.171875,76
83,76.171875,76
84,76.171875,77
85,76.171875,77
86,76.171875,77
87,76.171875,77
88,76.171875,77
89,76.171875,78
90,76.171875,78
91,76.171875,78
92,76.171875,77
93,75.1953125,76
94,75.1953125,76
95,76.171875,75
96,76.171875,75
97,76.171875,76
98,76.171875,76
99,76.171875,76
100,76.171875,75
101,76.171875,75
102,76.171875,74
103,76.171875,73
104,76.171875,73
105,76.171875,73
106,76.171875,74
107,76.171875,74
108,76.171875,75
109,76.171875,76
110,76.171875,77
111,76.171875,77
112,74.21875,76
113,74.21875,76
114,74.21875,75
115,74.21875,74
116,74.21875,74
117,74.21875,74
118,74.21875,74
119,74.21875,75
120,74.21875,75
121,74.21875,76
122,74.21875,76
123,74.21875,76
124,74.21875,76
125,74.21875,76
126,74.21875,76
127,74.21875,76
128,74.21875,77
129,76.171875,77
130,76.171875,76
131,76.171875,76
132,76.171875,75
133,76.171875,75
134,76.171875,75
135,76.171875,75
136,76.171875,75
137,76.171875,75
138,76.171875,76
139,76.171875,77
140,76.171875,77
141,76.171875,76
142,76.171875,77
143,76.171875,77
144,76.171875,78
145,76.171875,78
146,76.171875,78
147,76.171875,78
148,76.171875,77
149,76.171875,77
150,76.171875,76
151,76.171875,76
152,76.171875,76
153,76.171875,77
154,76.171875,78
155,76.171875,79
156,76.171875,80
157,76.171875,82
158,76.171875,82
159,76.171875,83
160,76.171875,82
161,76.171875,80
162,76.171875,79
163,76.171875,78
164,76.171875,77
165,76.171875,77
166,76.171875,77
167,76.171875,77
168,76.171875,78
169,76.171875,79
170,76.171875,81
171,76.171875,82
172,76.171875,84
173,76.171875,85
174,76.171875,86
175,76.171875,86
176,76.171875,86
177,74.21875,86
178,74.21875,85
179,87.890625,84
180,87.890625,84
