time;interpolated Pixel forehead
0;221.48795454545456
0.021;221.48578329173847
0.051;221.4826815007155
0.081;221.4795797096925
0.111;221.47647791866953
0.141;221.47337612764656
0.171;221.4702743366236
0.201;221.4671725456006
0.231;221.46407075457762
0.261;221.46096896355465
0.291;221.45786717253168
0.321;221.45476538150868
0.351;221.4516635904857
0.381;221.44856179946274
0.411;221.44546000843977
0.441;221.44235821741677
0.471;221.4392564263938
0.501;221.43615463537083
0.531;221.43305284434786
0.561;221.42995105332486
0.591;221.4268492623019
0.621;221.42374747127892
0.651;221.42064568025594
0.681;221.41754388923295
0.711;221.41444209820997
0.741;221.411340307187
0.771;221.408238516164
0.801;221.40513672514103
0.831;221.40203493411806
0.861;221.3989331430951
0.891;221.3958313520721
0.921;221.5423544169696
0.951;221.7636899098273
0.981;221.80400661941923
1.011;221.60760645858667
1.041;221.41120629775412
1.071;221.27186427834727
1.101;221.1325222589404
1.131;221.0827843494366
1.161;221.10573291672327
1.191;221.19026287586465
1.221;221.30667666880373
1.251;221.37447693307342
1.281;221.35496795642075
1.311;221.98475046062646
1.341;222.05427997001294
1.371;222.03761671096572
1.401;221.8681998735018
1.431;221.61034675379662
1.461;221.4633524668624
1.491;221.5078416183507
1.521;221.5868669792811
1.551;221.77534959553523
1.581;221.56220605756567
1.611;221.50972601363932
1.641;221.48937866852157
1.671;221.46903132340384
1.701;221.34831243226506
1.731;221.15983816950646
1.761;221.18000586696655
1.791;221.00403305521738
1.821;220.85520718281256
1.851;220.7187123668365
1.881;220.83360626625927
1.911;221.14073859510466
1.941;221.3594724271311
1.971;221.52065865174248
2.001;222.228817622287
2.031;222.26652413346292
2.061;221.90590212876157
2.091;221.50102140007388
2.121;221.09614067138617
2.151;221.39435096999284
2.181;221.69256126859955
2.211;222.01020859883292
2.241;222.32625049050978
2.271;222.53503432197903
2.301;222.59975467975042
2.331;222.53338136705273
2.361;222.30437317784256
2.391;222.52983479105927
2.421;222.755296404276
2.451;222.53408951860462
2.481;222.15045772424662
2.511;221.81469388842987
2.541;221.7037559764491
2.571;221.91480820078354
2.601;221.87037113944376
2.631;222.06259694612496
2.661;222.1697735902503
2.691;222.24858198838612
2.721;222.26114400780318
2.751;222.2157404458413
2.781;222.14881702055905
2.811;222.03168058086248
2.841;221.91454414116592
2.871;221.9760581712598
2.901;222.19299524270173
2.931;222.33611173687768
2.961;222.36111000545355
2.991;222.42928710156954
3.021;222.2140542765004
3.051;221.87736005663766
3.081;221.79186234710392
3.111;222.08931046638244
3.141;222.5020454716195
3.171;222.53257387942986
3.201;222.5631022872402
3.231;222.4680045834713
3.261;222.36857494482035
3.291;222.33874605322507
3.321;222.32316362807435
3.351;222.2324741724647
3.381;222.10836206239136
3.411;222.22330853562008
3.441;222.3065898135976
3.471;222.3740384939495
3.501;222.455127919911
3.531;222.5554764770564
3.561;222.6393236558268
3.591;222.5924079833417
3.621;223.47793918742818
3.651;223.68712070128117
3.681;223.65523552644254
3.711;223.80523988609733
3.741;224.11561384775428
3.771;224.30031865619486
3.801;224.2455679825564
3.831;224.3571768498692
3.861;224.4799301687145
3.891;224.37988907901163
3.921;224.26719166368372
3.951;224.19255689947778
3.981;224.13304313059277
4.011;224.07559115179254
4.041;224.0315408085431
4.071;223.86668934380606
4.101;223.8818806192245
4.131;223.97793106251018
4.161;224.01651398264224
4.191;224.01764643237067
4.221;224.04276857321068
4.251;223.97262375039622
4.281;223.90247892758177
4.311;223.84346221008232
4.341;223.78615750878515
4.371;223.9464127745852
4.401;224.07296333081584
4.431;224.04311228536648
4.461;224.03309490765454
4.491;224.15199637023593
4.521;224.13097843493114
4.551;223.98357105548874
4.581;223.9634696774885
4.611;224.08683478560528
4.641;224.1799540579133
4.671;224.0893517507789
4.701;223.99874944364447
4.731;223.83276528061805
4.761;223.73830454279457
4.791;223.7536231884058
4.821;223.57157947655386
4.851;223.42446447530028
4.881;223.48087932218914
4.911;223.4312421107441
4.941;223.38160489929905
4.971;223.34231390496703
5.001;223.46752822021313
5.031;223.6861594338701
5.061;223.78833914733843
5.091;223.71337607268552
5.121;223.64863923711562
5.151;223.69444444444446
5.181;223.67033644058716
5.211;223.46314479791343
5.241;223.43776371308016
5.271;223.476288754357
5.301;223.54129974309464
5.331;223.6365803860732
5.361;223.73928880026585
5.391;223.8229641504581
5.421;223.72481684981685
5.451;223.57685766614338
5.481;223.18993400727896
5.511;222.99224465756316
5.541;222.93178158395548
5.571;223.05408097468722
5.601;223.37746337900532
5.631;223.2499254094264
5.661;223.13080424179387
5.691;223.01168307416134
5.721;223.18698205138884
5.751;223.2220234981447
5.781;223.21382222492545
5.811;223.17428249254974
5.841;223.13950377808206
5.871;223.19901932962387
5.901;223.41055406841448
5.931;223.3992547853809
5.961;223.36326747800564
5.991;223.4097777222777
6.021;223.4806650950589
6.051;223.51161597341178
6.081;223.54256685176466
6.111;223.53620914181533
6.141;223.52757520510482
6.171;223.44208897103093
6.201;223.28633004926107
6.231;223.2066980920055
6.261;223.1007908117813
6.291;223.2344201855735
6.321;223.2208790756959
6.351;222.97144826214873
6.381;222.88309636650868
6.411;222.8732687196674
6.441;222.8620528999108
6.471;222.90598085805945
6.501;222.77931874265886
6.531;222.7657114737463
6.561;222.91050509660735
6.591;223.17180130838278
6.621;223.21751188204902
6.651;223.166385021861
6.681;223.15194222885557
6.711;223.1728594088893
6.741;223.16867963546375
6.771;223.41881158946686
6.801;223.4706165158371
6.831;223.40023150584025
6.861;223.24995886466476
6.891;223.04726450020567
6.921;222.8445701357466
6.951;222.91477132493173
6.981;222.9930724355858
7.011;222.94593543796486
7.041;222.89686158708477
7.071;222.86261157201878
7.101;222.81221189234364
7.131;222.74134811128704
7.161;222.67162710071275
7.191;222.60082311787716
7.221;222.6743404241136
7.251;222.7767219881645
7.281;222.89054054054054
7.311;222.99857786357785
7.341;222.864601029601
7.371;223.0478206147324
7.401;223.11266109881083
7.431;223.03389534727629
7.461;222.87663435981423
7.491;222.9061210241239
7.521;223.30910299197708
7.551;223.66009229081288
7.581;223.54314756849203
7.611;223.49077321507895
7.641;223.3721305192488
7.671;223.23931172109374
7.701;223.1323407418054
7.731;223.04513574165045
7.761;222.95793074149552
7.791;222.89676879268066
7.821;222.93977904922613
7.851;222.9827893057716
7.881;222.96536966652954
7.911;222.94363360615978
7.941;222.99337474500214
7.971;223.101982296886
8.001;223.1475359179171
8.031;223.1930895389482
8.061;223.23451047476215
8.091;223.25770663757288
8.121;223.2719380097826
8.151;223.29438734904323
8.181;223.32916363888023
8.211;223.3834790226348
8.241;223.49420219481402
8.271;223.53479654268233
8.301;223.45240665946866
8.331;223.48979979594785
8.361;223.43291398200256
8.391;223.31281774189162
8.421;223.18652061544074
8.451;223.0521146376222
8.481;223.1753250213129
8.511;223.04874320652175
8.541;223.0022126032976
8.571;223.19064134637253
8.601;223.26206788719583
8.631;223.189017262871
8.661;223.28527997501894
8.691;223.34388734178884
8.721;223.2564906319484
8.751;223.2072142208382
8.781;223.26207960745742
8.811;223.34951990423875
8.841;223.367007963595
8.871;223.32979990631065
8.901;223.29335283601495
8.931;223.29529466380305
8.961;223.33427700783932
8.991;223.35545516997314
9.021;223.21639569498512
9.051;223.17288756583469
9.081;223.0758829461308
9.111;223.0185606923252
9.141;223.01501686511645
9.171;223.01918923940988
9.201;222.98672413334396
9.231;222.85255716423046
9.261;222.886496061171
9.291;222.92520736875971
9.321;223.02626695423814
9.351;223.2880148403054
9.381;223.27833638025595
9.411;223.41473116792488
9.441;223.28344795352874
9.471;223.23745743473324
9.501;223.35227316432434
9.531;223.3605119948907
9.561;223.2108531595073
