Count;Frequencies leftCheek
45.579;87.890625
46.074;87.890625
46.526;87.890625
47.029;87.890625
47.511;87.890625
47.966;87.890625
48.474;87.890625
48.945;87.890625
49.409;87.890625
49.895;87.890625
50.37;87.890625
50.89;87.890625
51.339;87.890625
51.818;87.890625
52.305;87.890625
52.793;87.890625
53.251;87.890625
53.746;87.890625
54.238;87.890625
54.71;87.890625
55.164;87.890625
55.647;87.890625
56.136;87.890625
56.613;87.890625
57.099;87.890625
57.586;87.890625
58.046;87.890625
58.538;87.890625
59.016;87.890625
59.499;87.890625
59.989;87.890625
60.444;85.9375
60.952;85.9375
61.432;85.9375
61.898;85.9375
62.387;87.890625
62.877;87.890625
63.325;87.890625
63.834;87.890625
64.311;87.890625
64.765;87.890625
65.263;87.890625
65.738;87.890625
66.229;87.890625
66.69;87.890625
67.187;87.890625
67.673;87.890625
68.148;87.890625
68.634;167.96875000000003
69.099;167.96875000000003
69.586;167.96875000000003
70.085;167.96875000000003
70.526;167.96875000000003
71.032;167.96875000000003
71.484;167.96875000000003
71.973;167.96875000000003
72.461;167.96875000000003
72.923;167.96875000000003
73.422;167.96875000000003
73.894;167.96875000000003
74.37;167.96875000000003
74.844;167.96875000000003
75.322;167.96875000000003
75.818;167.96875000000003
76.336;167.96875000000003
76.818;167.96875000000003
77.276;167.96875000000003
77.729;167.96875000000003
78.202;167.96875000000003
78.69;167.96875000000003
79.181;167.96875000000003
79.667;167.96875000000003
80.153;80.078125
80.629;80.078125
81.134;80.078125
81.57;80.078125
82.062;80.078125
82.557;80.078125
83.023;80.078125
83.484;80.078125
83.962;80.078125
84.475;80.078125
84.926;80.078125
85.413;80.078125
85.904;80.078125
86.364;80.078125
86.847;85.9375
87.345;85.9375
87.808;85.9375
88.309;85.9375
88.826;85.9375
89.241;85.9375
89.775;85.9375
90.22;85.9375
90.718;85.9375
91.179;85.9375
91.664;85.9375
92.159;76.171875
92.657;76.171875
93.099;76.171875
93.59;76.171875
94.102;76.171875
94.529;76.171875
95.016;76.171875
95.527;76.171875
95.97;76.171875
96.447;76.171875
96.941;76.171875
97.431;76.171875
97.914;76.171875
98.378;76.171875
98.844;76.171875
99.336;76.171875
99.865;76.171875
100.303;76.171875
100.762;76.171875
101.26;76.171875
101.725;76.171875
102.252;76.171875
102.706;76.171875
103.179;76.171875
103.667;76.171875
104.15;76.171875
104.636;76.171875
105.121;76.171875
105.617;76.171875
106.077;76.171875
106.522;76.171875
107.017;76.171875
107.508;76.171875
107.996;76.171875
108.443;76.171875
108.928;76.171875
109.413;76.171875
109.918;76.171875
110.406;76.171875
110.875;76.171875
111.376;76.171875
111.852;85.9375
112.306;85.9375
112.761;85.9375
113.259;85.9375
113.792;85.9375
114.245;85.9375
114.684;85.9375
115.172;85.9375
115.662;85.9375
116.121;85.9375
116.615;85.9375
117.091;85.9375
117.568;85.9375
118.063;85.9375
118.54;85.9375
119.009;85.9375
119.503;85.9375
119.993;85.9375
120.46;74.21875
120.968;74.21875
121.406;74.21875
121.897;74.21875
122.361;74.21875
122.874;74.21875
123.348;74.21875
123.802;74.21875
124.3;74.21875
124.787;74.21875
125.268;74.21875
125.751;74.21875
126.222;74.21875
126.733;74.21875
127.172;74.21875
127.695;74.21875
128.155;74.21875
128.601;74.21875
129.098;74.21875
129.566;74.21875
130.072;74.21875
130.55;74.21875
131.019;74.21875
131.511;74.21875
131.984;74.21875
132.472;74.21875
132.931;74.21875
133.423;74.21875
133.945;74.21875
134.382;74.21875
134.858;74.21875
135.346;74.21875
135.808;74.21875
136.337;74.21875
136.795;74.21875
137.244;74.21875
137.746;74.21875
138.216;74.21875
138.717;74.21875
139.191;74.21875
139.641;74.21875
140.172;74.21875
140.647;74.21875
141.113;74.21875
141.574;74.21875
142.074;85.9375
142.524;85.9375
143.032;85.9375
143.515;85.9375
144.007;85.9375
144.485;85.9375
144.991;85.9375
145.43;85.9375
145.909;85.9375
146.369;85.9375
146.855;85.9375
147.353;85.9375
147.845;162.10937500000003
148.345;162.10937500000003
148.794;162.10937500000003
149.245;162.10937500000003
149.757;162.10937500000003
150.255;162.10937500000003
150.706;162.10937500000003
151.176;162.10937500000003
151.653;162.10937500000003
152.155;162.10937500000003
152.605;162.10937500000003
153.087;162.10937500000003
153.591;162.10937500000003
154.073;162.10937500000003
154.543;162.10937500000003
155.005;162.10937500000003
155.483;162.10937500000003
155.967;162.10937500000003
156.457;162.10937500000003
156.922;162.10937500000003
157.42;162.10937500000003
157.885;162.10937500000003
158.361;162.10937500000003
158.85;162.10937500000003
159.324;162.10937500000003
159.816;162.10937500000003
160.298;162.10937500000003
160.819;162.10937500000003
161.241;162.10937500000003
161.729;162.10937500000003
162.23;162.10937500000003
162.686;162.10937500000003
163.207;162.10937500000003
163.662;162.10937500000003
164.124;162.10937500000003
164.607;162.10937500000003
165.087;78.12500000000001
165.594;78.12500000000001
166.049;78.12500000000001
166.544;78.12500000000001
167.015;78.12500000000001
167.543;78.12500000000001
167.976;78.12500000000001
168.45;78.12500000000001
168.931;78.12500000000001
169.432;78.12500000000001
169.892;78.12500000000001
170.363;78.12500000000001
170.89;78.12500000000001
171.323;78.12500000000001
171.835;78.12500000000001
172.314;78.12500000000001
172.788;164.0625
173.251;164.0625
173.776;164.0625
174.26;164.0625
174.713;164.0625
175.188;164.0625
175.688;164.0625
176.151;164.0625
176.622;164.0625
177.143;164.0625
177.598;164.0625
178.053;164.0625
178.548;85.9375
179.015;85.9375
179.547;85.9375
179.983;85.9375
