Time,Frequ,Polar
46,82.03125,82
47,82.03125,81
48,82.03125,82
49,82.03125,82
50,82.03125,82
51,82.03125,82
52,82.03125,83
53,82.03125,83
54,82.03125,83
55,82.03125,84
56,82.03125,84
57,82.03125,84
58,82.03125,84
59,82.03125,84
60,82.03125,85
61,82.03125,86
62,83.0078125,85
63,83.98437500000001,85
64,83.98437500000001,84
65,83.98437500000001,83
66,83.98437500000001,83
67,83.98437500000001,83
68,83.98437500000001,83
69,83.98437500000001,83
70,83.98437500000001,83
71,83.98437500000001,83
72,83.98437500000001,82
73,83.98437500000001,81
74,83.98437500000001,81
75,83.98437500000001,80
76,83.98437500000001,80
77,83.98437500000001,81
78,83.98437500000001,82
79,83.98437500000001,83
80,83.98437500000001,84
81,83.98437500000001,84
82,83.98437500000001,84
83,83.98437500000001,83
84,83.98437500000001,83
85,83.98437500000001,82
86,83.98437500000001,82
87,82.03125,82
88,82.03125,83
89,82.03125,84
90,82.03125,84
91,82.03125,84
92,82.03125,82
93,82.03125,81
94,82.03125,80
95,82.03125,80
96,82.03125,80
97,82.03125,80
98,82.03125,80
99,82.03125,81
100,82.03125,81
101,82.03125,82
102,82.03125,82
103,82.03125,82
104,82.03125,81
105,82.03125,81
106,82.03125,80
107,82.03125,80
108,82.03125,80
109,82.03125,80
110,82.03125,81
111,82.03125,81
112,82.03125,82
113,82.03125,82
114,82.03125,81
115,82.03125,80
116,81.0546875,79
117,80.078125,78
118,80.078125,78
119,80.078125,78
120,80.078125,78
121,80.078125,79
122,80.078125,80
123,80.078125,81
124,80.078125,81
125,80.078125,81
126,80.078125,80
127,80.078125,80
128,80.078125,79
129,80.078125,79
130,80.078125,79
131,80.078125,80
132,80.078125,81
133,80.078125,81
134,80.078125,81
135,80.078125,81
136,80.078125,81
137,80.078125,81
138,80.078125,81
139,80.078125,81
140,80.078125,81
141,80.078125,81
142,80.078125,81
143,80.078125,81
144,80.078125,81
145,80.078125,82
146,80.078125,82
147,80.078125,83
148,80.078125,83
149,80.078125,83
150,80.078125,82
151,81.0546875,82
152,82.03125,81
153,82.03125,81
154,82.03125,80
155,82.03125,80
156,82.03125,81
157,82.03125,81
158,82.03125,81
159,82.03125,81
160,82.03125,81
161,82.03125,82
162,82.03125,82
163,82.03125,83
164,82.03125,83
165,82.03125,83
166,82.03125,83
167,82.03125,83
168,82.03125,84
169,82.03125,84
170,82.03125,84
171,82.03125,85
172,82.03125,84
173,82.03125,83
174,82.03125,82
175,82.03125,81
176,82.03125,80
177,82.03125,79
178,82.03125,79
179,82.03125,78
180,82.03125,79
