Time,Frequ,Polar
46,62.50000000000001,120
47,62.50000000000001,119
48,62.50000000000001,118
49,62.50000000000001,117
50,62.50000000000001,115
51,62.50000000000001,114
52,62.50000000000001,111
53,62.50000000000001,108
54,62.50000000000001,107
55,62.50000000000001,105
56,62.50000000000001,104
57,62.50000000000001,103
58,62.50000000000001,102
59,63.151041666666664,102
60,64.453125,101
61,64.453125,100
62,64.453125,100
63,64.453125,99
64,64.453125,98
65,64.453125,97
66,64.453125,96
67,64.453125,95
68,64.453125,94
69,64.453125,93
70,64.453125,92
71,64.453125,92
72,64.453125,92
73,64.453125,92
74,64.453125,92
75,64.453125,92
76,64.453125,92
77,64.453125,92
78,64.453125,91
79,64.453125,91
80,64.453125,90
81,64.453125,90
82,64.453125,90
83,78.12500000000001,89
84,78.12500000000001,89
85,78.12500000000001,89
86,78.12500000000001,89
87,78.12500000000001,89
88,83.98437500000001,89
89,89.84375000000001,89
90,89.84375000000001,89
91,89.84375000000001,89
92,89.84375000000001,89
93,89.84375000000001,89
94,89.84375000000001,89
95,89.84375000000001,89
96,89.84375000000001,88
97,89.84375000000001,88
98,89.84375000000001,88
99,89.84375000000001,88
100,89.84375000000001,88
101,89.84375000000001,87
102,89.84375000000001,87
103,87.890625,87
104,87.890625,86
105,87.890625,86
106,87.890625,86
107,87.890625,86
108,86.58854166666667,86
109,85.9375,86
110,85.9375,85
111,85.9375,85
112,85.9375,84
113,85.9375,83
114,85.9375,83
115,85.9375,84
116,85.9375,85
117,85.9375,86
118,85.9375,87
119,85.9375,88
120,84.9609375,90
121,85.9375,91
122,85.9375,91
123,85.9375,92
124,83.98437500000001,92
125,83.98437500000001,93
126,83.98437500000001,93
127,83.98437500000001,94
128,83.98437500000001,95
129,52.73437500000001,95
130,52.73437500000001,95
131,52.73437500000001,96
132,52.73437500000001,96
133,52.73437500000001,96
134,52.73437500000001,96
135,52.73437500000001,96
136,52.73437500000001,97
137,93.75,97
138,95.703125,97
139,95.703125,97
140,95.703125,97
141,95.703125,97
142,95.703125,96
143,95.703125,96
144,95.703125,96
145,95.703125,96
146,95.703125,95
147,95.703125,95
148,95.703125,95
149,95.703125,96
150,95.703125,96
151,95.703125,96
152,95.703125,96
153,95.703125,96
154,95.703125,97
155,95.703125,97
156,95.703125,98
157,95.703125,99
158,95.703125,99
159,95.703125,99
160,95.703125,98
161,95.703125,98
162,95.703125,98
163,95.703125,97
164,95.703125,97
165,95.703125,96
166,95.703125,96
167,97.65625,96
168,97.65625,95
169,97.65625,94
170,97.65625,93
171,97.65625,92
172,97.65625,92
173,97.65625,92
174,97.65625,93
175,97.65625,94
176,97.65625,94
177,97.65625,94
178,97.65625,94
179,97.65625,94
180,97.65625,94
