time;Pixel leftCheek
0;215.382906626506
0.866;215.16473230999625
0.949;220.61917195076464
1.016;221.92050993625796
1.051;221.29133858267716
1.125;220.9621785173979
1.162;221.22806354009077
1.195;221.59862647844335
1.261;222.2045020984357
1.328;222.6185682326622
1.363;222.70357941834453
1.398;223
1.431;222.46990654205607
1.498;222.72935779816513
1.531;222.56001529051989
1.599;222.44545454545454
1.635;222.51060606060605
1.68;222.75248281130635
1.756;223.03170359052712
1.79;223.5868148715983
1.857;223.14220007665773
1.891;223.57706909643127
1.925;223.28777524677298
1.961;223.2881548974943
1.995;223.46870286576168
2.096;223.09615384615384
2.163;224.03649096940657
2.229;224.5454872348076
2.263;224.2186263933837
2.298;224.55659697188176
2.332;224.47764960346072
2.4;225.4199649737303
2.444;226.1003190358029
2.477;226.29812123360512
2.55;226.06238922367956
2.59;226.0459487898983
2.625;225.5959312521922
2.691;225.65966241818808
2.729;225.65966241818808
2.763;225.83901773533424
2.829;226.16281476371162
2.866;225.97343911693687
2.904;225.80510520869265
2.97;225.47150610583446
3.037;225.42690459849004
3.069;225.42278654770075
3.125;225.56623198352779
3.174;225.70844686648502
3.207;225.8715940054496
3.254;225.70992883768213
3.289;225.69298542866824
3.324;225.78752965096578
3.357;225.79249746535993
3.391;225.54849611355186
3.424;225.3575532274417
3.49;225.13962900505902
3.524;225.18684654300168
3.558;225.59601081812036
3.593;225.70926301555104
3.634;225.98730703259005
3.668;225.88885077186964
3.735;226.04734133790737
3.774;226.05385934819898
3.807;225.77019687712152
3.84;225.53530210454855
3.874;225.6155676410605
3.942;225.69000679809653
3.975;225.58336128815833
4.009;225.56658839315665
4.044;225.82533197139938
4.078;226.00034048348655
4.144;226.0558202859088
4.211;226.32573179033355
4.251;226.7269928156004
4.285;227.72425590147108
4.352;229.83167978104686
4.385;230.87710843373495
4.419;230.7104991394148
4.461;230.64961185603389
4.528;230.0257586450247
4.594;229.67483374168708
4.661;229.5369268463423
4.695;229.184938704028
4.731;229.32539404553415
4.799;229.51965993623804
4.842;229.62522139567835
4.915;229.29870584120323
4.949;229.46799580272824
4.984;228.98111227701995
5.018;228.9331934242742
5.051;228.70229805013926
5.086;228.53447075208913
5.12;229.08070175438596
5.154;229.2343859649123
5.199;229.1449426485923
5.234;229.76885644768856
5.268;229.86513729579423
5.302;230.96176572818908
5.336;231.22906403940885
5.404;230.88564391273752
5.44;230.5781577110956
5.508;230.73691556175854
5.541;230.7992277992278
5.575;230.68936468936468
5.609;230.65426465426467
5.647;230.58555133079847
5.714;230.2495679225717
5.752;230.11458333333334
5.788;230.0107638888889
5.854;230.16713286713286
5.888;230.2062937062937
5.922;230.58679706601467
5.956;230.58679706601467
6.002;231.06414300736068
6.036;230.85103399929898
6.103;229.95968568500172
6.138;229.91766313631706
6.172;229.6043730782371
6.207;230.12214812214813
6.244;229.82625482625483
6.281;230.0705882352941
6.316;230.17540106951873
6.36;229.9206349206349
6.395;229.98730158730157
6.429;229.8899470899471
6.463;229.7652665019414
6.531;229.8513942816802
6.565;229.32358124779697
6.599;229.21854071201975
6.666;229.42134442134443
6.7;229.62474012474013
6.733;229.59459459459458
6.769;229.87941787941787
6.804;230.44662921348313
6.839;230.6323735955056
6.872;231.1012968804767
6.906;231.37609533824045
6.939;231.42131090080616
6.972;231.3909090909091
7.044;231.7237762237762
7.145;232.10887239307175
7.213;232.18310357016614
7.284;230.98816568047337
7.319;230.87817612252002
7.385;232.3178101670814
7.419;232.11269107714185
7.453;232.20618556701032
7.522;232.81772515249372
7.556;232.9049156799426
7.623;232.2326156018355
7.657;232.2326156018355
7.725;232.32968970380819
7.759;232.35014104372357
7.795;232.89348058425364
7.862;232.2928393302458
7.899;232.06421356421356
7.933;231.9592352092352
7.983;230.84839755131438
8.019;230.6737486496219
8.054;230.64638098667626
8.095;230.74468851278357
8.133;230.79192210602235
8.165;230.9076812116841
8.198;230.57843490804183
8.232;230.5541078537821
8.267;230.1968874411871
8.301;230.19424460431654
8.334;230.2431654676259
8.401;230.4769784172662
8.437;230.23362131029518
8.472;230.23830093592514
8.509;230.07135212272564
8.543;230.07634677131645
8.578;230.10809846592937
8.636;229.70888333927934
8.669;229.71922939707457
8.737;229.4
8.774;229.60462633451957
8.809;229.72182596291012
8.842;229.60699001426534
8.876;229.60699001426534
8.914;230.28213390619405
8.947;230.4672395273899
8.981;230.34586466165413
9.015;229.71813725490196
9.05;229.41176470588235
9.084;229.9982238010657
9.119;229.92007104795738
9.187;229.31807060468367
9.22;229.37294652219504
9.307;230.55654655726008
9.341;230.35569033178737
9.375;229.98846153846154
9.41;229.71923076923076
9.444;229.9847355342563
9.51;229.5835995740149
9.576;228.99482401656314
9.61;228.77639751552795
9.642;229.4838142153413
9.677;229.47607318789585
9.712;226.96846074734316
9.778;226.8796708947549
9.812;226.79568049365787
9.846;228.7196359817991
9.88;228.46482324116207
9.917;227.85812672176309
9.95;227.9245867768595
9.984;227.831955922865
10.03;228.41100661790318
10.064;228.6004876349704
10.098;228.1141304347826
10.132;228.40794836956522
10.165;228.88464187327824
10.199;229.35365013774106
10.267;229.6582409972299
10.301;228.77527700831024
10.336;228.96260387811634
10.402;229.37106703146375
10.436;229.81976744186048
10.502;230.84829285462865
10.536;230.53889475536783
10.604;229.91814082552895
10.638;230.54804023586541
10.684;230.9264392324094
10.718;230.84221748400853
10.752;229.94939759036146
10.786;230.21549053356281
10.82;230.55319901025098
10.888;230.4535171438671
10.922;230.7370095440085
10.957;229.51142175247188
10.99;229.39345380156837
11.025;230.98766775480595
11.073;231.33659775117883
11.14;230.17355085039918
11.207;231.25858951175408
11.24;231.27450271247739
11.309;229.8888109435286
11.342;230.08418098912662
11.377;230.08418098912662
11.411;230.96837513631408
11.444;231.02835332606324
11.485;229.4725554343875
11.554;228.78563810878066
11.588;228.83078563810878
11.621;229.37326697476004
11.655;230.52361772244598
11.688;230.1047235444892
11.724;229.43309608540926
11.758;229.83843416370107
11.823;230.1832422586521
11.857;229.87795992714027
11.892;229.51119005328596
11.925;229.45222024866786
11.959;230.72554049102234
11.994;230.72554049102234
12.028;230.67387321363137
12.102;229.97025495750708
12.138;229.92811614730877
12.171;230.1405807365439
12.205;230.83633688856196
12.238;230.67230599485106
12.271;229.01019332161687
12.324;229.29244288224956
12.367;229.88771802325581
12.433;229.7540636042403
12.467;229.77526501766783
12.513;230.54245283018867
12.554;230.81132075471697
12.588;231.09579100145137
12.657;230.9909288824383
12.691;230.2930728241563
12.758;230.4326292789512
12.791;230.39002184996357
12.825;229.90060562878517
12.859;230.03099394371216
12.911;230.55948089401585
12.945;230.53713049747657
13.012;230.79315263908703
13.046;231.0320970042796
13.079;231.02032085561498
13.113;231.9301247771836
13.148;232.14688057041
13.181;232.6303953572724
13.215;231.03844758795793
13.285;229.85074100211716
13.331;229.954128440367
13.366;230.65278783490226
13.399;231.87907313540913
13.433;231.15641476274166
13.501;230.12442882249562
13.567;231.06578001437813
13.603;230.41876347951114
13.636;230.61671368124118
13.671;230.70239774330042
13.706;229.98483779971792
13.741;229.98483779971792
13.779;230.35861321776815
13.825;230.4933188876851
13.859;230.25017593244195
13.893;230.53342716396904
13.931;230.61928219563688
13.966;231.61636363636364
14;231.9287272727273
14.035;231.6916283998587
14.068;231.86612504415402
14.102;232.8995267564616
14.14;232.95995631598106
14.207;231.50618593142454
14.241;231.32166843407563
14.276;231.40827147401907
14.317;231.28438395415472
14.352;231.32736389684814
14.424;231.34957020057305
14.48;231.335
14.547;231.46571428571428
14.583;232.2039258451472
14.649;232.78007997091967
14.683;232.3156953879156
14.717;233.105112620665
14.75;233.1113521330441
14.817;233.2877801879971
14.876;232.83500357909807
14.91;232.92555476020044
14.942;232.96062992125985
14.976;232.79563350035792
15.01;232.92177361211247
15.043;232.94232155731794
15.077;232.26194753862737
15.118;230.36722960833632
15.185;230.03449514911966
15.219;230.65217391304347
15.267;230.00824964131994
15.302;230.1538737446198
15.341;230.20803443328552
15.375;230.10122038765255
15.41;230.13424264178033
15.476;229.967718794835
15.511;229.81635581061693
15.545;229.87733142037303
15.578;229.5211267605634
15.616;229.56771397616467
15.683;229.7074854651163
15.717;229.72747093023256
15.753;229.70917630057804
15.82;229.4895231213873
15.854;229.5605072463768
15.888;229.29746376811593
15.922;228.92420358842915
15.957;228.63566459172463
16.003;228.22710622710622
16.037;228.24835164835164
16.108;228.20805860805862
16.143;228.17672727272728
16.176;228.10145454545454
16.21;228.47493501671
16.244;228.6164129223914
16.276;228.29967069154776
