Count;Frequencies rightCheek
45.576;62.50000000000001
46.052;44.92187500000001
46.554;44.92187500000001
47.015;44.92187500000001
47.498;44.92187500000001
47.976;44.92187500000001
48.45;44.92187500000001
48.929;44.92187500000001
49.44;44.92187500000001
49.909;44.92187500000001
50.397;44.92187500000001
50.866;44.92187500000001
51.349;44.92187500000001
51.865;44.92187500000001
52.3;44.92187500000001
52.794;44.92187500000001
53.267;44.92187500000001
53.75;44.92187500000001
54.214;44.92187500000001
54.737;44.92187500000001
55.175;44.92187500000001
55.675;44.92187500000001
56.188;44.92187500000001
56.624;44.92187500000001
57.086;44.92187500000001
57.582;44.92187500000001
58.078;44.92187500000001
58.526;44.92187500000001
59.025;44.92187500000001
59.494;44.92187500000001
60.017;44.92187500000001
60.513;44.92187500000001
60.932;44.92187500000001
61.428;44.92187500000001
61.902;44.92187500000001
62.379;44.92187500000001
62.877;44.92187500000001
63.342;44.92187500000001
63.831;44.92187500000001
64.29;44.92187500000001
64.791;44.92187500000001
65.272;44.92187500000001
65.785;44.92187500000001
66.232;72.26562500000001
66.693;72.26562500000001
67.186;72.26562500000001
67.664;72.26562500000001
68.125;72.26562500000001
68.623;72.26562500000001
69.108;72.26562500000001
69.621;72.26562500000001
70.056;72.26562500000001
70.555;72.26562500000001
71.031;72.26562500000001
71.5;72.26562500000001
71.998;72.26562500000001
72.468;72.26562500000001
72.944;72.26562500000001
73.433;72.26562500000001
73.885;72.26562500000001
74.386;72.26562500000001
74.849;72.26562500000001
75.351;72.26562500000001
75.804;72.26562500000001
76.295;72.26562500000001
76.773;72.26562500000001
77.32;72.26562500000001
77.761;72.26562500000001
78.256;72.26562500000001
78.704;72.26562500000001
79.178;72.26562500000001
79.668;72.26562500000001
80.149;76.171875
80.616;76.171875
81.098;76.171875
81.592;78.12500000000001
82.074;78.12500000000001
82.549;78.12500000000001
83.033;78.12500000000001
83.484;78.12500000000001
83.994;78.12500000000001
84.452;78.12500000000001
84.96;78.12500000000001
85.449;78.12500000000001
85.923;78.12500000000001
86.41;78.12500000000001
86.862;78.12500000000001
87.35;78.12500000000001
87.82;78.12500000000001
88.299;78.12500000000001
88.79;78.12500000000001
89.267;78.12500000000001
89.728;89.84375000000001
90.22;89.84375000000001
90.723;89.84375000000001
91.164;89.84375000000001
91.68;89.84375000000001
92.128;89.84375000000001
92.613;89.84375000000001
93.143;89.84375000000001
93.616;89.84375000000001
94.063;89.84375000000001
94.524;89.84375000000001
95.022;89.84375000000001
95.492;89.84375000000001
95.996;89.84375000000001
96.528;89.84375000000001
96.938;89.84375000000001
97.418;89.84375000000001
97.937;101.56250000000001
98.364;101.56250000000001
98.864;101.56250000000001
99.353;101.56250000000001
99.825;101.56250000000001
100.344;101.56250000000001
100.859;101.56250000000001
101.244;101.56250000000001
101.787;101.56250000000001
102.3;101.56250000000001
102.707;101.56250000000001
103.17;101.56250000000001
103.659;101.56250000000001
104.144;101.56250000000001
104.627;101.56250000000001
105.116;101.56250000000001
105.574;101.56250000000001
106.056;101.56250000000001
106.548;101.56250000000001
107.027;101.56250000000001
107.502;85.9375
107.996;85.9375
108.47;85.9375
108.956;85.9375
