Time,Frequ
46,62.50000000000001
47,62.50000000000001
48,62.50000000000001
49,62.50000000000001
50,62.50000000000001
51,62.50000000000001
52,62.50000000000001
53,62.50000000000001
54,62.50000000000001
55,62.50000000000001
56,62.50000000000001
57,62.50000000000001
58,62.50000000000001
59,63.151041666666664
60,64.453125
61,64.453125
62,64.453125
63,64.453125
64,64.453125
65,64.453125
66,64.453125
67,64.453125
68,64.453125
69,64.453125
70,64.453125
71,64.453125
72,64.453125
73,64.453125
74,64.453125
75,64.453125
76,64.453125
77,64.453125
78,64.453125
79,64.453125
80,64.453125
81,64.453125
82,64.453125
83,78.12500000000001
84,78.12500000000001
85,78.12500000000001
86,78.12500000000001
87,78.12500000000001
88,83.98437500000001
89,89.84375000000001
90,89.84375000000001
91,89.84375000000001
92,89.84375000000001
93,89.84375000000001
94,89.84375000000001
95,89.84375000000001
96,89.84375000000001
97,89.84375000000001
98,89.84375000000001
99,89.84375000000001
100,89.84375000000001
101,89.84375000000001
102,89.84375000000001
103,87.890625
104,87.890625
105,87.890625
106,87.890625
107,87.890625
108,86.58854166666667
109,85.9375
110,85.9375
111,85.9375
112,85.9375
113,85.9375
114,85.9375
115,85.9375
116,85.9375
117,85.9375
118,85.9375
119,85.9375
120,84.9609375
121,85.9375
122,85.9375
123,85.9375
124,83.98437500000001
125,83.98437500000001
126,83.98437500000001
127,83.98437500000001
128,83.98437500000001
129,52.73437500000001
130,52.73437500000001
131,52.73437500000001
132,52.73437500000001
133,52.73437500000001
134,52.73437500000001
135,52.73437500000001
136,52.73437500000001
137,93.75
138,95.703125
139,95.703125
140,95.703125
141,95.703125
142,95.703125
143,95.703125
144,95.703125
145,95.703125
146,95.703125
147,95.703125
148,95.703125
149,95.703125
150,95.703125
151,95.703125
152,95.703125
153,95.703125
154,95.703125
155,95.703125
156,95.703125
157,95.703125
158,95.703125
159,95.703125
160,95.703125
161,95.703125
162,95.703125
163,95.703125
164,95.703125
165,95.703125
166,95.703125
167,97.65625
168,97.65625
169,97.65625
170,97.65625
171,97.65625
172,97.65625
173,97.65625
174,97.65625
175,97.65625
176,97.65625
177,97.65625
178,97.65625
179,97.65625
180,97.65625
