time;interpolated Pixel rightCheek
0;208.91268533772651
0.024;208.92203802868383
0.054;208.93372889238046
0.084;208.9454197560771
0.114;208.95711061977374
0.144;208.96880148347037
0.174;208.980492347167
0.204;208.99218321086366
0.234;209.0038740745603
0.264;209.01556493825692
0.294;209.02725580195357
0.324;209.0389466656502
0.354;209.05063752934683
0.384;209.0623283930435
0.414;209.07401925674012
0.444;209.08571012043674
0.474;209.09740098413337
0.504;209.10909184783003
0.534;209.12078271152666
0.564;209.1324735752233
0.594;209.14416443891994
0.624;209.15585530261657
0.654;209.1675461663132
0.684;209.17923703000986
0.714;209.1909278937065
0.744;209.20261875740312
0.774;209.21430962109977
0.804;209.2260004847964
0.834;209.23769134849303
0.864;209.2493822121897
0.894;211.3232368146086
0.924;213.54438882693626
0.954;215.4890484780624
0.984;216.0512463231809
1.014;216.61344416829942
1.044;215.58699520876112
1.074;215.27633118252228
1.104;215.21805054478014
1.134;215.2062472308374
1.164;215.34098669727607
1.194;216.00906584494157
1.224;215.88497027495666
1.254;215.73355833539756
1.284;215.60221335255088
1.314;215.47697570435582
1.344;215.22096903096903
1.374;214.96944055944056
1.404;214.9717230580867
1.434;215.23830186408074
1.464;216.13983902340664
1.494;217.0413761827325
1.524;217.42083806161475
1.554;217.63802517529643
1.584;217.8302693133693
1.614;218.168013165769
1.644;218.53395663679942
1.674;218.62619988453898
1.704;218.94671773039096
1.734;219.32430422577107
1.764;219.16636162803465
1.794;217.7964547041949
1.824;218.12136220014136
1.854;218.4462696960878
1.884;217.92240842647232
1.914;218.36603148301575
1.944;218.91014280125196
1.974;218.9864740612133
2.004;218.79706375039154
2.034;219.02157244610294
2.064;219.24608114181433
2.094;219.4705898375257
2.124;218.90922564799553
2.154;218.29172768094813
2.184;217.6008008957563
2.214;216.87840461707395
2.244;216.598475827578
2.274;216.50833774641438
2.304;216.21000178674237
2.334;216.77132965348005
2.364;216.58629639290652
2.394;216.40126313233299
2.424;215.97201090353926
2.454;215.72015819139935
2.484;215.89550705205295
2.514;215.90753309465555
2.544;215.91955913725815
2.574;215.4735670201019
2.604;215.14316717531366
2.634;214.96533482765017
2.664;214.52990180712382
2.694;214.1380120886501
2.724;214.1380120886501
2.754;214.09184234621478
2.784;214.01783952397577
2.814;213.93586564545822
2.844;213.76716507612733
2.874;213.564388565754
2.904;213.50640161725067
2.934;213.396313786553
2.964;213.28622595585537
2.994;213.56736453940206
3.024;213.94630972650984
3.054;214.08646804260985
3.084;214.21852411070952
3.114;214.52507965569717
3.144;214.74953774063576
3.174;214.92646571712487
3.204;214.92405673160889
3.234;214.52057868340665
3.264;214.2293144208038
3.294;214.27070970232066
3.324;214.40763255656873
3.354;214.03124372955435
3.384;213.6685805927891
3.414;213.45482084391543
3.444;213.5287740758108
3.474;213.72415666377807
3.504;213.95507877975191
3.534;213.91793934838935
3.564;213.38937960541952
3.594;213.36409486817038
3.624;213.32521046403056
3.654;213.22680919757462
3.684;213.1769915482827
3.714;213.19572319127255
3.744;213.13106271238803
3.774;212.8718206157965
3.804;212.13109187992282
3.834;211.8884173512383
3.864;211.62102693521152
3.894;211.37919852204163
3.924;211.16015801576228
3.954;211.10983331357386
3.984;211.1723547135627
4.014;211.0056611482255
4.044;211.3288814691152
4.074;211.33624668565255
4.104;211.5195854853144
4.134;211.72999714391844
4.164;211.81106392792503
4.194;211.82745827463287
4.224;212.1210995892366
4.254;212.7775455359809
4.284;213.43624962675426
4.314;214.219001439503
4.344;215.00603075990605
4.374;215.6380104366943
