time;Pixel forehead
0;228.4685408299866
0.866;228.77878706919583
0.949;232.45598845598846
1.016;234.37238013207005
1.051;233.41343669250645
1.125;233.37953890489914
1.162;233.7521613832853
1.195;234.73700742432897
1.261;235.0799543118218
1.328;235.14025448235975
1.363;235.1764025448236
1.398;235.09976865240023
1.431;234.85846599131693
1.498;235.26764199655767
1.531;235.55364314400458
1.599;234.95606936416186
1.635;235.69046242774567
1.68;234.7254730713246
1.756;234.92372634643377
1.79;233.06455331412104
1.857;232.78126801152737
1.891;232.3504151159462
1.925;232.46578872029775
1.961;232.67993129115374
1.995;232.21961681441235
2.096;231.9173577352016
2.163;231.597533632287
2.229;231.21520724677464
2.263;230.877573428493
2.298;230.76693989071038
2.332;231.03770491803277
2.4;231.8249524327263
2.444;231.38467763690315
2.477;231.5565147019153
2.55;231.3118424602104
2.59;231.01377633711508
2.625;230.63587250135063
2.691;230.36687965921192
2.729;230.36687965921192
2.763;230.8991709013105
2.829;231.14560512957522
2.866;230.80069462997596
2.904;230.8519903820465
2.97;230.72067039106145
3.037;230.8940926024481
3.069;231.1282597126131
3.125;231.13012240553485
3.174;231.56995230524643
3.207;231.51139374668787
3.254;231.40069407367858
3.289;231.4065670048051
3.324;231.42872397223707
3.357;231.55791147627883
3.391;231.45560561887092
3.424;231.4508348794063
3.49;231.22148364796595
3.524;231.45227333156075
3.558;231.39862178637688
3.593;231.49960243837796
3.634;231.51099195710455
3.668;231.6788203753351
3.735;231.76675603217157
3.774;231.57613941018766
3.807;231.57009843043363
3.84;231.53072625698323
3.874;231.49986733881667
3.942;231.57628018041922
3.975;231.64554612937434
4.009;231.7184517497349
4.044;231.85759914825658
4.078;232.1634282672345
4.144;232.2183079797171
4.211;232.274085935415
4.251;231.8545405839807
4.285;232.1098312349317
4.352;232.35922850254488
4.385;232.55706304868315
4.419;232.8707102952913
4.461;232.67708333333334
4.528;233.09588675213675
4.594;232.3496371943026
4.661;232.58962644450418
4.695;232.2541005646679
4.731;232.3608496907771
4.799;232.15634298079524
4.842;232.200703272924
4.915;232.07111952406706
4.949;231.9299621416982
4.984;231.5965386695511
