time;Pixel rightCheek
0;208.91268533772651
0.866;209.25016160310278
0.949;215.3953488372093
1.016;216.65092402464066
1.051;215.32101300479124
1.125;215.17725409836066
1.162;215.29644808743168
1.195;216.03133514986376
1.261;215.69822888283377
1.328;215.41853146853146
1.363;214.98636363636365
1.398;214.93251748251748
1.431;215.14814814814815
1.498;217.1615811373093
1.531;217.49063800277392
1.599;217.92639138240574
1.635;218.50628366247756
1.68;218.64464853408688
1.756;219.6012009890498
1.79;217.75313370473538
1.857;218.47876044568244
1.891;217.7781690140845
1.925;218.64718309859154
1.961;219.14542253521128
1.995;218.72971114167814
2.096;219.48555708390646
2.163;218.1064782908339
2.229;216.5172064777328
2.263;216.70141700404858
2.298;216.0870739115761
2.332;216.78366520418496
2.4;216.36425648021827
2.444;215.64513958964008
2.477;215.89270097544568
2.55;215.92196434577866
2.59;215.17463546965072
2.625;215.09596473380807
2.691;214.1380120886501
2.729;214.1380120886501
2.763;214.07522123893804
2.829;213.89487870619945
2.866;213.57985175202157
2.904;213.50640161725067
2.97;213.26420838971583
3.037;214.11051930758987
3.069;214.0652463382157
3.125;214.63748335552597
3.174;214.92646571712487
3.207;214.9238158330573
3.254;214.22188449848025
3.289;214.24788922661264
3.324;214.40763255656873
3.357;213.99360484685292
3.391;213.58431504543924
3.424;213.39851901716594
3.49;213.82836071069394
3.524;214.1361045926919
3.558;213.39434276206322
3.593;213.36539101497505
3.634;213.31224899598394
3.668;213.1670013386881
3.735;213.20883534136547
3.774;212.8718206157965
3.807;212.05701900633545
3.84;211.85095031677227
3.874;211.52522552622787
3.942;211.02873371199465
3.975;211.25175761633747
4.009;210.9517910947439
4.044;211.3288814691152
4.078;211.3372287145242
4.144;211.80013436345314
4.211;211.836748404434
4.251;212.71167512690354
4.285;213.45820642978003
4.352;215.21590524534687
4.385;215.84906303236798
4.419;215.94378194207837
4.461;216.04919160646716
4.528;215.61472308221533
4.594;215.3555402140145
4.661;215.45495340006903
4.695;215.5034317089911
4.731;215.48490048043925
4.799;215.3047225094795
4.842;215.06514994829368
4.915;214.64038727524203
4.949;214.39661134163208
4.984;213.9792531120332
5.018;213.71576763485479
5.051;214.80638445523942
5.086;214.91013185287994
5.12;214.7408044001375
5.154;215.1124097628051
5.199;215.10533562822718
5.234;216.118760757315
5.268;216.2234079173838
5.302;217.2643717728055
5.336;216.14710913445091
5.404;215.96373588778653
5.44;216.42813246841925
5.508;216.6278593376579
5.541;216.74931600547197
5.575;216.76196990424077
5.609;216.62448700410397
5.647;217.09383561643835
5.714;217.00787671232877
5.752;216.6007387508395
5.788;216.5711887172599
5.854;217.07104010876955
5.888;216.9292997960571
5.922;217.22946367956553
5.956;217.22946367956553
6.002;216.66483516483515
6.036;216.3846153846154
6.103;216.370710159701
6.138;216.09140332993545
6.172;215.8436969079171
6.207;216.46962457337884
6.244;216.49795221843004
6.281;217.39841597796143
6.316;217.27892561983472
6.36;217.35733882030178
6.395;217.5216049382716
6.429;217.18106995884773
6.463;216.88163265306122
6.531;216.97925170068027
6.565;216.48651382333108
6.599;216.37862440997978
6.666;217.13863712655254
6.7;217.22255790533737
6.733;217.36186639812018
6.769;217.44712990936557
6.804;217.7797918764686
6.839;217.8197381671702
6.872;217.42186452045607
6.906;217.87927565392354
6.939;217.81958417169685
6.972;218.04209822920146
7.044;218.62145005011695
7.145;219.98689075630253
7.213;220.26621848739495
7.284;219.80272334772502
7.319;219.66821653935568
7.385;220.86743711760707
7.419;220.73419442556084
7.453;220.9677090414684
7.522;220.7433118862174
7.556;221.07246867592278
7.623;220.68486686889113
7.657;220.68486686889113
7.725;220.337679705784
7.759;220.33333333333334
7.795;219.39652825051056
7.862;218.52314499659633
7.899;218.48083504449008
7.933;218.17522245037645
7.983;219.23387096774192
8.019;218.65918653576438
8.054;217.8288920056101
8.095;217.9460028050491
8.133;218.33471216821786
8.165;218.09962082040676
8.198;218.09272664598416
8.232;218.06638714185883
8.267;218.18553459119497
8.301;218.9296551724138
8.334;218.7148275862069
8.401;218.6555172413793
8.437;218.40557275541795
8.472;218.63226694186446
8.509;218.28363887928052
8.543;218.7398823936354
8.578;219.05949498443445
8.636;218.8253695427982
8.669;219.77346167067722
8.737;219.8361429534727
8.774;220.23398516520567
8.809;220.10487144790258
8.842;220.48037889039242
8.876;220.48037889039242
8.914;220.39581222559946
8.947;220.9098277608916
8.981;220.82134414049307
9.015;220.55180722891566
9.05;220.16385542168675
9.084;219.22523744911805
9.119;219.60142469470827
9.187;219.1906896551724
9.22;219.34620689655173
9.307;219.0904729266621
9.341;219.0356408498972
9.375;218.45373543522962
9.41;218.17649074708706
9.444;217.92590051457975
9.51;217.70600343053172
9.576;217.7972602739726
9.61;217.67808219178082
9.642;217.9134877384196
9.677;217.6117166212534
9.712;215.61421319796955
9.778;215.54280879864635
9.812;215.46023688663283
9.846;217.67865626060401
9.88;217.26772989480827
9.917;217.56149914821125
9.95;217.58296422487223
9.984;217.72572402044293
10.03;217.54295302013423
10.064;217.41711409395973
10.098;217.03636363636363
10.132;217.14040404040404
10.165;217.30336700336701
10.199;217.7074074074074
10.267;217.21560713084426
10.301;215.86377396569122
10.336;215.91019172552976
10.402;216.74737199050526
10.436;217.3591047812818
10.502;218.05584104145254
10.536;217.4141829393628
10.604;217.2730703259005
10.638;217.6785591766724
10.684;218.23537461512146
10.718;218.2942182689018
10.752;217.88296398891967
10.786;217.7974376731302
10.82;217.78581267217632
10.888;217.82988980716254
10.922;217.81404958677686
10.957;217.56875649463112
10.99;217.4430204364392
11.025;217.9007977800902
11.073;217.8123482483524
11.14;217.59916054564533
11.207;217.8951415588955
11.24;217.73995106606083
11.309;217.68909027535727
11.342;217.5897525270129
11.377;217.5897525270129
11.411;218.35176758837943
11.444;218.28526426321315
11.485;216.01225061253064
11.554;216.0764060841882
11.588;216.1648390519986
11.621;216.64768305624338
11.655;216.92213258505788
11.688;216.59102069449315
11.724;217.08410220014196
11.758;217.30163236337827
11.823;216.49192415730337
11.857;216.54564606741573
11.892;216.84036892515076
11.925;217.0968428520752
11.959;216.7641875220303
11.994;216.7641875220303
12.028;216.9760310186817
12.102;217.20042492917847
12.138;217.296388101983
12.171;217.6154390934844
12.205;216.67019400352734
12.238;216.27301587301588
12.271;215.79808374733855
12.324;216.16891412349185
12.367;215.93535853055457
12.433;216.68909348441926
12.467;216.56055240793202
12.513;217.12277019937042
12.554;217.3071003847499
