time;interpolated Pixel forehead
0;228.4685408299866
0.024;228.4771388781864
0.054;228.48788643843613
0.084;228.49863399868588
0.114;228.50938155893562
0.144;228.52012911918538
0.174;228.53087667943512
0.204;228.54162423968486
0.234;228.5523717999346
0.264;228.56311936018434
0.294;228.57386692043409
0.324;228.58461448068383
0.354;228.59536204093357
0.384;228.6061096011833
0.414;228.61685716143305
0.444;228.6276047216828
0.474;228.63835228193253
0.504;228.64909984218227
0.534;228.659847402432
0.564;228.67059496268175
0.594;228.6813425229315
0.624;228.69209008318126
0.654;228.702837643431
0.684;228.71358520368074
0.714;228.72433276393048
0.744;228.73508032418022
0.774;228.74582788442996
0.804;228.7565754446797
0.834;228.76732300492944
0.864;228.77807056517918
0.894;230.01928874184875
0.924;231.34839767683405
0.954;232.59900276017365
0.984;233.45708858528482
1.014;234.31517441039597
1.044;233.60522538041917
1.074;233.40290089365553
1.104;233.38915854732824
1.134;233.47017680504712
1.164;233.81184902213644
1.194;234.7071636049034
1.224;234.88769620822734
1.254;235.04358115708771
1.284;235.10065437036468
1.314;235.12765444672496
1.344;235.15677931091466
1.374;235.15231760720482
1.404;235.05589544129418
1.434;234.87678730498442
1.464;235.06000044165938
1.494;235.24321357833435
1.524;235.49297623394008
1.554;235.35152260082248
1.584;235.0878871097154
1.614;235.26206647398845
1.644;235.49746455646147
1.674;234.8541383188474
1.704;234.7880793687275
1.734;234.8663372404811
1.764;234.48627386824253
1.794;233.04764075874232
1.824;232.92079659340186
1.854;232.79395242806143
1.884;232.43912012385996
1.914;232.4284619659487
1.944;232.57880841047174
1.974;232.50392869710555
2.004;232.19268283705694
2.034;232.1029029125389
2.064;232.01312298802085
2.094;231.92334306350278
2.124;231.78369990114774
2.154;231.64049507894717
2.184;231.4758843278058
2.214;231.30209960711835
2.244;231.06625115047393
2.274;230.84280288804703
2.304;230.8147219543555
2.334;231.06085925670024
2.364;231.40817433671208
2.394;231.75548941672392
2.424;231.58480254409548
2.454;231.43674947478561
2.484;231.53305298010798
2.514;231.4325027437909
2.544;231.33195250747383
2.574;231.13300278635322
2.604;230.8626148028093
2.634;230.5991916592408
2.664;230.47692218554138
2.694;230.36687965921192
2.724;230.36687965921192
2.754;230.75827027840205
2.784;230.977581792122
2.814;231.08959735042416
2.844;231.0057765486566
2.874;230.81149373567501
2.904;230.8519903820465
2.934;230.7922994770533
2.964;230.7326085720601
2.994;230.78279178021486
3.024;230.86044351665666
3.054;231.01849387972325
3.084;231.12875864821714
3.114;231.12975651942523
3.144;231.30066869317812
3.174;231.56995230524643
3.204;231.51671725201138
3.234;231.44780031751233
3.264;231.40237205400044
3.294;231.40973228586682
3.324;231.42872397223707
3.354;231.54616715772957
3.384;231.47666858951374
3.414;231.45228055803193
3.444;231.38133450624255
3.474;231.27708394649696
3.504;231.31651469415203
3.534;231.4364934653302
3.564;231.41593275529135
3.594;231.49988023151764
3.624;231.50821402570782
3.654;231.6097145560637
3.684;231.69981993517666
3.714;231.73919410987955
3.744;231.72276758094452
3.774;231.57613941018766
3.804;231.57064761041127
3.834;231.5378848339742
3.864;231.5089434912186
3.894;231.5223417039939
3.924;231.55605325175972
3.954;231.60146779822108
3.984;231.66484467594037
4.014;231.73832994952372
4.044;231.85759914825658
4.074;232.12744837088417
4.104;232.18504754790948
4.134;232.2099928717652
4.164;232.23495811574634
4.194;232.25993331979015
4.224;232.13773369619886
4.254;231.87706622965285
4.284;232.10232268637432
4.314;232.21777930598816
4.344;232.32944972432242
4.374;232.4911181999704
4.404;232.732336510023
4.434;232.80155780887776
4.464;232.69583572522006
4.494;232.88335964408725
4.524;233.07088356295446
4.554;232.80190965359603
4.584;232.46270530912597
4.614;232.42127577645232
4.644;232.52873364967692
4.674;232.46133713750797
4.704;232.2807878461952
4.734;232.35182733592495
4.764;232.26160378740354
4.794;232.17138023888214
4.824;232.18213384831196
4.854;232.17940183475574
4.884;232.12614823933507
4.914;232.07289464391442
4.944;231.95072058028185
4.974;231.69180251873598
5.004;231.69675182133426
5.034;231.80718490938497
5.064;231.8449848024316
5.094;231.7673763647543
5.124;231.58472696379968
5.154;231.90024070607114
5.184;232.02117231244486
5.214;232.3601636586112
5.244;232.72350107066381
5.274;232.8524058445648
5.304;233.52183734753385
5.334;233.1909393164301
5.364;233.12055231014338
