time;interpolated Pixel leftCheek
0;197.0842806742454
0.029;197.06244669518776
0.059;197.03985982030056
0.089;197.01727294541334
0.119;196.99468607052611
0.149;196.97209919563892
0.179;196.9495123207517
0.209;196.9269254458645
0.239;196.90433857097727
0.269;196.88175169609005
0.299;196.85916482120285
0.329;196.83657794631563
0.359;196.81399107142843
0.389;196.7914041965412
0.419;196.76881732165398
0.449;196.7462304467668
0.479;196.72364357187956
0.509;196.70105669699237
0.539;196.67846982210514
0.569;196.65588294721792
0.599;196.63329607233072
0.629;196.6107091974435
0.659;196.5881223225563
0.689;196.56553544766908
0.719;196.54294857278185
0.749;196.52036169789466
0.779;196.49777482300743
0.809;196.47518794812024
0.839;196.452601073233
0.869;196.4300141983458
0.899;196.4074273234586
0.929;196.2592045592758
0.959;196.1066495230483
0.989;195.62229983184582
1.019;200.44785626982537
1.049;204.59479770081737
1.079;204.9191164384585
1.109;205.22395167022032
1.139;205.45085287846481
1.169;205.6777540867093
1.199;205.45356783484445
1.229;205.21382684297578
1.259;204.95648992457504
1.289;204.71557094364815
1.319;204.60058257044346
1.349;204.61574129116633
1.379;204.50766715965025
1.409;204.19977881863127
1.439;204.33053603955244
1.469;204.26950326459357
1.499;204.26070545359886
1.529;204.27330706518524
1.559;204.2648039010924
1.589;204.2216202215232
1.619;204.03251201114034
1.649;203.84340380075747
1.679;203.97533414850108
1.709;203.9932636881213
1.739;203.887703821323
1.769;203.73349042761933
1.799;203.59572081881532
1.829;203.68816419860627
1.859;203.7806075783972
1.889;203.2213590373658
1.919;202.27077847582626
1.949;201.3882465414464
1.979;200.7055795925205
2.009;199.95023455877507
2.039;199.10783526489982
2.069;198.26543597102457
2.099;198.179884635767
2.129;198.1483938689821
2.159;197.75955524075502
2.189;196.962319056594
2.219;195.84710781967408
2.249;194.72093192576244
2.279;193.9216471373334
2.309;193.27372930382717
2.339;192.63869234673106
2.369;192.00365538963493
2.399;191.38356503319267
2.429;190.76399007677293
2.459;190.59122295534758
2.489;190.5393959859904
2.519;190.44167852062589
2.549;190.45814691005145
2.579;190.62283080430714
2.609;190.78751469856283
2.639;190.59318641059053
2.669;190.5716951150751
2.699;190.70225024347738
2.729;190.69969200710077
2.759;190.41857499872495
2.789;190.70622736777682
2.819;191.0610214397114
2.849;191.26292671799405
2.879;191.5479698167445
2.909;191.77240990011092
2.939;191.84914070834785
2.969;192.11532570692185
2.999;192.33419253850664
3.029;191.89060503224223
3.059;192.1662659123055
