time;Pixel forehead
0;218.25371853546912
0.9;216.17272471118625
0.967;216.43251620174698
1;216.27979712595098
1.034;213.7277079593058
1.103;214.54041013269
1.17;214.4686369119421
1.235;214.5147103427358
1.27;214.51713679102215
1.305;214.6173469387755
1.37;214.77611044417768
1.404;214.42560865644725
1.44;214.4887285843102
1.477;214.46251851851852
1.543;214.0322962962963
1.586;214.06874074074074
1.652;213.32799050163254
1.689;213.22202433956664
1.724;213.45599527466035
1.797;213.701852396354
1.867;213.39988238753307
1.901;213.44108233924933
1.936;213.3124818155368
1.97;213.38580157113762
2.004;213.13653566229985
2.071;211.78269916765754
2.145;211.9592746730083
2.19;211.4548591144336
2.258;210.3593916755603
2.295;209.9746531483458
2.37;209.33211963589076
2.439;208.18478533768516
2.474;208.06979663570172
2.508;207.79081757917996
2.546;207.79081757917996
2.613;207.64783565663976
2.651;207.4245536806065
2.721;207.40865737344095
2.755;207.63103281853282
2.79;207.79150579150578
2.828;208.06708494208493
2.862;208.45631540520807
2.896;208.5412509126308
2.93;208.23483745754487
2.997;208.973313925279
3.031;208.8023744744002
3.066;209.071976255256
3.134;209.28292562391894
3.172;209.00617741536942
3.209;209.05452261306533
3.243;209.05150753768845
3.277;209.19120603015077
3.345;209.49488905509847
3.391;209.49912739965097
3.432;209.29932143754712
3.468;209.363910530284
3.509;209.4606685096758
3.544;209.78046934140804
3.579;210.08907393388847
3.613;210.1034569770376
3.681;210.1560428352881
3.747;210.41299897645854
3.782;210.31397134083932
3.817;210.35428424833248
3.852;210.5128270908158
3.887;210.24191893278604
3.923;210.42831587017633
3.99;210.73856376181956
4.029;210.7553055484531
4.064;210.88877524929686
4.098;210.39274770173645
4.184;210.03038815117466
4.218;210.1568176004093
4.254;210.06139677666923
4.289;211.06559469116897
4.357;211.30040837161818
4.395;211.20903225806452
4.462;210.97832258064517
4.495;210.89187096774194
4.534;211.23766930743676
4.617;211.05178246161853
4.654;211.05178246161853
4.692;211.31147540983608
4.732;211.39422326307573
4.767;211.44298584298585
4.801;211.4028314028314
4.868;211.29330554831986
4.905;211.0609533732743
4.939;211.34006734006735
4.976;211.47526547526547
5.05;211.53431753431752
5.084;211.71639471639472
5.15;211.7891737891738
5.192;211.01161890007745
5.226;211.16266460108443
5.295;211.34454877412625
5.339;211.49869587897757
5.373;211.68403317781232
5.41;211.8177812337999
5.46;211.64734672849048
5.542;211.86166924265842
5.585;211.88509316770185
5.619;211.87810559006212
5.657;211.8082298136646
5.69;211.6452790818988
5.723;211.39958268127282
5.756;211.68961919666145
5.792;211.81720711297072
5.859;212.0036610878661
5.898;212.06972524624157
5.932;212.32814930015553
5.966;212.1467081389321
6;211.66090599633412
6.034;211.5428122545169
6.082;211.88616827298776
6.15;211.94543080939948
6.184;211.67911227154048
6.251;211.86475303853115
6.318;212.09981898112233
6.363;211.44603381014304
6.43;211.42678803641093
6.464;212.03558441558442
6.497;212.2587012987013
6.563;211.5853470437018
6.628;211.812209001552
6.695;211.8598034143818
6.728;211.1279496591505
6.762;210.80361824855794
6.796;210.63853459972864
6.83;210.48276797829035
