time;Pixel leftCheek
0;197.0842806742454
0.9;196.406674427629
0.967;196.0659681800543
1;195.40046565774156
1.034;204.4326383319968
1.103;205.17857142857142
1.17;205.68531746031746
1.235;205.16587864460206
1.27;204.86052009456264
1.305;204.5935085007728
1.37;204.62635239567234
1.404;204.17798594847775
1.44;204.33489461358315
1.477;204.25146427176884
1.543;204.27918781725887
1.586;204.24053104256149
1.652;203.8244929797192
1.689;204.0312012480499
1.724;203.9648105181748
1.797;203.58955792682926
1.867;203.80525914634146
1.901;202.90286806883364
1.936;201.6738049713193
1.97;200.92695984703633
2.004;200.09063444108762
2.071;198.20927601809956
2.145;198.1315987933635
2.19;196.93574451712198
2.258;194.38307915758895
2.295;193.57007988380536
2.37;191.98248749106506
2.439;190.5574650912997
2.474;190.61654135338347
2.508;190.44167852062589
2.546;190.44167852062589
2.613;190.80947255113026
2.651;190.49336203803372
2.721;190.79799067097238
2.755;190.38022134951802
2.79;190.71581578007854
2.828;191.16815423063193
2.862;191.32159540064677
2.896;191.77434423284225
2.93;191.76928520877564
2.997;192.36376503892427
3.031;191.8610325318246
3.066;192.24257425742573
3.134;192.62925416364953
3.172;192.56842867487327
3.209;192.703153316419
3.243;193.1710764769844
3.277;193.35375135918812
3.345;193.85384337784194
3.391;193.61818837964634
3.432;193.5321299638989
3.468;193.67075812274368
3.509;193.73429602888086
3.544;193.77713458755426
3.579;194.2130969609262
3.613;194.59479015918959
3.681;194.787966654585
3.747;195.4534296028881
3.782;195.28194945848375
3.817;194.8815931108719
3.852;194.75959813419448
3.887;194.71833512737712
3.923;194.5046362339515
3.99;194.98930099857347
4.029;195.32137733142036
4.064;195.3263988522238
4.098;195.92271578187072
4.184;195.80101119537738
4.218;195.00761145342514
4.254;194.7451975353389
4.289;195.17038904899135
4.357;195.23378962536023
4.395;194.97592067988668
4.462;195.2400849858357
4.495;195.20609065155807
4.534;195.45520757465405
4.617;194.71656976744185
4.654;194.71656976744185
4.692;194.6391715116279
4.732;194.68059593023256
4.767;194.9506990434143
4.801;194.7512877115526
4.868;194.26246814706954
4.905;193.80779031670914
4.939;193.9180987202925
4.976;194.21755027422304
5.05;194.07391145261616
5.084;194.25137211855105
5.15;194.54994511525797
5.192;194.04496402877697
5.226;193.88525179856114
5.295;193.8753153153153
5.339;193.55603603603603
5.373;193.8289709573324
5.41;193.9645034062388
5.46;194.1922663802363
5.542;194.26029359112067
