Time,Frequ,Polar
90,119.140625,113
91,119.140625,113
92,119.140625,112
93,119.140625,112
94,119.140625,112
95,118.48958333333333,112
96,117.1875,113
97,117.1875,113
98,115.234375,113
99,48.828125,113
100,81.0546875,113
101,113.28125,113
102,113.28125,113
103,113.28125,113
104,113.28125,113
105,113.28125,113
106,113.28125,113
107,113.28125,113
108,113.28125,113
109,113.28125,113
110,113.28125,113
111,113.28125,113
112,113.28125,114
113,113.28125,114
114,113.28125,114
115,113.28125,115
116,113.28125,115
117,113.28125,115
118,113.28125,114
119,113.28125,113
120,113.28125,112
121,113.28125,112
122,113.28125,111
123,113.28125,110
124,113.28125,110
125,113.28125,109
126,113.28125,109
127,113.28125,108
128,113.28125,108
129,113.28125,108
130,113.28125,108
131,113.28125,107
132,113.28125,107
133,113.28125,107
134,113.28125,107
135,111.328125,108
136,108.3984375,107
137,107.421875,107
138,107.421875,107
139,107.421875,107
140,107.421875,107
141,107.421875,107
142,107.421875,107
143,107.421875,107
144,107.421875,107
145,107.421875,107
146,107.421875,107
147,107.421875,107
148,107.421875,108
149,107.421875,108
150,107.421875,108
