time;Pixel leftCheek
0;206.95002402691014
1.059;207.15488867376573
1.259;207.20474346563407
1.293;207.48180494905387
1.36;207.72828723920426
1.394;207.38095238095238
1.432;206.6
1.501;206.12820512820514
1.568;206.99032414126754
1.602;207.65565808644973
1.637;207.6517727051967
1.704;207.26962457337885
1.739;207.2852267186738
1.806;206.84510472479298
1.89;206.7425934919864
1.925;206.24526469159787
1.964;206.13258863525982
1.998;206.35262383521334
2.031;206.7748896517901
2.067;206.64213564213566
2.135;207.0918710918711
2.171;206.90396559961778
2.223;206.9976110845676
2.262;207.179646440516
2.33;207.47103877453327
2.397;207.89289145052834
2.433;207.93659942363112
2.466;208.10004786979417
2.499;208.02249880325513
2.533;207.93537577788416
2.578;207.48757170172084
2.645;207.0637488106565
2.713;206.6037107516651
2.779;206.6607570675611
2.813;206.79396262577862
2.849;207.12259615384616
2.883;207.11057692307693
2.957;207.09108249880782
3;207.07486886027658
3.038;207.5045476304452
3.107;207.4614648157013
3.141;207.58233890214797
3.176;207.66634844868736
3.243;207.81982840800762
3.279;207.8322211630124
3.326;207.8080229226361
3.36;207.64851957975168
3.426;207.1190137505927
3.46;206.98293029871977
3.526;206.9232602478551
3.56;207.19399428026693
3.594;206.90062111801242
3.63;206.7190635451505
3.667;206.3913043478261
3.702;206.15880654475458
3.735;205.9436958614052
3.77;205.99378287900527
3.803;206.32137733142036
3.873;206.77008177008176
3.917;206.61327561327562
3.986;206.54304954304953
4.019;206.79605579605578
4.053;206.87445887445887
4.087;207.6431718061674
4.123;207.6431718061674
4.158;208.41775205016884
4.224;208.7896767969127
4.258;208.89076848719188
4.292;208.8264862252296
4.359;209.2866149369544
4.392;209.55625606207565
4.426;209.68001907486885
4.498;210.1454458750596
4.532;210.55068226120858
4.565;210.39327485380116
4.635;210.5185185185185
4.669;210.66811594202898
4.704;210.86328502415458
4.742;210.82803468208093
4.789;210.3853564547206
4.825;210.24132947976878
4.859;210.3659970602646
4.894;210.83684468397846
4.928;210.968115942029
4.961;211.0454106280193
4.997;211.06908212560387
5.031;210.89618021547503
5.065;210.77326150832516
5.099;210.56758080313418
5.134;210.4880662445202
5.175;210.32148075986362
5.208;210.6702386751096
5.242;210.72381880175354
5.278;210.50269475747183
5.315;210.50122488975992
5.348;210.71994205697732
5.384;210.297440849831
5.423;210.26897214217098
5.457;210.16618635926994
5.491;210.39625360230548
5.53;210.43804034582132
5.574;210.57401960784313
5.625;210.89411764705883
5.659;210.74285714285713
5.693;210.86489104116222
5.726;210.4593023255814
5.762;210.4297480620155
5.796;210.2049418604651
5.83;210.06824782187803
5.863;210.2947725072604
5.9;210.29816069699902
5.934;210.38734419942475
5.969;210.20373921380633
6.047;210.55459355459357
6.114;210.45117845117846
6.152;210.62300628322862
6.219;210.86080231996132
6.286;210.69899183869418
6.353;211.00720115218434
6.403;210.959282598158
6.443;210.65584100824043
6.51;210.60445952496366
6.544;210.42150744119058
6.584;210.53720595295246
6.652;210.68172983479107
6.689;210.90184645286686
6.757;210.72902603664417
6.84;210.70304200869145
6.918;210.88363109608883
6.953;210.43612964728314
6.987;210.7230695900858
7.022;210.7779895188185
7.056;210.6960457360648
7.09;210.58456407813244
7.124;210.71298076923077
7.159;210.31634615384615
7.205;210.31634615384615
7.242;209.95222169135212
7.309;210.14954610606785
7.349;209.93534482758622
7.384;210.0565134099617
7.418;210.21387559808613
7.453;210.1196172248804
7.487;209.9330166270784
7.523;209.85225653206652
7.591;209.69372345445964
7.624;209.51486550259557
7.691;209.5932043416706
7.726;210.14784294716432
7.759;210.11730489578284
7.798;210.07303102625298
7.83;210.07303102625298
7.864;209.82338902147973
7.902;209.5189448441247
7.939;209.51175059952038
8.007;209.247491638796
8.042;209.35690396559963
8.076;209.55183946488293
8.109;209.18728772440562
8.163;209.43668122270742
8.21;209.14237288135593
8.244;209.25569007263923
8.278;209.03970944309927
8.311;208.92978208232446
8.344;209.46389287422286
8.378;209.2778574844572
8.411;209.08254269449716
8.445;208.6959203036053
8.501;208.41487839771102
8.534;208.68478779208394
8.568;208.6083213773314
8.602;208.9555236728838
8.637;208.9043062200957
8.671;209.07224880382776
8.71;208.72583732057416
8.748;208.57677725118484
8.783;208.65497630331754
8.818;208.46208530805688
8.868;208.62607449856733
8.901;208.44126074498567
8.936;208.40019102196752
8.97;208.28475871954132
9.005;208.35594839942667
9.039;208.35470085470087
9.072;208.5318138651472
9.11;208.4556412729026
9.142;208.62825458052075
9.178;208.30520732883318
9.251;207.8709523809524
9.289;208.1104761904762
9.359;208.08761904761906
9.406;208.07020872865274
9.444;208.01565464895637
9.478;208.00094876660341
9.545;207.69259962049335
9.58;207.74738344433874
9.619;207.872026641294
9.656;207.73215984776402
9.69;207.65987683562292
9.727;207.8744670772146
9.79;207.73756513500712
9.826;208.18414807783577
9.861;208.01328903654485
9.896;207.9468438538206
9.93;207.99240986717268
9.964;208.0066413662239
10.004;208.01348098218585
10.072;208.31102551757343
10.105;208.18936877076413
10.139;208.4670147128619
10.174;208.72093023255815
10.221;208.0956687291766
10.255;207.7405997144217
10.321;207.72990965287684
10.355;207.64336661911554
10.426;208.06532180595582
10.475;207.67865707434052
10.512;207.8369304556355
10.549;207.62829736211032
10.583;207.7102217936355
10.617;207.72082931533268
10.651;207.8919961427194
10.692;207.7557803468208
10.759;207.69942196531792
10.795;207.52456647398844
10.831;207.3873917228104
10.898;207.23676612127045
10.973;206.83900778210116
11.017;206.78453307392996
11.053;205.74115365971886
11.086;205.38390693165294
11.12;205.8560975609756
11.154;205.78878048780487
11.188;205.6962708537782
11.222;205.66781157998037
11.257;205.7909715407262
11.31;205.34537572254337
11.349;205.53901734104045
11.391;205.2394026974952
11.426;205.378612716763
11.46;205.54978144730453
11.495;205.72656629431762
11.531;205.86053412462908
11.565;206.00791295746785
11.6;206.23990147783252
11.635;205.8926108374384
11.669;206.30708661417322
11.707;206.10925196850394
11.741;206.4990157480315
11.781;206.38287401574803
11.817;206.39468503937007
11.849;206.27603388141506
11.883;206.1150971599402
11.917;206.42639094042343
11.951;206.48842934515017
11.985;206.16789758739537
12.019;206.18612603810453
12.054;206.3321934538349
12.122;206.44003915810083
12.164;206.31375428291727
12.197;206.39140926640925
12.231;206.41361003861005
12.266;206.0394929302779
12.299;206.16235982447586
12.332;206.47976596782058
12.384;206.42391832766165
12.451;206.75789985415653
12.493;206.43610842207164
12.526;206.35333978702806
12.561;206.42061955469507
12.599;206.4782187802517
12.633;206.62113022113022
12.667;206.44275184275185
12.7;206.73076923076923
12.734;206.77884615384616
12.767;207.14320388349515
12.801;206.78446601941747
12.849;206.76388218252052
12.883;206.69193626267503
12.919;206.59439884113954
12.953;206.45415266442632
13.023;206.4930388862218
13.056;206.7261330761813
13.091;206.61475409836066
13.124;206.7917068466731
13.158;206.7866473149492
13.191;206.91049830672472
13.258;207.05242905242906
13.295;207.23520923520923
13.33;207.41654641654642
13.365;207.46695610226723
13.404;207.49686444766039
13.473;207.4427740058196
13.507;207.43889427740058
13.54;207.27594568380212
13.575;206.93810916179336
13.608;207.21637426900585
13.645;207.17672833495618
13.679;206.87195715676728
13.718;206.4819863680623
13.757;206.50632911392404
13.801;206.56621226874393
13.836;207.05512195121952
13.87;207.00975609756097
13.905;207.0606644198363
13.94;207.25517573423207
13.976;207.32397833579518
14.015;207.28655834564253
14.049;207.41309699655343
14.095;207.6548498276711
14.13;207.31530661516175
14.164;207.29261226460648
14.2;207.02993722839207
14.236;207.19892473118279
14.302;207.20918866080157
14.369;207.06896551724137
14.403;207.26323457989315
14.441;207.0063137445362
14.476;206.94202204120748
14.51;207.06420699568758
14.544;207.13080977479635
14.586;207.03996148290804
14.62;207.0789600385171
14.657;207.43524313914298
14.725;207.52353226589034
14.79;207.40320232896653
14.824;207.3411708253359
14.858;207.43186180422265
14.897;207.33397312859884
14.938;207.22098646034817
15.007;206.73017408123792
15.05;206.55996131528047
15.091;206.48371647509578
15.124;206.79741379310346
15.159;206.96072796934865
15.194;207.39507959479016
15.228;207.39507959479016
15.262;207.1181862035697
15.302;207.10950313555233
15.336;207.34148727984345
15.37;207.28962818003913
15.404;207.08898508898508
15.443;207.15584415584416
15.477;207.37614237614238
15.51;207.11566265060242
15.544;206.84048192771084
15.578;206.66506024096387
15.612;206.7321171387422
15.646;206.87902064330294
15.679;207.3781431334623
15.746;207.69970986460348
15.779;207.4477756286267
15.814;207.23143267848587
15.848;207.33972208912314
15.889;207.54973570398846
15.922;207.61460836136473
15.957;207.58337337818355
15.991;207.83500717360116
16.026;207.58201817312292
16.06;207.73362027737923
16.104;207.71640363462458
16.17;207.88638589618023
16.204;207.9152791380999
16.239;207.92164544564153
16.278;207.75145914396887
16.313;207.568093385214
16.347;207.93482490272373
16.381;207.79458675688738
16.416;207.97148380860318
16.45;207.71948300622307
16.484;207.65485878410723
16.528;207.79154658981747
16.562;207.9418828049952
16.595;207.75264169068203
16.63;207.69138180067404
16.7;207.8502648050072
16.734;208.03273952816562
16.767;207.87824831568815
16.802;208.07844080846968
16.835;208.04166666666666
16.868;208.03208812260536
16.902;207.8625478927203
16.969;207.97372193024367
17.003;207.57668418537983
17.037;207.9784379492094
17.072;207.81696214662193
17.106;207.72285714285715
17.144;207.83190476190475
17.186;207.79333333333332
17.22;208.01588065447547
17.254;208.0538979788258
17.304;207.84886528247225
17.365;208.24142926122647
17.397;208.2077549066539
17.431;208.14265198659646
17.465;208.34226902824318
17.499;208.53333333333333
17.535;208.49178743961352
17.571;208.42269028243177
17.605;208.05313547151746
17.64;207.9114408808042
17.675;208.04399808703968
17.709;208.33524629363941
17.752;208.42993782879006
17.818;208.58095238095237
17.852;208.43666666666667
17.887;208.96168582375478
17.921;209.02969348659005
17.955;208.8979980934223
17.989;209.2278360343184
18.025;209.26692087702574
18.086;209.1637146960268
18.137;209.40689325035902
18.175;209.33649738965354
18.208;209.26815377313716
18.244;209.63801337153774
18.279;209.63801337153774
18.312;209.29995253915519
18.346;209.22259136212625
18.382;209.359278595159
18.423;209.51642075202284
18.462;209.57686815801998
18.497;209.46454069490719
18.531;209.73994252873564
18.564;209.70929118773947
18.6;209.6963601532567
18.664;209.81753215817056
18.699;209.90471653168174
18.732;209.91710090004736
18.766;209.84793936522976
18.803;209.76601803512102
18.845;209.82202183198862
18.902;209.8324632178453
18.935;209.60809523809525
18.969;209.6247619047619
19.002;209.73007590132826
19.036;209.70066413662238
19.07;209.70066413662238
19.104;209.99952084331576
19.147;210.16147580258743
19.18;210.06899856252994
19.229;209.67709815078237
19.263;209.8710289236605
19.295;209.88430535798958
19.329;209.49622641509433
19.365;209.32924528301888
19.433;209.8368623676612
19.468;209.9740134744947
19.511;210.0501893939394
19.544;210.05066287878788
19.611;210.06535319557904
19.646;209.96732340221047
19.679;209.83675417661098
19.719;209.85536992840096
19.785;209.9708413001912
19.82;210.24760994263863
19.856;210.15849595430748
19.891;209.97810566396953
19.924;209.92765349833414
19.961;209.73475177304965
19.995;210.25295508274232
20.029;209.96832151300237
20.095;210.19422074846045
20.13;210.0667929891047
20.169;210.24070543374643
20.202;209.9966634890372
20.236;209.88545627376425
20.271;209.91920152091254
20.305;210.0175855513308
20.371;209.8048433048433
20.437;209.85544460294818
20.471;209.68140751307655
20.506;209.89781368821292
20.54;209.79800380228136
20.575;209.7309332070109
20.61;209.74277593557557
20.644;209.90099478919944
20.678;209.89436286120323
20.711;210.07283181600383
20.745;210.07283181600383
20.779;210.2285443338075
20.817;210.11190137505926
20.851;210.21621621621622
20.887;209.8805120910384
20.92;209.8756501182033
20.955;209.60425531914893
21;209.889102256361
21.033;210.01632261161785
21.067;210.3053288526164
21.101;210.44417593040117
21.182;210.2537457709038
21.215;210.03880738286796
21.25;209.77851396119263
21.285;210.22174535050073
21.319;209.85312350977588
21.353;209.9790176442537
21.387;209.8421052631579
21.42;209.71834992887625
21.453;209.8515884305358
21.488;209.92768199233717
21.56;210.30488383119962
21.606;210.30488383119962
21.639;210.00663821716452
21.675;210.02702702702703
21.71;209.9189189189189
21.744;209.71645329540067
21.778;209.72087494056112
21.811;209.6191155492154
21.851;209.29184347006128
21.896;209.45355964167845
21.929;209.82944606413994
21.963;209.90184645286686
21.995;209.90184645286686
22.062;209.60299625468164
22.095;209.71582397003746
22.129;209.93276108726752
22.196;210.0147830233667
22.231;209.69835294117647
22.264;209.6974117647059
22.298;209.70294676806083
22.333;209.69391634980988
22.376;210.18138651471986
22.443;209.96771130104463
22.51;210.27994227994228
22.544;210.37133237133236
22.579;210.4126984126984
22.613;210.0100382409178
22.647;209.74713193116634
22.683;209.5076481835564
22.716;209.22688679245283
22.771;209.96509433962265
22.82;209.93667917448406
22.869;209.98545966228892
22.902;210.06801125703564
22.936;210.44821002386635
22.969;210.42386634844868
23.004;210.7961813842482
23.038;210.4105613701237
23.105;210.0090390104662
23.139;209.9509990485252
23.173;210.29663028001897
23.215;210.31324157570006
23.249;210.59231134314192
23.29;210.47603227337447
23.323;210.14032567049807
23.356;210.34865900383141
23.39;210.4333017975402
23.455;210.2729422894986
23.498;210.6020942408377
23.534;210.5683008091385
23.586;210.48226270373922
23.619;210.62655800575263
23.653;210.69702780441037
23.687;210.8005684509711
23.72;210.6087162482236
23.754;210.55423969682616
23.798;210.3372921615202
23.832;210.3372921615202
23.866;210.26365795724465
23.9;210.31733966745844
23.935;210.49245994344957
23.969;210.375589066918
24.004;210.5381715362865
24.037;210.1877358490566
24.072;210.42735849056604
24.104;210.17265846736046
24.137;210.30227057710502
24.176;210.4981078524125
24.213;210.45187292555713
24.282;210.4625946969697
24.317;210.64299242424244
24.351;210.40814393939394
24.385;210.569590085796
24.421;210.61105815061964
24.455;210.61105815061964
24.49;210.0481410867493
24.535;210.2067651262506
