Count;Frequencies forehead
45.605;85.9375
46.08;85.9375
46.579;85.9375
47.058;85.9375
47.582;85.9375
48.013;85.9375
48.479;85.9375
48.974;85.3375
49.496;84.7375
49.942;83.98437500000001
50.398;83.98437500000001
50.902;83.98437500000001
51.366;83.98437500000001
51.852;83.98437500000001
52.34;83.98437500000001
52.797;83.98437500000001
53.289;83.98437500000001
53.759;83.98437500000001
54.24;83.98437500000001
54.744;83.98437500000001
55.264;83.98437500000001
55.679;83.98437500000001
56.171;83.98437500000001
56.646;83.98437500000001
57.126;83.98437500000001
57.624;83.98437500000001
58.099;83.98437500000001
58.573;83.98437500000001
59.065;83.98437500000001
59.515;83.98437500000001
59.995;83.98437500000001
60.483;83.98437500000001
60.956;83.98437500000001
61.442;83.98437500000001
61.932;83.384375
62.398;82.78437500000001
62.894;82.184375
63.356;81.58437500000001
63.842;80.984375
64.339;80.384375
64.827;79.78437500000001
65.286;79.184375
65.77;78.58437500000001
66.255;77.984375
66.746;77.384375
67.262;76.784375
67.688;76.184375
68.168;75.584375
68.683;74.984375
69.138;74.384375
69.614;73.784375
70.091;73.184375
70.569;72.584375
71.042;71.984375
71.53;71.38437499999999
71.994;70.784375
72.531;70.184375
72.968;69.584375
73.454;68.984375
73.971;68.38437499999999
74.407;67.784375
74.896;67.18437499999999
75.382;66.584375
75.895;65.984375
76.337;65.38437499999999
76.804;64.784375
77.355;64.18437499999999
77.807;63.584374999999994
78.261;62.98437499999999
78.729;62.38437499999999
79.261;61.78437499999999
79.707;61.18437499999999
80.168;60.58437499999999
80.653;59.984374999999986
81.142;60.58437499999999
81.635;61.18437499999999
82.104;61.78437499999999
82.606;62.38437499999999
83.048;62.98437499999999
83.523;63.584374999999994
84.019;64.18437499999999
84.497;64.784375
84.989;65.38437499999999
85.441;65.984375
85.916;66.584375
86.42;67.18437499999999
86.904;67.784375
87.437;68.38437499999999
87.851;68.984375
88.325;69.584375
88.795;70.184375
89.276;70.784375
89.777;71.38437499999999
90.253;71.984375
90.741;72.584375
91.22;73.184375
91.675;73.784375
92.188;74.384375
92.649;74.984375
93.12;75.584375
93.6;76.184375
94.087;76.784375
94.565;77.384375
95.044;77.984375
95.54;78.58437500000001
95.996;79.184375
96.483;79.78437500000001
96.983;80.384375
97.461;80.984375
97.922;81.58437500000001
98.429;82.184375
98.915;85.9375
99.364;85.9375
99.846;85.9375
100.326;85.9375
100.849;85.9375
101.291;85.9375
101.763;85.9375
102.263;85.9375
102.725;85.9375
103.23;85.9375
103.686;85.9375
104.191;85.9375
104.645;85.9375
105.126;85.9375
105.648;85.9375
106.084;83.98437500000001
106.563;83.98437500000001
107.063;83.98437500000001
107.531;83.98437500000001
108.018;83.98437500000001
108.501;83.98437500000001
108.989;83.98437500000001
109.437;83.98437500000001
109.922;83.98437500000001
110.411;83.98437500000001
110.932;83.98437500000001
111.385;83.98437500000001
111.877;83.98437500000001
112.363;83.98437500000001
112.835;83.98437500000001
113.315;83.98437500000001
113.791;83.384375
114.317;82.78437500000001
114.773;82.184375
115.239;81.58437500000001
115.722;80.984375
116.196;80.384375
116.669;79.78437500000001
117.161;79.184375
117.626;78.58437500000001
118.116;77.984375
118.602;77.384375
119.092;76.784375
119.564;76.184375
120.092;72.26562500000001
120.569;72.26562500000001
120.999;72.26562500000001
121.534;72.26562500000001
121.983;72.26562500000001
122.441;72.26562500000001
122.936;72.26562500000001
123.459;72.26562500000001
123.874;72.26562500000001
124.344;72.26562500000001
124.837;72.26562500000001
125.327;72.26562500000001
125.813;72.26562500000001
126.328;72.26562500000001
126.765;72.26562500000001
127.228;72.26562500000001
127.744;72.26562500000001
128.207;72.26562500000001
128.702;72.26562500000001
129.197;72.26562500000001
129.632;72.26562500000001
130.141;72.26562500000001
130.614;72.26562500000001
131.082;72.26562500000001
131.574;72.86562500000001
132.04;73.46562500000002
132.533;74.06562500000001
133.012;74.665625
133.507;75.26562500000001
133.95;75.86562500000001
134.446;76.46562500000002
134.91;77.06562500000001
135.432;77.66562500000002
135.914;78.26562500000001
136.35;78.86562500000001
136.841;79.46562500000002
137.321;80.06562500000001
137.784;80.66562500000002
138.304;81.26562500000001
138.763;81.86562500000002
139.237;82.46562500000002
139.722;85.9375
140.19;85.9375
140.678;85.9375
141.182;86.53750000000001
141.654;87.1375
142.16;87.73750000000001
142.634;88.3375
143.078;88.9375
143.561;89.53750000000001
144.036;90.1375
144.514;93.75
145.039;93.75
145.483;93.75
145.991;93.75
146.443;93.75
146.904;93.75
147.42;93.75
147.879;93.75
148.371;93.75
148.865;93.75
149.327;93.75
149.789;93.75
150.311;93.75
150.762;93.75
151.238;93.15
151.706;92.55
152.212;91.95
152.677;95.70312500000001
153.145;95.70312500000001
153.685;95.70312500000001
154.111;95.70312500000001
154.607;95.70312500000001
155.102;95.70312500000001
155.572;95.70312500000001
156.043;95.70312500000001
156.539;95.70312500000001
156.993;95.70312500000001
157.481;95.70312500000001
157.961;95.70312500000001
158.435;95.70312500000001
158.928;95.70312500000001
159.436;95.70312500000001
159.871;95.70312500000001
160.367;95.70312500000001
160.856;95.70312500000001
161.333;95.103125
161.784;94.50312500000001
162.312;93.903125
162.753;93.30312500000001
163.24;92.703125
163.72;92.103125
164.215;95.70312500000001
164.692;95.70312500000001
165.165;95.70312500000001
165.637;95.70312500000001
166.11;95.70312500000001
166.586;95.70312500000001
167.068;95.70312500000001
167.551;95.70312500000001
168.058;95.70312500000001
168.515;95.70312500000001
168.995;95.70312500000001
169.482;95.70312500000001
169.986;95.70312500000001
170.473;95.70312500000001
170.904;95.70312500000001
171.414;95.70312500000001
171.897;95.70312500000001
172.345;95.70312500000001
172.842;95.70312500000001
173.312;95.70312500000001
173.802;95.70312500000001
174.289;95.70312500000001
174.773;95.70312500000001
175.224;95.70312500000001
175.709;95.70312500000001
176.187;95.70312500000001
176.678;95.70312500000001
177.154;95.103125
177.646;94.50312500000001
178.156;93.903125
178.612;93.30312500000001
179.077;92.703125
179.559;92.103125
